timestep_superordinate_dispatch,region_dispatch,technology,carrier,scenario,id,variable,value,objName
2040,CH,stock < power < pumpedStorage,electricity,s2016,none,stIn,-2.6550528443189063,TheModel
2040,CH,stock < power < pumpedStorage,electricity,s2014,none,stIn,-20.538436997541474,TheModel
2030,DE,stock < power < pumpedStorage,electricity,s2016,none,stIn,-31.744080088722093,TheModel
2030,DE,stock < power < pumpedStorage,electricity,s2014,none,stIn,-29.246129025357373,TheModel
2040,DE,stock < power < pumpedStorage,electricity,s2016,none,stIn,-2.067376149396857,TheModel
2040,DE,stock < power < pumpedStorage,electricity,s2014,none,stIn,-54.243351677548546,TheModel
2030,FR,stock < power < pumpedStorage,electricity,s2016,none,stIn,-21.74025914110865,TheModel
2030,FR,stock < power < pumpedStorage,electricity,s2014,none,stIn,-21.156442095535926,TheModel
2040,FR,stock < power < pumpedStorage,electricity,s2016,none,stIn,-11.726506635609105,TheModel
2040,FR,stock < power < pumpedStorage,electricity,s2014,none,stIn,-33.70959035197519,TheModel
2030,LU,stock < power < pumpedStorage,electricity,s2016,none,stIn,-3.640471326170385,TheModel
2030,LU,stock < power < pumpedStorage,electricity,s2014,none,stIn,-3.5539670922640068,TheModel
2040,LU,stock < power < pumpedStorage,electricity,s2016,none,stIn,-0.39964154211748587,TheModel
2040,LU,stock < power < pumpedStorage,electricity,s2014,none,stIn,-6.441741408876446,TheModel
2030,NL,stock < power < pumpedStorage,electricity,s2016,none,stIn,-8.471404892091156,TheModel
2030,NL,stock < power < pumpedStorage,electricity,s2014,none,stIn,-8.22920364944445,TheModel
2040,NL,stock < power < pumpedStorage,electricity,s2016,none,stIn,-1.749181024467715,TheModel
2040,NL,stock < power < pumpedStorage,electricity,s2014,none,stIn,-15.455708504943772,TheModel
2040,DE,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stIn,-139.04615902749663,TheModel
2040,DE,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stIn,-120.88335978339985,TheModel
2040,FR,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stIn,-99.8365129350865,TheModel
2040,FR,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stIn,-235.45089856327942,TheModel
2040,NL,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stIn,-67.2880543063869,TheModel
2040,NL,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stIn,-163.24222595874878,TheModel
2030,AT,battery < lithiumBattery,electricity,s2016,none,stIn,-1.3713942338811438e-5,TheModel
2030,AT,battery < lithiumBattery,electricity,s2014,none,stIn,-1.265049278449401e-5,TheModel
2040,AT,battery < lithiumBattery,electricity,s2014,none,stIn,-4.9897292788274894e-5,TheModel
2030,BE,battery < lithiumBattery,electricity,s2016,none,stIn,-1.4569814587813105e-5,TheModel
2030,BE,battery < lithiumBattery,electricity,s2014,none,stIn,-1.5828895020754164e-5,TheModel
2040,BE,battery < lithiumBattery,electricity,s2016,none,stIn,-1.4779187042692172e-5,TheModel
2040,BE,battery < lithiumBattery,electricity,s2014,none,stIn,-5.006087401971212e-5,TheModel
2030,CH,battery < lithiumBattery,electricity,s2016,none,stIn,-1.402920474946928e-5,TheModel
2030,CH,battery < lithiumBattery,electricity,s2014,none,stIn,-1.4247338912393032e-5,TheModel
2040,CH,battery < lithiumBattery,electricity,s2016,none,stIn,-1.033413359394908e-5,TheModel
2040,CH,battery < lithiumBattery,electricity,s2014,none,stIn,-4.9778836954679075e-5,TheModel
2030,DE,battery < lithiumBattery,electricity,s2016,none,stIn,-1.3649893902978112e-5,TheModel
2030,DE,battery < lithiumBattery,electricity,s2014,none,stIn,-1.388023728942053e-5,TheModel
2040,DE,battery < lithiumBattery,electricity,s2016,none,stIn,-1.0574709564260248e-5,TheModel
2040,DE,battery < lithiumBattery,electricity,s2014,none,stIn,-4.879442124752634e-5,TheModel
2030,FR,battery < lithiumBattery,electricity,s2016,none,stIn,-1.8437243413991162e-5,TheModel
2030,FR,battery < lithiumBattery,electricity,s2014,none,stIn,-1.8621763477955173e-5,TheModel
2040,FR,battery < lithiumBattery,electricity,s2016,none,stIn,-2.9449903096125208e-5,TheModel
2040,FR,battery < lithiumBattery,electricity,s2014,none,stIn,-5.5805610973659095e-5,TheModel
2030,LU,battery < lithiumBattery,electricity,s2016,none,stIn,-1.362703605534474e-5,TheModel
2030,LU,battery < lithiumBattery,electricity,s2014,none,stIn,-1.3843013897758281e-5,TheModel
2040,LU,battery < lithiumBattery,electricity,s2016,none,stIn,-1.0438087983542248e-5,TheModel
2040,LU,battery < lithiumBattery,electricity,s2014,none,stIn,-4.866836623278475e-5,TheModel
2030,NL,battery < lithiumBattery,electricity,s2016,none,stIn,-1.474203197080754e-5,TheModel
2030,NL,battery < lithiumBattery,electricity,s2014,none,stIn,-1.526972069865157e-5,TheModel
2040,NL,battery < lithiumBattery,electricity,s2016,none,stIn,-1.691136602683264e-5,TheModel
2040,NL,battery < lithiumBattery,electricity,s2014,none,stIn,-5.190977527859595e-5,TheModel
2030,AT,stock < power < pumpedStorage,electricity,s2016,none,stOut,6.363299075808696,TheModel
2030,AT,stock < power < pumpedStorage,electricity,s2014,none,stOut,5.926700672843394,TheModel
2040,AT,stock < power < pumpedStorage,electricity,s2016,none,stOut,3.228248598512702,TheModel
2040,AT,stock < power < pumpedStorage,electricity,s2014,none,stOut,11.158442394226311,TheModel
2030,BE,stock < power < pumpedStorage,electricity,s2016,none,stOut,3.0257138588325,TheModel
2030,BE,stock < power < pumpedStorage,electricity,s2014,none,stOut,3.2612982681965974,TheModel
2040,BE,stock < power < pumpedStorage,electricity,s2016,none,stOut,0.6942437823118714,TheModel
2040,BE,stock < power < pumpedStorage,electricity,s2014,none,stOut,5.052977447026997,TheModel
2030,CH,stock < power < pumpedStorage,electricity,s2016,none,stOut,7.628456876345641,TheModel
2030,CH,stock < power < pumpedStorage,electricity,s2014,none,stOut,5.562758709151578,TheModel
2040,CH,stock < power < pumpedStorage,electricity,s2016,none,stOut,2.120042845541795,TheModel
2040,CH,stock < power < pumpedStorage,electricity,s2014,none,stOut,13.716210865291348,TheModel
2030,DE,stock < power < pumpedStorage,electricity,s2016,none,stOut,15.620661645806255,TheModel
2030,DE,stock < power < pumpedStorage,electricity,s2014,none,stOut,14.814966253094948,TheModel
2040,DE,stock < power < pumpedStorage,electricity,s2016,none,stOut,1.4161661354626742,TheModel
2040,DE,stock < power < pumpedStorage,electricity,s2014,none,stOut,30.5461716021995,TheModel
2030,FR,stock < power < pumpedStorage,electricity,s2016,none,stOut,9.078356778720774,TheModel
2030,FR,stock < power < pumpedStorage,electricity,s2014,none,stOut,8.524878083283804,TheModel
2040,FR,stock < power < pumpedStorage,electricity,s2016,none,stOut,6.167131609100104,TheModel
2040,FR,stock < power < pumpedStorage,electricity,s2014,none,stOut,11.771136049194293,TheModel
2030,LU,stock < power < pumpedStorage,electricity,s2016,none,stOut,1.5342214743007045,TheModel
2030,LU,stock < power < pumpedStorage,electricity,s2014,none,stOut,1.5518200552643142,TheModel
2040,LU,stock < power < pumpedStorage,electricity,s2016,none,stOut,0.21756848180653754,TheModel
2040,LU,stock < power < pumpedStorage,electricity,s2014,none,stOut,2.81666428338696,TheModel
2030,NL,stock < power < pumpedStorage,electricity,s2016,none,stOut,3.367298614068338,TheModel
2030,NL,stock < power < pumpedStorage,electricity,s2014,none,stOut,3.4197178938844384,TheModel
2040,NL,stock < power < pumpedStorage,electricity,s2016,none,stOut,0.9820431574359123,TheModel
2040,NL,stock < power < pumpedStorage,electricity,s2014,none,stOut,5.370530263442166,TheModel
2040,DE,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stOut,137.65569743038898,TheModel
2040,DE,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stOut,119.15203088346246,TheModel
2040,FR,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stOut,98.83814777894145,TheModel
2040,FR,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stOut,229.39967151098918,TheModel
2040,NL,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stOut,66.61517375117127,TheModel
2040,NL,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stOut,158.88647635461697,TheModel
2030,AT,stock < power < reservoir,electricity,s2016,none,stOut,2.3645578571585952,TheModel
2030,AT,stock < power < reservoir,electricity,s2014,none,stOut,2.364557877148854,TheModel
2030,CH,stock < power < reservoir,electricity,s2016,none,stOut,3.321969594845815,TheModel
2030,CH,stock < power < reservoir,electricity,s2014,none,stOut,3.3219694582695722,TheModel
2030,DE,stock < power < reservoir,electricity,s2016,none,stOut,0.8301736187497417,TheModel
2030,DE,stock < power < reservoir,electricity,s2014,none,stOut,0.93040329936228,TheModel
2030,FR,stock < power < reservoir,electricity,s2016,none,stOut,15.241871611515942,TheModel
2030,FR,stock < power < reservoir,electricity,s2014,none,stOut,17.4183547281684,TheModel
2040,AT,stock < power < reservoir,electricity,s2016,none,stOut,2.3645580052138233,TheModel
2040,AT,stock < power < reservoir,electricity,s2014,none,stOut,1.5122640510355922,TheModel
2040,CH,stock < power < reservoir,electricity,s2016,none,stOut,3.3219695934964113,TheModel
2040,CH,stock < power < reservoir,electricity,s2014,none,stOut,2.0585016796621405,TheModel
2040,DE,stock < power < reservoir,electricity,s2016,none,stOut,0.9725454231416707,TheModel
2040,DE,stock < power < reservoir,electricity,s2014,none,stOut,0.5064947604298675,TheModel
2040,FR,stock < power < reservoir,electricity,s2016,none,stOut,17.724663421940726,TheModel
2040,FR,stock < power < reservoir,electricity,s2014,none,stOut,8.692196408400989,TheModel
2040,AT,battery < lithiumBattery,electricity,s2014,none,stOut,1.568383861543609e-5,TheModel
2040,BE,battery < lithiumBattery,electricity,s2014,none,stOut,1.6520107590631074e-5,TheModel
2040,CH,battery < lithiumBattery,electricity,s2014,none,stOut,1.5884288950152778e-5,TheModel
2040,DE,battery < lithiumBattery,electricity,s2014,none,stOut,1.6263790709639525e-5,TheModel
2040,FR,battery < lithiumBattery,electricity,s2016,none,stOut,1.371603931395612e-5,TheModel
2040,FR,battery < lithiumBattery,electricity,s2014,none,stOut,1.8147187670072798e-5,TheModel
2040,LU,battery < lithiumBattery,electricity,s2014,none,stOut,1.592096313404282e-5,TheModel
2040,NL,battery < lithiumBattery,electricity,s2014,none,stOut,1.6918397234491977e-5,TheModel
2030,AT,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-8.984020491466179,TheModel
2030,AT,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-7.759598896494032,TheModel
2040,AT,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-3.996516018469504,TheModel
2040,AT,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-16.181324018811072,TheModel
2030,BE,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-6.895533555450766,TheModel
2030,BE,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-7.212257850471723,TheModel
2040,BE,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-1.2329433202312359,TheModel
2040,BE,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-12.1021135538474,TheModel
2030,CH,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-11.18769479955108,TheModel
2030,CH,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-7.676104110513406,TheModel
2040,CH,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-2.6550528443189063,TheModel
2040,CH,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-20.538436997541474,TheModel
2030,DE,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-31.744080088722093,TheModel
2030,DE,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-29.246129025357373,TheModel
2040,DE,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-2.067376149396857,TheModel
2040,DE,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-54.243351677548546,TheModel
2030,FR,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-21.74025914110865,TheModel
2030,FR,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-21.156442095535926,TheModel
2040,FR,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-11.726506635609105,TheModel
2040,FR,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-33.70959035197519,TheModel
2030,LU,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-3.640471326170385,TheModel
2030,LU,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-3.5539670922640068,TheModel
2040,LU,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-0.39964154211748587,TheModel
2040,LU,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-6.441741408876446,TheModel
2030,NL,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-8.471404892091156,TheModel
2030,NL,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-8.22920364944445,TheModel
2040,NL,stock < power < pumpedStorage,electricity,s2016,none,stExtIn,-1.749181024467715,TheModel
2040,NL,stock < power < pumpedStorage,electricity,s2014,none,stExtIn,-15.455708504943772,TheModel
2040,DE,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stExtIn,-139.04615902749663,TheModel
2040,DE,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stExtIn,-120.88335978339985,TheModel
2040,FR,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stExtIn,-99.8365129350865,TheModel
2040,FR,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stExtIn,-235.45089856327942,TheModel
2040,NL,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stExtIn,-67.2880543063869,TheModel
2040,NL,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stExtIn,-163.24222595874878,TheModel
2030,AT,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.3713942338811438e-5,TheModel
2030,AT,battery < lithiumBattery,electricity,s2014,none,stExtIn,-1.265049278449401e-5,TheModel
2040,AT,battery < lithiumBattery,electricity,s2014,none,stExtIn,-4.9897292788274894e-5,TheModel
2030,BE,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.4569814587813105e-5,TheModel
2030,BE,battery < lithiumBattery,electricity,s2014,none,stExtIn,-1.5828895020754164e-5,TheModel
2040,BE,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.4779187042692172e-5,TheModel
2040,BE,battery < lithiumBattery,electricity,s2014,none,stExtIn,-5.006087401971212e-5,TheModel
2030,CH,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.402920474946928e-5,TheModel
2030,CH,battery < lithiumBattery,electricity,s2014,none,stExtIn,-1.4247338912393032e-5,TheModel
2040,CH,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.033413359394908e-5,TheModel
2040,CH,battery < lithiumBattery,electricity,s2014,none,stExtIn,-4.9778836954679075e-5,TheModel
2030,DE,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.3649893902978112e-5,TheModel
2030,DE,battery < lithiumBattery,electricity,s2014,none,stExtIn,-1.388023728942053e-5,TheModel
2040,DE,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.0574709564260248e-5,TheModel
2040,DE,battery < lithiumBattery,electricity,s2014,none,stExtIn,-4.879442124752634e-5,TheModel
2030,FR,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.8437243413991162e-5,TheModel
2030,FR,battery < lithiumBattery,electricity,s2014,none,stExtIn,-1.8621763477955173e-5,TheModel
2040,FR,battery < lithiumBattery,electricity,s2016,none,stExtIn,-2.9449903096125208e-5,TheModel
2040,FR,battery < lithiumBattery,electricity,s2014,none,stExtIn,-5.5805610973659095e-5,TheModel
2030,LU,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.362703605534474e-5,TheModel
2030,LU,battery < lithiumBattery,electricity,s2014,none,stExtIn,-1.3843013897758281e-5,TheModel
2040,LU,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.0438087983542248e-5,TheModel
2040,LU,battery < lithiumBattery,electricity,s2014,none,stExtIn,-4.866836623278475e-5,TheModel
2030,NL,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.474203197080754e-5,TheModel
2030,NL,battery < lithiumBattery,electricity,s2014,none,stExtIn,-1.526972069865157e-5,TheModel
2040,NL,battery < lithiumBattery,electricity,s2016,none,stExtIn,-1.691136602683264e-5,TheModel
2040,NL,battery < lithiumBattery,electricity,s2014,none,stExtIn,-5.190977527859595e-5,TheModel
2030,AT,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,6.363299075808696,TheModel
2030,AT,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,5.926700672843394,TheModel
2040,AT,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,3.228248598512702,TheModel
2040,AT,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,11.158442394226311,TheModel
2030,BE,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,3.0257138588325,TheModel
2030,BE,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,3.2612982681965974,TheModel
2040,BE,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,0.6942437823118714,TheModel
2040,BE,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,5.052977447026997,TheModel
2030,CH,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,7.628456876345641,TheModel
2030,CH,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,5.562758709151578,TheModel
2040,CH,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,2.120042845541795,TheModel
2040,CH,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,13.716210865291348,TheModel
2030,DE,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,15.620661645806255,TheModel
2030,DE,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,14.814966253094948,TheModel
2040,DE,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,1.4161661354626742,TheModel
2040,DE,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,30.5461716021995,TheModel
2030,FR,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,9.078356778720774,TheModel
2030,FR,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,8.524878083283804,TheModel
2040,FR,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,6.167131609100104,TheModel
2040,FR,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,11.771136049194293,TheModel
2030,LU,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,1.5342214743007045,TheModel
2030,LU,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,1.5518200552643142,TheModel
2040,LU,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,0.21756848180653754,TheModel
2040,LU,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,2.81666428338696,TheModel
2030,NL,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,3.367298614068338,TheModel
2030,NL,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,3.4197178938844384,TheModel
2040,NL,stock < power < pumpedStorage,electricity,s2016,none,stExtOut,0.9820431574359123,TheModel
2040,NL,stock < power < pumpedStorage,electricity,s2014,none,stExtOut,5.370530263442166,TheModel
2040,DE,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stExtOut,137.65569743038898,TheModel
2040,DE,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stExtOut,119.15203088346246,TheModel
2040,FR,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stExtOut,98.83814777894145,TheModel
2040,FR,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stExtOut,229.39967151098918,TheModel
2040,NL,powerToX < h2Storage < h2StorageCavern,h2,s2016,none,stExtOut,66.61517375117127,TheModel
2040,NL,powerToX < h2Storage < h2StorageCavern,h2,s2014,none,stExtOut,158.88647635461697,TheModel
2030,AT,stock < power < reservoir,electricity,s2016,none,stExtOut,2.3645578571585952,TheModel
2030,AT,stock < power < reservoir,electricity,s2014,none,stExtOut,2.364557877148854,TheModel
2030,CH,stock < power < reservoir,electricity,s2016,none,stExtOut,3.321969594845815,TheModel
2030,CH,stock < power < reservoir,electricity,s2014,none,stExtOut,3.3219694582695722,TheModel
2030,DE,stock < power < reservoir,electricity,s2016,none,stExtOut,0.8301736187497417,TheModel
2030,DE,stock < power < reservoir,electricity,s2014,none,stExtOut,0.93040329936228,TheModel
2030,FR,stock < power < reservoir,electricity,s2016,none,stExtOut,15.241871611515942,TheModel
2030,FR,stock < power < reservoir,electricity,s2014,none,stExtOut,17.4183547281684,TheModel
2040,AT,stock < power < reservoir,electricity,s2016,none,stExtOut,2.3645580052138233,TheModel
2040,AT,stock < power < reservoir,electricity,s2014,none,stExtOut,1.5122640510355922,TheModel
2040,CH,stock < power < reservoir,electricity,s2016,none,stExtOut,3.3219695934964113,TheModel
2040,CH,stock < power < reservoir,electricity,s2014,none,stExtOut,2.0585016796621405,TheModel
2040,DE,stock < power < reservoir,electricity,s2016,none,stExtOut,0.9725454231416707,TheModel
2040,DE,stock < power < reservoir,electricity,s2014,none,stExtOut,0.5064947604298675,TheModel
2040,FR,stock < power < reservoir,electricity,s2016,none,stExtOut,17.724663421940726,TheModel
2040,FR,stock < power < reservoir,electricity,s2014,none,stExtOut,8.692196408400989,TheModel
2040,AT,battery < lithiumBattery,electricity,s2014,none,stExtOut,1.568383861543609e-5,TheModel
2040,BE,battery < lithiumBattery,electricity,s2014,none,stExtOut,1.6520107590631074e-5,TheModel
2040,CH,battery < lithiumBattery,electricity,s2014,none,stExtOut,1.5884288950152778e-5,TheModel
2040,DE,battery < lithiumBattery,electricity,s2014,none,stExtOut,1.6263790709639525e-5,TheModel
2040,FR,battery < lithiumBattery,electricity,s2016,none,stExtOut,1.371603931395612e-5,TheModel
2040,FR,battery < lithiumBattery,electricity,s2014,none,stExtOut,1.8147187670072798e-5,TheModel
2040,LU,battery < lithiumBattery,electricity,s2014,none,stExtOut,1.592096313404282e-5,TheModel
2040,NL,battery < lithiumBattery,electricity,s2014,none,stExtOut,1.6918397234491977e-5,TheModel
2030,AT,engine < enginePeak < gasEngine,gasFuel,s2016,none,emission,6.377058978869137,TheModel
2030,AT,engine < enginePeak < gasEngine,gasFuel,s2014,none,emission,3.1772372528554462,TheModel
2030,BE,engine < enginePeak < gasEngine,gasFuel,s2016,none,emission,8.45185681279242,TheModel
2030,BE,engine < enginePeak < gasEngine,gasFuel,s2014,none,emission,0.7498295638307041,TheModel
2030,CH,engine < enginePeak < gasEngine,gasFuel,s2016,none,emission,2.3610008592185334,TheModel
2030,DE,engine < enginePeak < gasEngine,gasFuel,s2016,none,emission,46.61705559041288,TheModel
2030,DE,engine < enginePeak < gasEngine,gasFuel,s2014,none,emission,5.387977127178094,TheModel
2030,FR,engine < enginePeak < gasEngine,gasFuel,s2016,none,emission,12.350780077012777,TheModel
2030,FR,engine < enginePeak < gasEngine,gasFuel,s2014,none,emission,0.4455617468416235,TheModel
2030,LU,engine < enginePeak < gasEngine,gasFuel,s2016,none,emission,0.6699991270069883,TheModel
2030,LU,engine < enginePeak < gasEngine,gasFuel,s2014,none,emission,0.04986544645057367,TheModel
2030,NL,engine < enginePeak < gasEngine,gasFuel,s2016,none,emission,9.729549142111292,TheModel
2030,NL,engine < enginePeak < gasEngine,gasFuel,s2014,none,emission,0.38356854929007395,TheModel
2030,AT,none,gasFuel < naturalGas,s2016,none,trdBuy,31.679956066207676,TheModel
2030,BE,none,gasFuel < naturalGas,s2016,none,trdBuy,41.987138519100235,TheModel
2030,CH,none,gasFuel < naturalGas,s2016,none,trdBuy,11.728984603978047,TheModel
2030,DE,none,gasFuel < naturalGas,s2016,none,trdBuy,231.58419884954267,TheModel
2030,FR,none,gasFuel < naturalGas,s2016,none,trdBuy,61.35620799940494,TheModel
2030,LU,none,gasFuel < naturalGas,s2016,none,trdBuy,3.32842847150958,TheModel
2030,NL,none,gasFuel < naturalGas,s2016,none,trdBuy,48.33445840948267,TheModel
2030,AT,none,gasFuel < naturalGas,s2014,none,trdBuy,15.78387957428132,TheModel
2030,BE,none,gasFuel < naturalGas,s2014,none,trdBuy,3.7250042610327045,TheModel
2030,DE,none,gasFuel < naturalGas,s2014,none,trdBuy,26.766392272452915,TheModel
2030,FR,none,gasFuel < naturalGas,s2014,none,trdBuy,2.2134623940230096,TheModel
2030,LU,none,gasFuel < naturalGas,s2014,none,trdBuy,0.2477229374862156,TheModel
2030,NL,none,gasFuel < naturalGas,s2014,none,trdBuy,1.9054929819202606,TheModel
2040,FR,none,h2,s2016,none,export,-2.0412448384904476e-5,TheModel
2040,FR,none,h2,s2014,none,export,-1.7775790885605228e-5,TheModel
2040,LU,none,h2,s2016,none,export,-1.3095164923231965e-5,TheModel
2040,NL,none,h2,s2016,none,export,-6.612296927739397,TheModel
2040,NL,none,h2,s2014,none,export,-5.835438045480732,TheModel
2030,BE,none,electricity,s2016,none,export,-22.005446943269977,TheModel
2030,BE,none,electricity,s2014,none,export,-23.401553894988385,TheModel
2040,BE,none,electricity,s2016,none,export,-61.912668925259496,TheModel
2040,BE,none,electricity,s2014,none,export,-59.12242008841919,TheModel
2030,CH,none,electricity,s2016,none,export,-9.41747163921279,TheModel
2030,CH,none,electricity,s2014,none,export,-7.81187037829893,TheModel
2040,CH,none,electricity,s2016,none,export,-8.23871569783176,TheModel
2040,CH,none,electricity,s2014,none,export,-10.369594020435764,TheModel
2030,DE,none,electricity,s2016,none,export,-83.02898987162052,TheModel
2030,DE,none,electricity,s2014,none,export,-72.27253180519438,TheModel
2040,DE,none,electricity,s2016,none,export,-48.069106666970924,TheModel
2040,DE,none,electricity,s2014,none,export,-105.2178868572466,TheModel
2030,AT,none,electricity,s2016,none,export,-2.867520009561401,TheModel
2030,AT,none,electricity,s2014,none,export,-0.43211228674354674,TheModel
2040,AT,none,electricity,s2016,none,export,-0.36027129097858557,TheModel
2040,AT,none,electricity,s2014,none,export,-2.2601928992500104,TheModel
2030,FR,none,electricity,s2016,none,export,-132.7212923167512,TheModel
2030,FR,none,electricity,s2014,none,export,-170.9495878023551,TheModel
2040,FR,none,electricity,s2016,none,export,-187.92845225828734,TheModel
2040,FR,none,electricity,s2014,none,export,-167.71859796433995,TheModel
2030,LU,none,electricity,s2016,none,export,-4.638084743581088,TheModel
2030,LU,none,electricity,s2014,none,export,-4.736614822739349,TheModel
2040,LU,none,electricity,s2016,none,export,-2.5762767784820384,TheModel
2040,LU,none,electricity,s2014,none,export,-5.714566016658469,TheModel
2030,NL,none,electricity,s2016,none,export,-18.14627576814928,TheModel
2030,NL,none,electricity,s2014,none,export,-24.906277131166267,TheModel
2040,NL,none,electricity,s2016,none,export,-119.65531818750584,TheModel
2040,NL,none,electricity,s2014,none,export,-113.60743989746531,TheModel
2040,DE,none,h2,s2016,none,import,6.5337588555891015,TheModel
2040,DE,none,h2,s2014,none,import,5.766112017732427,TheModel
2040,LU,none,h2,s2016,none,import,1.686114044014326e-5,TheModel
2040,LU,none,h2,s2014,none,import,1.4756127545472692e-5,TheModel
2030,FR,none,electricity,s2016,none,import,28.09449951913687,TheModel
2030,FR,none,electricity,s2014,none,import,11.639889879026018,TheModel
2040,FR,none,electricity,s2016,none,import,0.7618531636847163,TheModel
2040,FR,none,electricity,s2014,none,import,14.41797723287988,TheModel
2030,LU,none,electricity,s2016,none,import,7.939493573711726,TheModel
2030,LU,none,electricity,s2014,none,import,8.844959584519877,TheModel
2040,LU,none,electricity,s2016,none,import,4.94053816967491,TheModel
2040,LU,none,electricity,s2014,none,import,12.147586046715784,TheModel
2030,NL,none,electricity,s2016,none,import,19.243207899421762,TheModel
2030,NL,none,electricity,s2014,none,import,19.65381425211325,TheModel
2040,NL,none,electricity,s2016,none,import,1.3742122061156998,TheModel
2040,NL,none,electricity,s2014,none,import,13.738101746385512,TheModel
