region_4,technology_3,timestep_2,parameter,value
72DK,eFrtRail,2020,capaConvResi,0.00433
73EE,eFrtRail,2020,capaConvResi,0.00133
74FI,eFrtRail,2020,capaConvResi,0.00303
75FI,eFrtRail,2020,capaConvResi,0.02535
77LT,eFrtRail,2020,capaConvResi,0.025
78LV,eFrtRail,2020,capaConvResi,0.05483
79NO,eFrtRail,2020,capaConvResi,0.00076
80NO,eFrtRail,2020,capaConvResi,0.00176
81NO,eFrtRail,2020,capaConvResi,0.00359
82NO,eFrtRail,2020,capaConvResi,0.00679
83NO,eFrtRail,2020,capaConvResi,0.0018
84NO,eFrtRail,2020,capaConvResi,0.0015
85NO,eFrtRail,2020,capaConvResi,0.00022
86SE,eFrtRail,2020,capaConvResi,0.00196
87SE,eFrtRail,2020,capaConvResi,0.00624
88SE,eFrtRail,2020,capaConvResi,0.05873
89SE,eFrtRail,2020,capaConvResi,0.0136
90UK,eFrtRail,2020,capaConvResi,0.0252
91UK,eFrtRail,2020,capaConvResi,0.00338
92UK,eFrtRail,2020,capaConvResi,0.01546
93UK,eFrtRail,2020,capaConvResi,0.0042
94UK,eFrtRail,2020,capaConvResi,0.00273
95UK,eFrtRail,2020,capaConvResi,0.0006
96IE,eFrtRail,2020,capaConvResi,0.00023
98IT,eFrtRail,2020,capaConvResi,0.00127
99FR,eFrtRail,2020,capaConvResi,0.00025
01ES,ePsngRail,2020,capaConvResi,0.01586
02ES,ePsngRail,2020,capaConvResi,0.0151
03ES,ePsngRail,2020,capaConvResi,0.00997
04ES,ePsngRail,2020,capaConvResi,0.01845
05ES,ePsngRail,2020,capaConvResi,0.00776
06ES,ePsngRail,2020,capaConvResi,0.04442
07ES,ePsngRail,2020,capaConvResi,0.03899
08ES,ePsngRail,2020,capaConvResi,0.01323
09ES,ePsngRail,2020,capaConvResi,0.03162
10ES,ePsngRail,2020,capaConvResi,0.01787
11ES,ePsngRail,2020,capaConvResi,0.04838
12PT,ePsngRail,2020,capaConvResi,0.01716
13PT,ePsngRail,2020,capaConvResi,0.01698
14FR,ePsngRail,2020,capaConvResi,0.0585
15FR,ePsngRail,2020,capaConvResi,0.03422
16FR,ePsngRail,2020,capaConvResi,0.05834
17FR,ePsngRail,2020,capaConvResi,0.04612
18FR,ePsngRail,2020,capaConvResi,0.03758
19FR,ePsngRail,2020,capaConvResi,0.03819
20FR,ePsngRail,2020,capaConvResi,0.03683
21FR,ePsngRail,2020,capaConvResi,0.05224
22FR,ePsngRail,2020,capaConvResi,0.02132
23FR,ePsngRail,2020,capaConvResi,0.12633
24FR,ePsngRail,2020,capaConvResi,0.0196
25FR,ePsngRail,2020,capaConvResi,0.05288
26FR,ePsngRail,2020,capaConvResi,0.07454
27FR,ePsngRail,2020,capaConvResi,0.0086
28BE,ePsngRail,2020,capaConvResi,0.10097
29LU,ePsngRail,2020,capaConvResi,0.00338
30NL,ePsngRail,2020,capaConvResi,0.21157
31DE,ePsngRail,2020,capaConvResi,0.11523
32DE,ePsngRail,2020,capaConvResi,0.06907
33DE,ePsngRail,2020,capaConvResi,0.15416
34DE,ePsngRail,2020,capaConvResi,0.07016
35DE,ePsngRail,2020,capaConvResi,0.0975
36DE,ePsngRail,2020,capaConvResi,0.09516
37DE,ePsngRail,2020,capaConvResi,0.11242
38DK,ePsngRail,2020,capaConvResi,0.03534
39CZ,ePsngRail,2020,capaConvResi,0.02426
40CZ,ePsngRail,2020,capaConvResi,0.0187
41PL,ePsngRail,2020,capaConvResi,0.0305
42PL,ePsngRail,2020,capaConvResi,0.02119
43PL,ePsngRail,2020,capaConvResi,0.03098
44PL,ePsngRail,2020,capaConvResi,0.02905
45PL,ePsngRail,2020,capaConvResi,0.02202
46SK,ePsngRail,2020,capaConvResi,0.01898
47CH,ePsngRail,2020,capaConvResi,0.13002
48CH,ePsngRail,2020,capaConvResi,0.01592
49AT,ePsngRail,2020,capaConvResi,0.02351
50AT,ePsngRail,2020,capaConvResi,0.03194
51AT,ePsngRail,2020,capaConvResi,0.04298
52IT,ePsngRail,2020,capaConvResi,0.17311
53IT,ePsngRail,2020,capaConvResi,0.03829
54IT,ePsngRail,2020,capaConvResi,0.08106
55IT,ePsngRail,2020,capaConvResi,0.04271
56IT,ePsngRail,2020,capaConvResi,0.0312
57SI,ePsngRail,2020,capaConvResi,0.00279
58HU,ePsngRail,2020,capaConvResi,0.03025
59RO,ePsngRail,2020,capaConvResi,0.00495
60RO,ePsngRail,2020,capaConvResi,0.00713
61RO,ePsngRail,2020,capaConvResi,0.00558
62HR,ePsngRail,2020,capaConvResi,0.00306
63BA,ePsngRail,2020,capaConvResi,0.00051
64ME,ePsngRail,2020,capaConvResi,0.00023
65RS,ePsngRail,2020,capaConvResi,0.00127
66BG,ePsngRail,2020,capaConvResi,0.00882
67MK,ePsngRail,2020,capaConvResi,0.00021
68GR,ePsngRail,2020,capaConvResi,0.00078
69GR,ePsngRail,2020,capaConvResi,0.00143
70AL,ePsngRail,2020,capaConvResi,0.00038
72DK,ePsngRail,2020,capaConvResi,0.03014
73EE,ePsngRail,2020,capaConvResi,0.00026
74FI,ePsngRail,2020,capaConvResi,0.00315
75FI,ePsngRail,2020,capaConvResi,0.0219
77LT,ePsngRail,2020,capaConvResi,0.00019
78LV,ePsngRail,2020,capaConvResi,0.00167
79NO,ePsngRail,2020,capaConvResi,0.00198
80NO,ePsngRail,2020,capaConvResi,0.0046
81NO,ePsngRail,2020,capaConvResi,0.00725
82NO,ePsngRail,2020,capaConvResi,0.01276
83NO,ePsngRail,2020,capaConvResi,0.00385
84NO,ePsngRail,2020,capaConvResi,0.00358
85NO,ePsngRail,2020,capaConvResi,0.00051
86SE,ePsngRail,2020,capaConvResi,0.00273
87SE,ePsngRail,2020,capaConvResi,0.01014
88SE,ePsngRail,2020,capaConvResi,0.07608
89SE,ePsngRail,2020,capaConvResi,0.02231
90UK,ePsngRail,2020,capaConvResi,0.18584
91UK,ePsngRail,2020,capaConvResi,0.04152
92UK,ePsngRail,2020,capaConvResi,0.17717
93UK,ePsngRail,2020,capaConvResi,0.04752
94UK,ePsngRail,2020,capaConvResi,0.02666
95UK,ePsngRail,2020,capaConvResi,0.00665
96IE,ePsngRail,2020,capaConvResi,0.00993
98IT,ePsngRail,2020,capaConvResi,0.01023
99FR,ePsngRail,2020,capaConvResi,0.00353
01ES,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
02ES,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
04ES,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
06ES,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
07ES,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
09ES,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
10ES,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
11ES,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
14FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00002
15FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
16FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00002
17FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
18FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
19FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
20FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
21FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
22FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
23FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00003
24FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
25FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
26FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00002
27FR,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
38DK,fcevPsngRoadPrvt,2020,capaConvResi,0.00008
41PL,fcevPsngRoadPrvt,2020,capaConvResi,0.00004
42PL,fcevPsngRoadPrvt,2020,capaConvResi,0.00003
43PL,fcevPsngRoadPrvt,2020,capaConvResi,0.00004
44PL,fcevPsngRoadPrvt,2020,capaConvResi,0.00004
45PL,fcevPsngRoadPrvt,2020,capaConvResi,0.00003
47CH,fcevPsngRoadPrvt,2020,capaConvResi,0.00011
48CH,fcevPsngRoadPrvt,2020,capaConvResi,0.00002
49AT,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
50AT,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
51AT,fcevPsngRoadPrvt,2020,capaConvResi,0.00002
62HR,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
72DK,fcevPsngRoadPrvt,2020,capaConvResi,0.00008
75FI,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
79NO,fcevPsngRoadPrvt,2020,capaConvResi,0.00003
80NO,fcevPsngRoadPrvt,2020,capaConvResi,0.00002
81NO,fcevPsngRoadPrvt,2020,capaConvResi,0.00003
82NO,fcevPsngRoadPrvt,2020,capaConvResi,0.00012
83NO,fcevPsngRoadPrvt,2020,capaConvResi,0.00003
84NO,fcevPsngRoadPrvt,2020,capaConvResi,0.00002
85NO,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
86SE,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
87SE,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
88SE,fcevPsngRoadPrvt,2020,capaConvResi,0.00005
89SE,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
90UK,fcevPsngRoadPrvt,2020,capaConvResi,0.00004
91UK,fcevPsngRoadPrvt,2020,capaConvResi,0.00002
92UK,fcevPsngRoadPrvt,2020,capaConvResi,0.00007
93UK,fcevPsngRoadPrvt,2020,capaConvResi,0.00002
94UK,fcevPsngRoadPrvt,2020,capaConvResi,0.00002
95UK,fcevPsngRoadPrvt,2020,capaConvResi,0.00001
01ES,ottoFrtRoadHeavy,2020,capaConvResi,0.00286
02ES,ottoFrtRoadHeavy,2020,capaConvResi,0.00266
03ES,ottoFrtRoadHeavy,2020,capaConvResi,0.00195
04ES,ottoFrtRoadHeavy,2020,capaConvResi,0.00459
05ES,ottoFrtRoadHeavy,2020,capaConvResi,0.00166
06ES,ottoFrtRoadHeavy,2020,capaConvResi,0.01029
07ES,ottoFrtRoadHeavy,2020,capaConvResi,0.01029
08ES,ottoFrtRoadHeavy,2020,capaConvResi,0.00198
09ES,ottoFrtRoadHeavy,2020,capaConvResi,0.00463
10ES,ottoFrtRoadHeavy,2020,capaConvResi,0.00266
11ES,ottoFrtRoadHeavy,2020,capaConvResi,0.00848
12PT,ottoFrtRoadHeavy,2020,capaConvResi,0.00003
13PT,ottoFrtRoadHeavy,2020,capaConvResi,0.00004
14FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
15FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
16FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
17FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
18FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
19FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
20FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
21FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
22FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
23FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00002
25FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
26FR,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
28BE,ottoFrtRoadHeavy,2020,capaConvResi,0.00814
29LU,ottoFrtRoadHeavy,2020,capaConvResi,0.00008
30NL,ottoFrtRoadHeavy,2020,capaConvResi,1.19743
31DE,ottoFrtRoadHeavy,2020,capaConvResi,0.00085
32DE,ottoFrtRoadHeavy,2020,capaConvResi,0.00042
33DE,ottoFrtRoadHeavy,2020,capaConvResi,0.00113
34DE,ottoFrtRoadHeavy,2020,capaConvResi,0.00039
35DE,ottoFrtRoadHeavy,2020,capaConvResi,0.00076
36DE,ottoFrtRoadHeavy,2020,capaConvResi,0.00077
37DE,ottoFrtRoadHeavy,2020,capaConvResi,0.00094
38DK,ottoFrtRoadHeavy,2020,capaConvResi,0.00041
39CZ,ottoFrtRoadHeavy,2020,capaConvResi,0.01393
40CZ,ottoFrtRoadHeavy,2020,capaConvResi,0.00848
41PL,ottoFrtRoadHeavy,2020,capaConvResi,0.02188
42PL,ottoFrtRoadHeavy,2020,capaConvResi,0.00826
43PL,ottoFrtRoadHeavy,2020,capaConvResi,0.01543
44PL,ottoFrtRoadHeavy,2020,capaConvResi,0.01674
45PL,ottoFrtRoadHeavy,2020,capaConvResi,0.0102
46SK,ottoFrtRoadHeavy,2020,capaConvResi,0.00011
49AT,ottoFrtRoadHeavy,2020,capaConvResi,0.00006
50AT,ottoFrtRoadHeavy,2020,capaConvResi,0.00007
51AT,ottoFrtRoadHeavy,2020,capaConvResi,0.00009
52IT,ottoFrtRoadHeavy,2020,capaConvResi,1.86639
53IT,ottoFrtRoadHeavy,2020,capaConvResi,0.34818
54IT,ottoFrtRoadHeavy,2020,capaConvResi,0.65251
55IT,ottoFrtRoadHeavy,2020,capaConvResi,0.24979
56IT,ottoFrtRoadHeavy,2020,capaConvResi,0.17504
57SI,ottoFrtRoadHeavy,2020,capaConvResi,0.00008
58HU,ottoFrtRoadHeavy,2020,capaConvResi,0.00837
59RO,ottoFrtRoadHeavy,2020,capaConvResi,0.00004
60RO,ottoFrtRoadHeavy,2020,capaConvResi,0.00007
61RO,ottoFrtRoadHeavy,2020,capaConvResi,0.00003
62HR,ottoFrtRoadHeavy,2020,capaConvResi,0.00208
63BA,ottoFrtRoadHeavy,2020,capaConvResi,0.00002
64ME,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
65RS,ottoFrtRoadHeavy,2020,capaConvResi,0.00003
66BG,ottoFrtRoadHeavy,2020,capaConvResi,0.00005
67MK,ottoFrtRoadHeavy,2020,capaConvResi,0.0073
68GR,ottoFrtRoadHeavy,2020,capaConvResi,0.25662
69GR,ottoFrtRoadHeavy,2020,capaConvResi,0.69242
70AL,ottoFrtRoadHeavy,2020,capaConvResi,0.00001
72DK,ottoFrtRoadHeavy,2020,capaConvResi,0.00044
73EE,ottoFrtRoadHeavy,2020,capaConvResi,0.00101
74FI,ottoFrtRoadHeavy,2020,capaConvResi,0.00014
75FI,ottoFrtRoadHeavy,2020,capaConvResi,0.0011
77LT,ottoFrtRoadHeavy,2020,capaConvResi,0.00023
79NO,ottoFrtRoadHeavy,2020,capaConvResi,0.00075
80NO,ottoFrtRoadHeavy,2020,capaConvResi,0.00174
81NO,ottoFrtRoadHeavy,2020,capaConvResi,0.00355
82NO,ottoFrtRoadHeavy,2020,capaConvResi,0.00672
83NO,ottoFrtRoadHeavy,2020,capaConvResi,0.00178
84NO,ottoFrtRoadHeavy,2020,capaConvResi,0.00149
85NO,ottoFrtRoadHeavy,2020,capaConvResi,0.00022
86SE,ottoFrtRoadHeavy,2020,capaConvResi,0.00006
87SE,ottoFrtRoadHeavy,2020,capaConvResi,0.00019
88SE,ottoFrtRoadHeavy,2020,capaConvResi,0.00174
89SE,ottoFrtRoadHeavy,2020,capaConvResi,0.00041
90UK,ottoFrtRoadHeavy,2020,capaConvResi,0.03015
91UK,ottoFrtRoadHeavy,2020,capaConvResi,0.00405
92UK,ottoFrtRoadHeavy,2020,capaConvResi,0.01849
93UK,ottoFrtRoadHeavy,2020,capaConvResi,0.00502
94UK,ottoFrtRoadHeavy,2020,capaConvResi,0.00327
95UK,ottoFrtRoadHeavy,2020,capaConvResi,0.00071
96IE,ottoFrtRoadHeavy,2020,capaConvResi,0.00004
98IT,ottoFrtRoadHeavy,2020,capaConvResi,0.08945
01ES,ottoFrtRoadLight,2020,capaConvResi,0.02104
02ES,ottoFrtRoadLight,2020,capaConvResi,0.01958
03ES,ottoFrtRoadLight,2020,capaConvResi,0.01432
04ES,ottoFrtRoadLight,2020,capaConvResi,0.03382
05ES,ottoFrtRoadLight,2020,capaConvResi,0.01221
06ES,ottoFrtRoadLight,2020,capaConvResi,0.07587
07ES,ottoFrtRoadLight,2020,capaConvResi,0.07582
08ES,ottoFrtRoadLight,2020,capaConvResi,0.01456
09ES,ottoFrtRoadLight,2020,capaConvResi,0.03414
10ES,ottoFrtRoadLight,2020,capaConvResi,0.01961
11ES,ottoFrtRoadLight,2020,capaConvResi,0.06247
12PT,ottoFrtRoadLight,2020,capaConvResi,0.00295
13PT,ottoFrtRoadLight,2020,capaConvResi,0.00396
14FR,ottoFrtRoadLight,2020,capaConvResi,0.00774
15FR,ottoFrtRoadLight,2020,capaConvResi,0.00369
16FR,ottoFrtRoadLight,2020,capaConvResi,0.0077
17FR,ottoFrtRoadLight,2020,capaConvResi,0.00557
18FR,ottoFrtRoadLight,2020,capaConvResi,0.00451
19FR,ottoFrtRoadLight,2020,capaConvResi,0.00585
20FR,ottoFrtRoadLight,2020,capaConvResi,0.00465
21FR,ottoFrtRoadLight,2020,capaConvResi,0.00672
22FR,ottoFrtRoadLight,2020,capaConvResi,0.00243
23FR,ottoFrtRoadLight,2020,capaConvResi,0.03084
24FR,ottoFrtRoadLight,2020,capaConvResi,0.0024
25FR,ottoFrtRoadLight,2020,capaConvResi,0.00633
26FR,ottoFrtRoadLight,2020,capaConvResi,0.00903
27FR,ottoFrtRoadLight,2020,capaConvResi,0.00115
28BE,ottoFrtRoadLight,2020,capaConvResi,4.67172
29LU,ottoFrtRoadLight,2020,capaConvResi,0.00421
30NL,ottoFrtRoadLight,2020,capaConvResi,1.93266
31DE,ottoFrtRoadLight,2020,capaConvResi,0.08106
32DE,ottoFrtRoadLight,2020,capaConvResi,0.03979
33DE,ottoFrtRoadLight,2020,capaConvResi,0.10808
34DE,ottoFrtRoadLight,2020,capaConvResi,0.03715
35DE,ottoFrtRoadLight,2020,capaConvResi,0.07219
36DE,ottoFrtRoadLight,2020,capaConvResi,0.07324
37DE,ottoFrtRoadLight,2020,capaConvResi,0.08998
38DK,ottoFrtRoadLight,2020,capaConvResi,0.01467
39CZ,ottoFrtRoadLight,2020,capaConvResi,0.13702
40CZ,ottoFrtRoadLight,2020,capaConvResi,0.08336
41PL,ottoFrtRoadLight,2020,capaConvResi,0.98026
42PL,ottoFrtRoadLight,2020,capaConvResi,0.37003
43PL,ottoFrtRoadLight,2020,capaConvResi,0.69143
44PL,ottoFrtRoadLight,2020,capaConvResi,0.74999
45PL,ottoFrtRoadLight,2020,capaConvResi,0.45688
46SK,ottoFrtRoadLight,2020,capaConvResi,0.08583
47CH,ottoFrtRoadLight,2020,capaConvResi,0.06009
48CH,ottoFrtRoadLight,2020,capaConvResi,0.00623
49AT,ottoFrtRoadLight,2020,capaConvResi,0.01278
50AT,ottoFrtRoadLight,2020,capaConvResi,0.01551
51AT,ottoFrtRoadLight,2020,capaConvResi,0.02165
52IT,ottoFrtRoadLight,2020,capaConvResi,9.56773
53IT,ottoFrtRoadLight,2020,capaConvResi,1.78487
54IT,ottoFrtRoadLight,2020,capaConvResi,3.34497
55IT,ottoFrtRoadLight,2020,capaConvResi,1.28048
56IT,ottoFrtRoadLight,2020,capaConvResi,0.89727
57SI,ottoFrtRoadLight,2020,capaConvResi,0.01906
58HU,ottoFrtRoadLight,2020,capaConvResi,0.05691
59RO,ottoFrtRoadLight,2020,capaConvResi,0.03672
60RO,ottoFrtRoadLight,2020,capaConvResi,0.0725
61RO,ottoFrtRoadLight,2020,capaConvResi,0.03153
62HR,ottoFrtRoadLight,2020,capaConvResi,0.01355
63BA,ottoFrtRoadLight,2020,capaConvResi,0.01185
64ME,ottoFrtRoadLight,2020,capaConvResi,0.00324
65RS,ottoFrtRoadLight,2020,capaConvResi,0.02973
66BG,ottoFrtRoadLight,2020,capaConvResi,0.05931
67MK,ottoFrtRoadLight,2020,capaConvResi,0.00745
68GR,ottoFrtRoadLight,2020,capaConvResi,0.33599
69GR,ottoFrtRoadLight,2020,capaConvResi,0.90657
70AL,ottoFrtRoadLight,2020,capaConvResi,0.00887
72DK,ottoFrtRoadLight,2020,capaConvResi,0.01561
73EE,ottoFrtRoadLight,2020,capaConvResi,0.01033
74FI,ottoFrtRoadLight,2020,capaConvResi,0.00343
75FI,ottoFrtRoadLight,2020,capaConvResi,0.02869
77LT,ottoFrtRoadLight,2020,capaConvResi,0.04236
78LV,ottoFrtRoadLight,2020,capaConvResi,0.00784
79NO,ottoFrtRoadLight,2020,capaConvResi,0.00176
80NO,ottoFrtRoadLight,2020,capaConvResi,0.00408
81NO,ottoFrtRoadLight,2020,capaConvResi,0.00832
82NO,ottoFrtRoadLight,2020,capaConvResi,0.01574
83NO,ottoFrtRoadLight,2020,capaConvResi,0.00417
84NO,ottoFrtRoadLight,2020,capaConvResi,0.00348
85NO,ottoFrtRoadLight,2020,capaConvResi,0.00051
86SE,ottoFrtRoadLight,2020,capaConvResi,0.00145
87SE,ottoFrtRoadLight,2020,capaConvResi,0.00462
88SE,ottoFrtRoadLight,2020,capaConvResi,0.04346
89SE,ottoFrtRoadLight,2020,capaConvResi,0.01007
90UK,ottoFrtRoadLight,2020,capaConvResi,0.13482
91UK,ottoFrtRoadLight,2020,capaConvResi,0.01808
92UK,ottoFrtRoadLight,2020,capaConvResi,0.08269
93UK,ottoFrtRoadLight,2020,capaConvResi,0.02244
94UK,ottoFrtRoadLight,2020,capaConvResi,0.01459
95UK,ottoFrtRoadLight,2020,capaConvResi,0.00318
98IT,ottoFrtRoadLight,2020,capaConvResi,0.45851
99FR,ottoFrtRoadLight,2020,capaConvResi,0.00041
01ES,ottoPsngRoadPrvt,2020,capaConvResi,1.52145
02ES,ottoPsngRoadPrvt,2020,capaConvResi,1.04703
03ES,ottoPsngRoadPrvt,2020,capaConvResi,0.76489
04ES,ottoPsngRoadPrvt,2020,capaConvResi,1.47172
05ES,ottoPsngRoadPrvt,2020,capaConvResi,0.48448
06ES,ottoPsngRoadPrvt,2020,capaConvResi,3.00343
07ES,ottoPsngRoadPrvt,2020,capaConvResi,3.54213
08ES,ottoPsngRoadPrvt,2020,capaConvResi,0.86483
09ES,ottoPsngRoadPrvt,2020,capaConvResi,1.89412
10ES,ottoPsngRoadPrvt,2020,capaConvResi,1.08782
11ES,ottoPsngRoadPrvt,2020,capaConvResi,3.1851
12PT,ottoPsngRoadPrvt,2020,capaConvResi,2.17002
13PT,ottoPsngRoadPrvt,2020,capaConvResi,2.14784
14FR,ottoPsngRoadPrvt,2020,capaConvResi,2.7059
15FR,ottoPsngRoadPrvt,2020,capaConvResi,1.44749
16FR,ottoPsngRoadPrvt,2020,capaConvResi,2.50596
17FR,ottoPsngRoadPrvt,2020,capaConvResi,1.72725
18FR,ottoPsngRoadPrvt,2020,capaConvResi,1.71396
19FR,ottoPsngRoadPrvt,2020,capaConvResi,1.93293
20FR,ottoPsngRoadPrvt,2020,capaConvResi,1.56243
21FR,ottoPsngRoadPrvt,2020,capaConvResi,2.19346
22FR,ottoPsngRoadPrvt,2020,capaConvResi,0.73556
23FR,ottoPsngRoadPrvt,2020,capaConvResi,7.35053
24FR,ottoPsngRoadPrvt,2020,capaConvResi,0.86222
25FR,ottoPsngRoadPrvt,2020,capaConvResi,2.26685
26FR,ottoPsngRoadPrvt,2020,capaConvResi,2.59234
27FR,ottoPsngRoadPrvt,2020,capaConvResi,0.28936
28BE,ottoPsngRoadPrvt,2020,capaConvResi,6.11691
29LU,ottoPsngRoadPrvt,2020,capaConvResi,0.34118
30NL,ottoPsngRoadPrvt,2020,capaConvResi,21.76004
31DE,ottoPsngRoadPrvt,2020,capaConvResi,11.92368
32DE,ottoPsngRoadPrvt,2020,capaConvResi,6.23394
33DE,ottoPsngRoadPrvt,2020,capaConvResi,15.47742
34DE,ottoPsngRoadPrvt,2020,capaConvResi,7.57921
35DE,ottoPsngRoadPrvt,2020,capaConvResi,11.34151
36DE,ottoPsngRoadPrvt,2020,capaConvResi,8.37087
37DE,ottoPsngRoadPrvt,2020,capaConvResi,13.2721
38DK,ottoPsngRoadPrvt,2020,capaConvResi,2.67819
39CZ,ottoPsngRoadPrvt,2020,capaConvResi,3.33866
40CZ,ottoPsngRoadPrvt,2020,capaConvResi,2.10537
41PL,ottoPsngRoadPrvt,2020,capaConvResi,3.96922
42PL,ottoPsngRoadPrvt,2020,capaConvResi,2.85397
43PL,ottoPsngRoadPrvt,2020,capaConvResi,3.97329
44PL,ottoPsngRoadPrvt,2020,capaConvResi,3.67422
45PL,ottoPsngRoadPrvt,2020,capaConvResi,2.84816
46SK,ottoPsngRoadPrvt,2020,capaConvResi,1.65334
47CH,ottoPsngRoadPrvt,2020,capaConvResi,5.60354
48CH,ottoPsngRoadPrvt,2020,capaConvResi,0.85749
49AT,ottoPsngRoadPrvt,2020,capaConvResi,0.93367
50AT,ottoPsngRoadPrvt,2020,capaConvResi,1.10403
51AT,ottoPsngRoadPrvt,2020,capaConvResi,2.21347
52IT,ottoPsngRoadPrvt,2020,capaConvResi,17.68329
53IT,ottoPsngRoadPrvt,2020,capaConvResi,4.8132
54IT,ottoPsngRoadPrvt,2020,capaConvResi,12.36162
55IT,ottoPsngRoadPrvt,2020,capaConvResi,7.32855
56IT,ottoPsngRoadPrvt,2020,capaConvResi,3.59106
57SI,ottoPsngRoadPrvt,2020,capaConvResi,1.55755
58HU,ottoPsngRoadPrvt,2020,capaConvResi,4.36683
59RO,ottoPsngRoadPrvt,2020,capaConvResi,1.35655
60RO,ottoPsngRoadPrvt,2020,capaConvResi,2.40185
61RO,ottoPsngRoadPrvt,2020,capaConvResi,1.44696
62HR,ottoPsngRoadPrvt,2020,capaConvResi,1.40493
63BA,ottoPsngRoadPrvt,2020,capaConvResi,0.73433
64ME,ottoPsngRoadPrvt,2020,capaConvResi,0.26357
65RS,ottoPsngRoadPrvt,2020,capaConvResi,1.8431
66BG,ottoPsngRoadPrvt,2020,capaConvResi,3.57526
67MK,ottoPsngRoadPrvt,2020,capaConvResi,0.43073
68GR,ottoPsngRoadPrvt,2020,capaConvResi,1.88889
69GR,ottoPsngRoadPrvt,2020,capaConvResi,4.64728
70AL,ottoPsngRoadPrvt,2020,capaConvResi,0.55002
72DK,ottoPsngRoadPrvt,2020,capaConvResi,2.63744
73EE,ottoPsngRoadPrvt,2020,capaConvResi,0.79671
74FI,ottoPsngRoadPrvt,2020,capaConvResi,0.82351
75FI,ottoPsngRoadPrvt,2020,capaConvResi,4.96305
77LT,ottoPsngRoadPrvt,2020,capaConvResi,0.93471
78LV,ottoPsngRoadPrvt,2020,capaConvResi,0.67184
79NO,ottoPsngRoadPrvt,2020,capaConvResi,0.34334
80NO,ottoPsngRoadPrvt,2020,capaConvResi,0.21082
81NO,ottoPsngRoadPrvt,2020,capaConvResi,0.31401
82NO,ottoPsngRoadPrvt,2020,capaConvResi,1.77768
83NO,ottoPsngRoadPrvt,2020,capaConvResi,0.44143
84NO,ottoPsngRoadPrvt,2020,capaConvResi,0.30822
85NO,ottoPsngRoadPrvt,2020,capaConvResi,0.03967
86SE,ottoPsngRoadPrvt,2020,capaConvResi,0.21227
87SE,ottoPsngRoadPrvt,2020,capaConvResi,0.77259
88SE,ottoPsngRoadPrvt,2020,capaConvResi,5.1604
89SE,ottoPsngRoadPrvt,2020,capaConvResi,1.06521
90UK,ottoPsngRoadPrvt,2020,capaConvResi,11.80608
91UK,ottoPsngRoadPrvt,2020,capaConvResi,5.33501
92UK,ottoPsngRoadPrvt,2020,capaConvResi,18.52943
93UK,ottoPsngRoadPrvt,2020,capaConvResi,5.76524
94UK,ottoPsngRoadPrvt,2020,capaConvResi,3.43074
95UK,ottoPsngRoadPrvt,2020,capaConvResi,1.99849
96IE,ottoPsngRoadPrvt,2020,capaConvResi,1.42584
98IT,ottoPsngRoadPrvt,2020,capaConvResi,1.59745
