region_4,technology_3,timestep_2,parameter,value
75FI,ottoFrtRoadHeavy,2025,capaConvResi,0.00105
77LT,ottoFrtRoadHeavy,2025,capaConvResi,0.00022
79NO,ottoFrtRoadHeavy,2025,capaConvResi,0.00075
80NO,ottoFrtRoadHeavy,2025,capaConvResi,0.00173
81NO,ottoFrtRoadHeavy,2025,capaConvResi,0.00352
82NO,ottoFrtRoadHeavy,2025,capaConvResi,0.00666
83NO,ottoFrtRoadHeavy,2025,capaConvResi,0.00177
84NO,ottoFrtRoadHeavy,2025,capaConvResi,0.00148
85NO,ottoFrtRoadHeavy,2025,capaConvResi,0.00022
86SE,ottoFrtRoadHeavy,2025,capaConvResi,0.00006
87SE,ottoFrtRoadHeavy,2025,capaConvResi,0.00019
88SE,ottoFrtRoadHeavy,2025,capaConvResi,0.00172
89SE,ottoFrtRoadHeavy,2025,capaConvResi,0.0004
90UK,ottoFrtRoadHeavy,2025,capaConvResi,0.02993
91UK,ottoFrtRoadHeavy,2025,capaConvResi,0.00402
92UK,ottoFrtRoadHeavy,2025,capaConvResi,0.01836
93UK,ottoFrtRoadHeavy,2025,capaConvResi,0.00499
94UK,ottoFrtRoadHeavy,2025,capaConvResi,0.00324
95UK,ottoFrtRoadHeavy,2025,capaConvResi,0.00071
96IE,ottoFrtRoadHeavy,2025,capaConvResi,0.00003
98IT,ottoFrtRoadHeavy,2025,capaConvResi,0.08945
01ES,ottoFrtRoadLight,2025,capaConvResi,0.01997
02ES,ottoFrtRoadLight,2025,capaConvResi,0.01859
03ES,ottoFrtRoadLight,2025,capaConvResi,0.0136
04ES,ottoFrtRoadLight,2025,capaConvResi,0.03211
05ES,ottoFrtRoadLight,2025,capaConvResi,0.01159
06ES,ottoFrtRoadLight,2025,capaConvResi,0.07202
07ES,ottoFrtRoadLight,2025,capaConvResi,0.07198
08ES,ottoFrtRoadLight,2025,capaConvResi,0.01383
09ES,ottoFrtRoadLight,2025,capaConvResi,0.0324
10ES,ottoFrtRoadLight,2025,capaConvResi,0.01861
11ES,ottoFrtRoadLight,2025,capaConvResi,0.0593
12PT,ottoFrtRoadLight,2025,capaConvResi,0.00274
13PT,ottoFrtRoadLight,2025,capaConvResi,0.00367
14FR,ottoFrtRoadLight,2025,capaConvResi,0.00772
15FR,ottoFrtRoadLight,2025,capaConvResi,0.00368
16FR,ottoFrtRoadLight,2025,capaConvResi,0.00768
17FR,ottoFrtRoadLight,2025,capaConvResi,0.00555
18FR,ottoFrtRoadLight,2025,capaConvResi,0.0045
19FR,ottoFrtRoadLight,2025,capaConvResi,0.00583
20FR,ottoFrtRoadLight,2025,capaConvResi,0.00464
21FR,ottoFrtRoadLight,2025,capaConvResi,0.0067
22FR,ottoFrtRoadLight,2025,capaConvResi,0.00242
23FR,ottoFrtRoadLight,2025,capaConvResi,0.03076
24FR,ottoFrtRoadLight,2025,capaConvResi,0.00239
25FR,ottoFrtRoadLight,2025,capaConvResi,0.00631
26FR,ottoFrtRoadLight,2025,capaConvResi,0.00901
27FR,ottoFrtRoadLight,2025,capaConvResi,0.00115
28BE,ottoFrtRoadLight,2025,capaConvResi,4.59862
29LU,ottoFrtRoadLight,2025,capaConvResi,0.00418
30NL,ottoFrtRoadLight,2025,capaConvResi,1.91826
31DE,ottoFrtRoadLight,2025,capaConvResi,0.0807
32DE,ottoFrtRoadLight,2025,capaConvResi,0.03961
33DE,ottoFrtRoadLight,2025,capaConvResi,0.10761
34DE,ottoFrtRoadLight,2025,capaConvResi,0.03699
35DE,ottoFrtRoadLight,2025,capaConvResi,0.07187
36DE,ottoFrtRoadLight,2025,capaConvResi,0.07291
37DE,ottoFrtRoadLight,2025,capaConvResi,0.08958
38DK,ottoFrtRoadLight,2025,capaConvResi,0.01459
39CZ,ottoFrtRoadLight,2025,capaConvResi,0.12104
40CZ,ottoFrtRoadLight,2025,capaConvResi,0.07363
41PL,ottoFrtRoadLight,2025,capaConvResi,0.9262
42PL,ottoFrtRoadLight,2025,capaConvResi,0.34962
43PL,ottoFrtRoadLight,2025,capaConvResi,0.6533
44PL,ottoFrtRoadLight,2025,capaConvResi,0.70862
45PL,ottoFrtRoadLight,2025,capaConvResi,0.43168
46SK,ottoFrtRoadLight,2025,capaConvResi,0.0836
47CH,ottoFrtRoadLight,2025,capaConvResi,0.05932
48CH,ottoFrtRoadLight,2025,capaConvResi,0.00615
49AT,ottoFrtRoadLight,2025,capaConvResi,0.01255
50AT,ottoFrtRoadLight,2025,capaConvResi,0.01524
51AT,ottoFrtRoadLight,2025,capaConvResi,0.02127
52IT,ottoFrtRoadLight,2025,capaConvResi,9.56773
53IT,ottoFrtRoadLight,2025,capaConvResi,1.78487
54IT,ottoFrtRoadLight,2025,capaConvResi,3.34497
55IT,ottoFrtRoadLight,2025,capaConvResi,1.28048
56IT,ottoFrtRoadLight,2025,capaConvResi,0.89727
57SI,ottoFrtRoadLight,2025,capaConvResi,0.01889
58HU,ottoFrtRoadLight,2025,capaConvResi,0.05471
59RO,ottoFrtRoadLight,2025,capaConvResi,0.03455
60RO,ottoFrtRoadLight,2025,capaConvResi,0.06823
61RO,ottoFrtRoadLight,2025,capaConvResi,0.02967
62HR,ottoFrtRoadLight,2025,capaConvResi,0.01292
63BA,ottoFrtRoadLight,2025,capaConvResi,0.01115
64ME,ottoFrtRoadLight,2025,capaConvResi,0.00305
65RS,ottoFrtRoadLight,2025,capaConvResi,0.02797
66BG,ottoFrtRoadLight,2025,capaConvResi,0.04934
67MK,ottoFrtRoadLight,2025,capaConvResi,0.00701
68GR,ottoFrtRoadLight,2025,capaConvResi,0.19827
69GR,ottoFrtRoadLight,2025,capaConvResi,0.53497
70AL,ottoFrtRoadLight,2025,capaConvResi,0.00835
72DK,ottoFrtRoadLight,2025,capaConvResi,0.01552
73EE,ottoFrtRoadLight,2025,capaConvResi,0.00967
74FI,ottoFrtRoadLight,2025,capaConvResi,0.00328
75FI,ottoFrtRoadLight,2025,capaConvResi,0.02742
77LT,ottoFrtRoadLight,2025,capaConvResi,0.04133
78LV,ottoFrtRoadLight,2025,capaConvResi,0.00736
79NO,ottoFrtRoadLight,2025,capaConvResi,0.00175
80NO,ottoFrtRoadLight,2025,capaConvResi,0.00405
81NO,ottoFrtRoadLight,2025,capaConvResi,0.00825
82NO,ottoFrtRoadLight,2025,capaConvResi,0.01561
83NO,ottoFrtRoadLight,2025,capaConvResi,0.00413
84NO,ottoFrtRoadLight,2025,capaConvResi,0.00345
85NO,ottoFrtRoadLight,2025,capaConvResi,0.0005
86SE,ottoFrtRoadLight,2025,capaConvResi,0.00144
87SE,ottoFrtRoadLight,2025,capaConvResi,0.00459
88SE,ottoFrtRoadLight,2025,capaConvResi,0.04313
89SE,ottoFrtRoadLight,2025,capaConvResi,0.00999
90UK,ottoFrtRoadLight,2025,capaConvResi,0.13386
91UK,ottoFrtRoadLight,2025,capaConvResi,0.01795
92UK,ottoFrtRoadLight,2025,capaConvResi,0.08209
93UK,ottoFrtRoadLight,2025,capaConvResi,0.02228
94UK,ottoFrtRoadLight,2025,capaConvResi,0.01448
95UK,ottoFrtRoadLight,2025,capaConvResi,0.00315
98IT,ottoFrtRoadLight,2025,capaConvResi,0.45851
99FR,ottoFrtRoadLight,2025,capaConvResi,0.00041
01ES,ottoPsngRoadPrvt,2025,capaConvResi,0.68859
02ES,ottoPsngRoadPrvt,2025,capaConvResi,0.47388
03ES,ottoPsngRoadPrvt,2025,capaConvResi,0.34618
04ES,ottoPsngRoadPrvt,2025,capaConvResi,0.66608
05ES,ottoPsngRoadPrvt,2025,capaConvResi,0.21927
06ES,ottoPsngRoadPrvt,2025,capaConvResi,1.35932
07ES,ottoPsngRoadPrvt,2025,capaConvResi,1.60312
08ES,ottoPsngRoadPrvt,2025,capaConvResi,0.39142
09ES,ottoPsngRoadPrvt,2025,capaConvResi,0.85726
10ES,ottoPsngRoadPrvt,2025,capaConvResi,0.49234
11ES,ottoPsngRoadPrvt,2025,capaConvResi,1.44154
12PT,ottoPsngRoadPrvt,2025,capaConvResi,0.93789
13PT,ottoPsngRoadPrvt,2025,capaConvResi,0.9283
14FR,ottoPsngRoadPrvt,2025,capaConvResi,1.79853
15FR,ottoPsngRoadPrvt,2025,capaConvResi,0.96211
16FR,ottoPsngRoadPrvt,2025,capaConvResi,1.66564
17FR,ottoPsngRoadPrvt,2025,capaConvResi,1.14805
18FR,ottoPsngRoadPrvt,2025,capaConvResi,1.13921
19FR,ottoPsngRoadPrvt,2025,capaConvResi,1.28476
20FR,ottoPsngRoadPrvt,2025,capaConvResi,1.0385
21FR,ottoPsngRoadPrvt,2025,capaConvResi,1.45792
22FR,ottoPsngRoadPrvt,2025,capaConvResi,0.48891
23FR,ottoPsngRoadPrvt,2025,capaConvResi,4.88567
24FR,ottoPsngRoadPrvt,2025,capaConvResi,0.57309
25FR,ottoPsngRoadPrvt,2025,capaConvResi,1.5067
26FR,ottoPsngRoadPrvt,2025,capaConvResi,1.72305
27FR,ottoPsngRoadPrvt,2025,capaConvResi,0.19233
28BE,ottoPsngRoadPrvt,2025,capaConvResi,4.63834
29LU,ottoPsngRoadPrvt,2025,capaConvResi,0.26407
30NL,ottoPsngRoadPrvt,2025,capaConvResi,13.49589
31DE,ottoPsngRoadPrvt,2025,capaConvResi,7.69325
32DE,ottoPsngRoadPrvt,2025,capaConvResi,4.02219
33DE,ottoPsngRoadPrvt,2025,capaConvResi,9.98614
34DE,ottoPsngRoadPrvt,2025,capaConvResi,4.89016
35DE,ottoPsngRoadPrvt,2025,capaConvResi,7.31763
36DE,ottoPsngRoadPrvt,2025,capaConvResi,5.40095
37DE,ottoPsngRoadPrvt,2025,capaConvResi,8.56326
38DK,ottoPsngRoadPrvt,2025,capaConvResi,1.93981
39CZ,ottoPsngRoadPrvt,2025,capaConvResi,1.29925
40CZ,ottoPsngRoadPrvt,2025,capaConvResi,0.81932
41PL,ottoPsngRoadPrvt,2025,capaConvResi,1.39685
42PL,ottoPsngRoadPrvt,2025,capaConvResi,1.00437
43PL,ottoPsngRoadPrvt,2025,capaConvResi,1.39828
44PL,ottoPsngRoadPrvt,2025,capaConvResi,1.29303
45PL,ottoPsngRoadPrvt,2025,capaConvResi,1.00233
46SK,ottoPsngRoadPrvt,2025,capaConvResi,0.84058
47CH,ottoPsngRoadPrvt,2025,capaConvResi,3.81924
48CH,ottoPsngRoadPrvt,2025,capaConvResi,0.58444
49AT,ottoPsngRoadPrvt,2025,capaConvResi,0.6495
50AT,ottoPsngRoadPrvt,2025,capaConvResi,0.76802
51AT,ottoPsngRoadPrvt,2025,capaConvResi,1.53979
52IT,ottoPsngRoadPrvt,2025,capaConvResi,7.72834
53IT,ottoPsngRoadPrvt,2025,capaConvResi,2.10357
54IT,ottoPsngRoadPrvt,2025,capaConvResi,5.40255
55IT,ottoPsngRoadPrvt,2025,capaConvResi,3.20289
56IT,ottoPsngRoadPrvt,2025,capaConvResi,1.56945
57SI,ottoPsngRoadPrvt,2025,capaConvResi,0.79187
58HU,ottoPsngRoadPrvt,2025,capaConvResi,1.4316
59RO,ottoPsngRoadPrvt,2025,capaConvResi,0.35689
60RO,ottoPsngRoadPrvt,2025,capaConvResi,0.6319
61RO,ottoPsngRoadPrvt,2025,capaConvResi,0.38068
62HR,ottoPsngRoadPrvt,2025,capaConvResi,0.58645
63BA,ottoPsngRoadPrvt,2025,capaConvResi,0.1932
64ME,ottoPsngRoadPrvt,2025,capaConvResi,0.06934
65RS,ottoPsngRoadPrvt,2025,capaConvResi,0.4849
66BG,ottoPsngRoadPrvt,2025,capaConvResi,0.94061
67MK,ottoPsngRoadPrvt,2025,capaConvResi,0.05675
68GR,ottoPsngRoadPrvt,2025,capaConvResi,0.82553
69GR,ottoPsngRoadPrvt,2025,capaConvResi,2.03106
70AL,ottoPsngRoadPrvt,2025,capaConvResi,0.14471
72DK,ottoPsngRoadPrvt,2025,capaConvResi,1.9103
73EE,ottoPsngRoadPrvt,2025,capaConvResi,0.33067
74FI,ottoPsngRoadPrvt,2025,capaConvResi,0.38135
75FI,ottoPsngRoadPrvt,2025,capaConvResi,2.29826
77LT,ottoPsngRoadPrvt,2025,capaConvResi,0.18858
78LV,ottoPsngRoadPrvt,2025,capaConvResi,0.18142
79NO,ottoPsngRoadPrvt,2025,capaConvResi,0.20927
80NO,ottoPsngRoadPrvt,2025,capaConvResi,0.1285
81NO,ottoPsngRoadPrvt,2025,capaConvResi,0.19139
82NO,ottoPsngRoadPrvt,2025,capaConvResi,1.08352
83NO,ottoPsngRoadPrvt,2025,capaConvResi,0.26906
84NO,ottoPsngRoadPrvt,2025,capaConvResi,0.18787
85NO,ottoPsngRoadPrvt,2025,capaConvResi,0.02418
86SE,ottoPsngRoadPrvt,2025,capaConvResi,0.13732
87SE,ottoPsngRoadPrvt,2025,capaConvResi,0.49978
88SE,ottoPsngRoadPrvt,2025,capaConvResi,3.33823
89SE,ottoPsngRoadPrvt,2025,capaConvResi,0.68908
90UK,ottoPsngRoadPrvt,2025,capaConvResi,7.87771
91UK,ottoPsngRoadPrvt,2025,capaConvResi,3.55983
92UK,ottoPsngRoadPrvt,2025,capaConvResi,12.36393
93UK,ottoPsngRoadPrvt,2025,capaConvResi,3.84691
94UK,ottoPsngRoadPrvt,2025,capaConvResi,2.2892
95UK,ottoPsngRoadPrvt,2025,capaConvResi,1.33351
96IE,ottoPsngRoadPrvt,2025,capaConvResi,1.03971
98IT,ottoPsngRoadPrvt,2025,capaConvResi,0.69816
99FR,ottoPsngRoadPrvt,2025,capaConvResi,0.13824
01ES,ottoPsngRoadPub,2025,capaConvResi,0.00119
02ES,ottoPsngRoadPub,2025,capaConvResi,0.001
03ES,ottoPsngRoadPub,2025,capaConvResi,0.00075
04ES,ottoPsngRoadPub,2025,capaConvResi,0.00114
05ES,ottoPsngRoadPub,2025,capaConvResi,0.00047
06ES,ottoPsngRoadPub,2025,capaConvResi,0.00271
07ES,ottoPsngRoadPub,2025,capaConvResi,0.00289
08ES,ottoPsngRoadPub,2025,capaConvResi,0.00093
09ES,ottoPsngRoadPub,2025,capaConvResi,0.002
10ES,ottoPsngRoadPub,2025,capaConvResi,0.00115
11ES,ottoPsngRoadPub,2025,capaConvResi,0.00337
12PT,ottoPsngRoadPub,2025,capaConvResi,0.00014
13PT,ottoPsngRoadPub,2025,capaConvResi,0.00014
14FR,ottoPsngRoadPub,2025,capaConvResi,0.00013
15FR,ottoPsngRoadPub,2025,capaConvResi,0.00007
16FR,ottoPsngRoadPub,2025,capaConvResi,0.00013
17FR,ottoPsngRoadPub,2025,capaConvResi,0.0001
18FR,ottoPsngRoadPub,2025,capaConvResi,0.00008
19FR,ottoPsngRoadPub,2025,capaConvResi,0.00009
20FR,ottoPsngRoadPub,2025,capaConvResi,0.00007
21FR,ottoPsngRoadPub,2025,capaConvResi,0.00011
22FR,ottoPsngRoadPub,2025,capaConvResi,0.00005
23FR,ottoPsngRoadPub,2025,capaConvResi,0.00022
24FR,ottoPsngRoadPub,2025,capaConvResi,0.00004
25FR,ottoPsngRoadPub,2025,capaConvResi,0.00012
26FR,ottoPsngRoadPub,2025,capaConvResi,0.00016
27FR,ottoPsngRoadPub,2025,capaConvResi,0.00002
28BE,ottoPsngRoadPub,2025,capaConvResi,0.00556
29LU,ottoPsngRoadPub,2025,capaConvResi,0.00004
30NL,ottoPsngRoadPub,2025,capaConvResi,0.36042
31DE,ottoPsngRoadPub,2025,capaConvResi,0.00073
32DE,ottoPsngRoadPub,2025,capaConvResi,0.00036
33DE,ottoPsngRoadPub,2025,capaConvResi,0.00098
34DE,ottoPsngRoadPub,2025,capaConvResi,0.00043
35DE,ottoPsngRoadPub,2025,capaConvResi,0.00067
36DE,ottoPsngRoadPub,2025,capaConvResi,0.00064
37DE,ottoPsngRoadPub,2025,capaConvResi,0.00077
38DK,ottoPsngRoadPub,2025,capaConvResi,0.0075
39CZ,ottoPsngRoadPub,2025,capaConvResi,0.0436
40CZ,ottoPsngRoadPub,2025,capaConvResi,0.02828
41PL,ottoPsngRoadPub,2025,capaConvResi,0.01816
42PL,ottoPsngRoadPub,2025,capaConvResi,0.01125
43PL,ottoPsngRoadPub,2025,capaConvResi,0.01702
44PL,ottoPsngRoadPub,2025,capaConvResi,0.01761
45PL,ottoPsngRoadPub,2025,capaConvResi,0.0119
46SK,ottoPsngRoadPub,2025,capaConvResi,0.00024
47CH,ottoPsngRoadPub,2025,capaConvResi,0.00613
48CH,ottoPsngRoadPub,2025,capaConvResi,0.00081
49AT,ottoPsngRoadPub,2025,capaConvResi,0.00162
50AT,ottoPsngRoadPub,2025,capaConvResi,0.00239
51AT,ottoPsngRoadPub,2025,capaConvResi,0.00268
52IT,ottoPsngRoadPub,2025,capaConvResi,0.02141
53IT,ottoPsngRoadPub,2025,capaConvResi,0.00498
54IT,ottoPsngRoadPub,2025,capaConvResi,0.00965
55IT,ottoPsngRoadPub,2025,capaConvResi,0.00503
56IT,ottoPsngRoadPub,2025,capaConvResi,0.00392
57SI,ottoPsngRoadPub,2025,capaConvResi,0.00014
58HU,ottoPsngRoadPub,2025,capaConvResi,0.00323
59RO,ottoPsngRoadPub,2025,capaConvResi,0.00065
60RO,ottoPsngRoadPub,2025,capaConvResi,0.00104
61RO,ottoPsngRoadPub,2025,capaConvResi,0.00058
62HR,ottoPsngRoadPub,2025,capaConvResi,0.00071
63BA,ottoPsngRoadPub,2025,capaConvResi,0.00058
64ME,ottoPsngRoadPub,2025,capaConvResi,0.00002
65RS,ottoPsngRoadPub,2025,capaConvResi,0.00145
67MK,ottoPsngRoadPub,2025,capaConvResi,0.00508
68GR,ottoPsngRoadPub,2025,capaConvResi,0.00287
69GR,ottoPsngRoadPub,2025,capaConvResi,0.00794
70AL,ottoPsngRoadPub,2025,capaConvResi,0.00044
72DK,ottoPsngRoadPub,2025,capaConvResi,0.00567
73EE,ottoPsngRoadPub,2025,capaConvResi,0.00495
74FI,ottoPsngRoadPub,2025,capaConvResi,0.00011
75FI,ottoPsngRoadPub,2025,capaConvResi,0.0007
77LT,ottoPsngRoadPub,2025,capaConvResi,0.00146
78LV,ottoPsngRoadPub,2025,capaConvResi,0.00061
79NO,ottoPsngRoadPub,2025,capaConvResi,0.00052
80NO,ottoPsngRoadPub,2025,capaConvResi,0.00054
81NO,ottoPsngRoadPub,2025,capaConvResi,0.00043
82NO,ottoPsngRoadPub,2025,capaConvResi,0.00139
83NO,ottoPsngRoadPub,2025,capaConvResi,0.0004
84NO,ottoPsngRoadPub,2025,capaConvResi,0.00036
85NO,ottoPsngRoadPub,2025,capaConvResi,0.00006
86SE,ottoPsngRoadPub,2025,capaConvResi,0.00006
87SE,ottoPsngRoadPub,2025,capaConvResi,0.0002
88SE,ottoPsngRoadPub,2025,capaConvResi,0.00127
89SE,ottoPsngRoadPub,2025,capaConvResi,0.00038
90UK,ottoPsngRoadPub,2025,capaConvResi,0.01395
91UK,ottoPsngRoadPub,2025,capaConvResi,0.00473
92UK,ottoPsngRoadPub,2025,capaConvResi,0.01865
93UK,ottoPsngRoadPub,2025,capaConvResi,0.00513
94UK,ottoPsngRoadPub,2025,capaConvResi,0.00262
95UK,ottoPsngRoadPub,2025,capaConvResi,0.00163
96IE,ottoPsngRoadPub,2025,capaConvResi,0.0003
98IT,ottoPsngRoadPub,2025,capaConvResi,0.00125
99FR,ottoPsngRoadPub,2025,capaConvResi,0.00001
01ES,bevFrtRoadHeavy,2025,capaConvResi,0.00019
02ES,bevFrtRoadHeavy,2025,capaConvResi,0.00018
03ES,bevFrtRoadHeavy,2025,capaConvResi,0.00013
04ES,bevFrtRoadHeavy,2025,capaConvResi,0.0003
05ES,bevFrtRoadHeavy,2025,capaConvResi,0.00011
06ES,bevFrtRoadHeavy,2025,capaConvResi,0.00067
07ES,bevFrtRoadHeavy,2025,capaConvResi,0.00067
08ES,bevFrtRoadHeavy,2025,capaConvResi,0.00013
09ES,bevFrtRoadHeavy,2025,capaConvResi,0.0003
10ES,bevFrtRoadHeavy,2025,capaConvResi,0.00018
11ES,bevFrtRoadHeavy,2025,capaConvResi,0.00055
14FR,bevFrtRoadHeavy,2025,capaConvResi,0.00002
15FR,bevFrtRoadHeavy,2025,capaConvResi,0.00001
16FR,bevFrtRoadHeavy,2025,capaConvResi,0.00002
17FR,bevFrtRoadHeavy,2025,capaConvResi,0.00001
18FR,bevFrtRoadHeavy,2025,capaConvResi,0.00001
19FR,bevFrtRoadHeavy,2025,capaConvResi,0.00001
20FR,bevFrtRoadHeavy,2025,capaConvResi,0.00001
21FR,bevFrtRoadHeavy,2025,capaConvResi,0.00001
22FR,bevFrtRoadHeavy,2025,capaConvResi,0.00001
23FR,bevFrtRoadHeavy,2025,capaConvResi,0.00005
24FR,bevFrtRoadHeavy,2025,capaConvResi,0.00001
25FR,bevFrtRoadHeavy,2025,capaConvResi,0.00001
26FR,bevFrtRoadHeavy,2025,capaConvResi,0.00002
27FR,bevFrtRoadHeavy,2025,capaConvResi,0.00001
28BE,bevFrtRoadHeavy,2025,capaConvResi,0.00035
31DE,bevFrtRoadHeavy,2025,capaConvResi,0.00052
32DE,bevFrtRoadHeavy,2025,capaConvResi,0.00026
33DE,bevFrtRoadHeavy,2025,capaConvResi,0.00069
34DE,bevFrtRoadHeavy,2025,capaConvResi,0.00024
35DE,bevFrtRoadHeavy,2025,capaConvResi,0.00046
36DE,bevFrtRoadHeavy,2025,capaConvResi,0.00047
37DE,bevFrtRoadHeavy,2025,capaConvResi,0.00058
41PL,bevFrtRoadHeavy,2025,capaConvResi,0.00273
42PL,bevFrtRoadHeavy,2025,capaConvResi,0.00103
43PL,bevFrtRoadHeavy,2025,capaConvResi,0.00193
44PL,bevFrtRoadHeavy,2025,capaConvResi,0.00209
45PL,bevFrtRoadHeavy,2025,capaConvResi,0.00127
49AT,bevFrtRoadHeavy,2025,capaConvResi,0.00025
50AT,bevFrtRoadHeavy,2025,capaConvResi,0.0003
51AT,bevFrtRoadHeavy,2025,capaConvResi,0.00041
52IT,bevFrtRoadHeavy,2025,capaConvResi,1.23864
53IT,bevFrtRoadHeavy,2025,capaConvResi,0.23107
54IT,bevFrtRoadHeavy,2025,capaConvResi,0.43304
55IT,bevFrtRoadHeavy,2025,capaConvResi,0.16578
56IT,bevFrtRoadHeavy,2025,capaConvResi,0.11617
58HU,bevFrtRoadHeavy,2025,capaConvResi,0.00048
68GR,bevFrtRoadHeavy,2025,capaConvResi,0.1005
69GR,bevFrtRoadHeavy,2025,capaConvResi,0.27117
79NO,bevFrtRoadHeavy,2025,capaConvResi,0.00004
80NO,bevFrtRoadHeavy,2025,capaConvResi,0.00009
81NO,bevFrtRoadHeavy,2025,capaConvResi,0.00017
82NO,bevFrtRoadHeavy,2025,capaConvResi,0.00032
83NO,bevFrtRoadHeavy,2025,capaConvResi,0.00009
84NO,bevFrtRoadHeavy,2025,capaConvResi,0.00007
85NO,bevFrtRoadHeavy,2025,capaConvResi,0.00002
90UK,bevFrtRoadHeavy,2025,capaConvResi,0.02631
91UK,bevFrtRoadHeavy,2025,capaConvResi,0.00353
92UK,bevFrtRoadHeavy,2025,capaConvResi,0.01614
93UK,bevFrtRoadHeavy,2025,capaConvResi,0.00438
94UK,bevFrtRoadHeavy,2025,capaConvResi,0.00285
95UK,bevFrtRoadHeavy,2025,capaConvResi,0.00062
98IT,bevFrtRoadHeavy,2025,capaConvResi,0.05936
01ES,bevFrtRoadLight,2030,capaConvResi,0.00062
02ES,bevFrtRoadLight,2030,capaConvResi,0.00058
03ES,bevFrtRoadLight,2030,capaConvResi,0.00043
04ES,bevFrtRoadLight,2030,capaConvResi,0.001
05ES,bevFrtRoadLight,2030,capaConvResi,0.00036
06ES,bevFrtRoadLight,2030,capaConvResi,0.00223
07ES,bevFrtRoadLight,2030,capaConvResi,0.00223
08ES,bevFrtRoadLight,2030,capaConvResi,0.00043
09ES,bevFrtRoadLight,2030,capaConvResi,0.00101
10ES,bevFrtRoadLight,2030,capaConvResi,0.00058
11ES,bevFrtRoadLight,2030,capaConvResi,0.00184
12PT,bevFrtRoadLight,2030,capaConvResi,0.00026
13PT,bevFrtRoadLight,2030,capaConvResi,0.00034
14FR,bevFrtRoadLight,2030,capaConvResi,0.00633
15FR,bevFrtRoadLight,2030,capaConvResi,0.00301
16FR,bevFrtRoadLight,2030,capaConvResi,0.0063
17FR,bevFrtRoadLight,2030,capaConvResi,0.00455
18FR,bevFrtRoadLight,2030,capaConvResi,0.00369
19FR,bevFrtRoadLight,2030,capaConvResi,0.00478
20FR,bevFrtRoadLight,2030,capaConvResi,0.0038
21FR,bevFrtRoadLight,2030,capaConvResi,0.00549
22FR,bevFrtRoadLight,2030,capaConvResi,0.00199
23FR,bevFrtRoadLight,2030,capaConvResi,0.02521
24FR,bevFrtRoadLight,2030,capaConvResi,0.00196
25FR,bevFrtRoadLight,2030,capaConvResi,0.00517
26FR,bevFrtRoadLight,2030,capaConvResi,0.00738
27FR,bevFrtRoadLight,2030,capaConvResi,0.00094
29LU,bevFrtRoadLight,2030,capaConvResi,0.00143
31DE,bevFrtRoadLight,2030,capaConvResi,0.02013
32DE,bevFrtRoadLight,2030,capaConvResi,0.00988
33DE,bevFrtRoadLight,2030,capaConvResi,0.02684
34DE,bevFrtRoadLight,2030,capaConvResi,0.00923
35DE,bevFrtRoadLight,2030,capaConvResi,0.01793
36DE,bevFrtRoadLight,2030,capaConvResi,0.01819
37DE,bevFrtRoadLight,2030,capaConvResi,0.02235
39CZ,bevFrtRoadLight,2030,capaConvResi,0.01996
40CZ,bevFrtRoadLight,2030,capaConvResi,0.01215
41PL,bevFrtRoadLight,2030,capaConvResi,0.00134
42PL,bevFrtRoadLight,2030,capaConvResi,0.00051
43PL,bevFrtRoadLight,2030,capaConvResi,0.00095
44PL,bevFrtRoadLight,2030,capaConvResi,0.00103
45PL,bevFrtRoadLight,2030,capaConvResi,0.00063
46SK,bevFrtRoadLight,2030,capaConvResi,0.01945
47CH,bevFrtRoadLight,2030,capaConvResi,0.00246
48CH,bevFrtRoadLight,2030,capaConvResi,0.00026
49AT,bevFrtRoadLight,2030,capaConvResi,0.00299
50AT,bevFrtRoadLight,2030,capaConvResi,0.00362
51AT,bevFrtRoadLight,2030,capaConvResi,0.00506
52IT,bevFrtRoadLight,2030,capaConvResi,2.55473
53IT,bevFrtRoadLight,2030,capaConvResi,0.47659
54IT,bevFrtRoadLight,2030,capaConvResi,0.89316
55IT,bevFrtRoadLight,2030,capaConvResi,0.34191
56IT,bevFrtRoadLight,2030,capaConvResi,0.23959
57SI,bevFrtRoadLight,2030,capaConvResi,0.00452
58HU,bevFrtRoadLight,2030,capaConvResi,0.00245
59RO,bevFrtRoadLight,2030,capaConvResi,0.00005
60RO,bevFrtRoadLight,2030,capaConvResi,0.00009
61RO,bevFrtRoadLight,2030,capaConvResi,0.00004
62HR,bevFrtRoadLight,2030,capaConvResi,0.00051
63BA,bevFrtRoadLight,2030,capaConvResi,0.00002
64ME,bevFrtRoadLight,2030,capaConvResi,0.00001
65RS,bevFrtRoadLight,2030,capaConvResi,0.00004
66BG,bevFrtRoadLight,2030,capaConvResi,0.00004
67MK,bevFrtRoadLight,2030,capaConvResi,0.00001
68GR,bevFrtRoadLight,2030,capaConvResi,0.02774
69GR,bevFrtRoadLight,2030,capaConvResi,0.07485
70AL,bevFrtRoadLight,2030,capaConvResi,0.00001
73EE,bevFrtRoadLight,2030,capaConvResi,0.00004
74FI,bevFrtRoadLight,2030,capaConvResi,0.0001
75FI,bevFrtRoadLight,2030,capaConvResi,0.00079
77LT,bevFrtRoadLight,2030,capaConvResi,0.0005
78LV,bevFrtRoadLight,2030,capaConvResi,0.00008
79NO,bevFrtRoadLight,2030,capaConvResi,0.00085
