region_4,technology_3,timestep_2,parameter,value
69GR,districtHeatSpace,2040,capaConvLow,0.084858755
69GR,districtHeatSpace,2045,capaConvLow,0.075356152
69GR,districtHeatSpace,2050,capaConvLow,0.065853549
70AL,districtHeatSpace,2020,capaConvLow,1.052250644
70AL,districtHeatSpace,2025,capaConvLow,0.900323564
70AL,districtHeatSpace,2030,capaConvLow,0.795719799
70AL,districtHeatSpace,2035,capaConvLow,0.722918712
70AL,districtHeatSpace,2040,capaConvLow,0.650117625
70AL,districtHeatSpace,2045,capaConvLow,0.577316538
70AL,districtHeatSpace,2050,capaConvLow,0.50451545
72DK,districtHeatSpace,2020,capaConvLow,5.151894939
72DK,districtHeatSpace,2025,capaConvLow,5.151894939
72DK,districtHeatSpace,2030,capaConvLow,4.735858607
72DK,districtHeatSpace,2035,capaConvLow,4.30257084
72DK,districtHeatSpace,2040,capaConvLow,3.869283073
72DK,districtHeatSpace,2045,capaConvLow,3.435995306
72DK,districtHeatSpace,2050,capaConvLow,3.002707539
73EE,districtHeatSpace,2020,capaConvLow,1.874218521
73EE,districtHeatSpace,2025,capaConvLow,1.652130896
73EE,districtHeatSpace,2030,capaConvLow,1.460178669
73EE,districtHeatSpace,2035,capaConvLow,1.32658567
73EE,districtHeatSpace,2040,capaConvLow,1.192992671
73EE,districtHeatSpace,2045,capaConvLow,1.059399672
73EE,districtHeatSpace,2050,capaConvLow,0.925806673
74FI,districtHeatSpace,2020,capaConvLow,1.811274713
74FI,districtHeatSpace,2025,capaConvLow,1.387258743
74FI,districtHeatSpace,2030,capaConvLow,1.226080592
74FI,districtHeatSpace,2035,capaConvLow,1.113905426
74FI,districtHeatSpace,2040,capaConvLow,1.001730261
74FI,districtHeatSpace,2045,capaConvLow,0.889555096
74FI,districtHeatSpace,2050,capaConvLow,0.777379931
75FI,districtHeatSpace,2020,capaConvLow,11.17963531
75FI,districtHeatSpace,2025,capaConvLow,8.562503916
75FI,districtHeatSpace,2030,capaConvLow,7.567672517
75FI,districtHeatSpace,2035,capaConvLow,6.875299666
75FI,districtHeatSpace,2040,capaConvLow,6.182926815
75FI,districtHeatSpace,2045,capaConvLow,5.490553964
75FI,districtHeatSpace,2050,capaConvLow,4.798181112
77LT,districtHeatSpace,2020,capaConvLow,2.852078468
77LT,districtHeatSpace,2025,capaConvLow,2.846174548
77LT,districtHeatSpace,2030,capaConvLow,2.515492795
77LT,districtHeatSpace,2035,capaConvLow,2.285348201
77LT,districtHeatSpace,2040,capaConvLow,2.055203607
77LT,districtHeatSpace,2045,capaConvLow,1.825059013
77LT,districtHeatSpace,2050,capaConvLow,1.594914419
78LV,districtHeatSpace,2020,capaConvLow,2.293638289
78LV,districtHeatSpace,2025,capaConvLow,2.158994532
78LV,districtHeatSpace,2030,capaConvLow,1.908152539
78LV,districtHeatSpace,2035,capaConvLow,1.733574026
78LV,districtHeatSpace,2040,capaConvLow,1.558995513
78LV,districtHeatSpace,2045,capaConvLow,1.384417
78LV,districtHeatSpace,2050,capaConvLow,1.209838487
79NO,districtHeatSpace,2020,capaConvLow,0.145955602
79NO,districtHeatSpace,2025,capaConvLow,0.145955602
79NO,districtHeatSpace,2030,capaConvLow,0.131074006
79NO,districtHeatSpace,2035,capaConvLow,0.119081932
79NO,districtHeatSpace,2040,capaConvLow,0.107089859
79NO,districtHeatSpace,2045,capaConvLow,0.095097786
79NO,districtHeatSpace,2050,capaConvLow,0.083105713
80NO,districtHeatSpace,2020,capaConvLow,0.338685342
80NO,districtHeatSpace,2025,capaConvLow,0.338685342
80NO,districtHeatSpace,2030,capaConvLow,0.304153071
80NO,districtHeatSpace,2035,capaConvLow,0.276325846
80NO,districtHeatSpace,2040,capaConvLow,0.24849862
80NO,districtHeatSpace,2045,capaConvLow,0.220671395
80NO,districtHeatSpace,2050,capaConvLow,0.192844169
81NO,districtHeatSpace,2020,capaConvLow,0.526512627
81NO,districtHeatSpace,2025,capaConvLow,0.526512627
81NO,districtHeatSpace,2030,capaConvLow,0.472829534
81NO,districtHeatSpace,2035,capaConvLow,0.429569954
81NO,districtHeatSpace,2040,capaConvLow,0.386310374
81NO,districtHeatSpace,2045,capaConvLow,0.343050795
81NO,districtHeatSpace,2050,capaConvLow,0.299791215
82NO,districtHeatSpace,2020,capaConvLow,0.901223614
82NO,districtHeatSpace,2025,capaConvLow,0.901223614
82NO,districtHeatSpace,2030,capaConvLow,0.809335085
82NO,districtHeatSpace,2035,capaConvLow,0.735288323
82NO,districtHeatSpace,2040,capaConvLow,0.661241562
82NO,districtHeatSpace,2045,capaConvLow,0.587194801
82NO,districtHeatSpace,2050,capaConvLow,0.51314804
83NO,districtHeatSpace,2020,capaConvLow,0.279613805
83NO,districtHeatSpace,2025,capaConvLow,0.279613805
83NO,districtHeatSpace,2030,capaConvLow,0.251104453
83NO,districtHeatSpace,2035,capaConvLow,0.228130691
83NO,districtHeatSpace,2040,capaConvLow,0.205156929
83NO,districtHeatSpace,2045,capaConvLow,0.182183167
83NO,districtHeatSpace,2050,capaConvLow,0.159209405
84NO,districtHeatSpace,2020,capaConvLow,0.266780604
84NO,districtHeatSpace,2025,capaConvLow,0.266780604
84NO,districtHeatSpace,2030,capaConvLow,0.239579722
84NO,districtHeatSpace,2035,capaConvLow,0.217660367
84NO,districtHeatSpace,2040,capaConvLow,0.195741013
84NO,districtHeatSpace,2045,capaConvLow,0.173821659
84NO,districtHeatSpace,2050,capaConvLow,0.151902304
85NO,districtHeatSpace,2020,capaConvLow,0.037277896
85NO,districtHeatSpace,2025,capaConvLow,0.037277896
85NO,districtHeatSpace,2030,capaConvLow,0.033477051
85NO,districtHeatSpace,2035,capaConvLow,0.030414207
85NO,districtHeatSpace,2040,capaConvLow,0.027351363
85NO,districtHeatSpace,2045,capaConvLow,0.024288519
85NO,districtHeatSpace,2050,capaConvLow,0.021225675
86SE,districtHeatSpace,2020,capaConvLow,0.786538475
86SE,districtHeatSpace,2025,capaConvLow,0.786538475
86SE,districtHeatSpace,2030,capaConvLow,0.706343213
86SE,districtHeatSpace,2035,capaConvLow,0.641719266
86SE,districtHeatSpace,2040,capaConvLow,0.57709532
86SE,districtHeatSpace,2045,capaConvLow,0.512471373
86SE,districtHeatSpace,2050,capaConvLow,0.447847427
87SE,districtHeatSpace,2020,capaConvLow,2.486206055
87SE,districtHeatSpace,2025,capaConvLow,2.486206055
87SE,districtHeatSpace,2030,capaConvLow,2.23271312
87SE,districtHeatSpace,2035,capaConvLow,2.028440282
87SE,districtHeatSpace,2040,capaConvLow,1.824167443
87SE,districtHeatSpace,2045,capaConvLow,1.619894604
87SE,districtHeatSpace,2050,capaConvLow,1.415621765
88SE,districtHeatSpace,2020,capaConvLow,16.7221389
88SE,districtHeatSpace,2025,capaConvLow,16.7221389
88SE,districtHeatSpace,2030,capaConvLow,15.01715389
88SE,districtHeatSpace,2035,capaConvLow,13.6432216
88SE,districtHeatSpace,2040,capaConvLow,12.2692893
88SE,districtHeatSpace,2045,capaConvLow,10.89535701
88SE,districtHeatSpace,2050,capaConvLow,9.521424717
89SE,districtHeatSpace,2020,capaConvLow,4.511715087
89SE,districtHeatSpace,2025,capaConvLow,4.511715087
89SE,districtHeatSpace,2030,capaConvLow,4.051701768
89SE,districtHeatSpace,2035,capaConvLow,3.681008097
89SE,districtHeatSpace,2040,capaConvLow,3.310314426
89SE,districtHeatSpace,2045,capaConvLow,2.939620755
89SE,districtHeatSpace,2050,capaConvLow,2.568927085
90UK,districtHeatSpace,2020,capaConvLow,0.836321438
90UK,districtHeatSpace,2025,capaConvLow,0.836321438
90UK,districtHeatSpace,2030,capaConvLow,0.791034207
90UK,districtHeatSpace,2035,capaConvLow,0.718661809
90UK,districtHeatSpace,2040,capaConvLow,0.64628941
90UK,districtHeatSpace,2045,capaConvLow,0.573917012
90UK,districtHeatSpace,2050,capaConvLow,0.501544614
91UK,districtHeatSpace,2020,capaConvLow,0.186966414
91UK,districtHeatSpace,2025,capaConvLow,0.186966414
91UK,districtHeatSpace,2030,capaConvLow,0.176842087
91UK,districtHeatSpace,2035,capaConvLow,0.160662653
91UK,districtHeatSpace,2040,capaConvLow,0.144483219
91UK,districtHeatSpace,2045,capaConvLow,0.128303784
91UK,districtHeatSpace,2050,capaConvLow,0.11212435
92UK,districtHeatSpace,2020,capaConvLow,0.859387576
92UK,districtHeatSpace,2025,capaConvLow,0.859387576
92UK,districtHeatSpace,2030,capaConvLow,0.812851302
92UK,districtHeatSpace,2035,capaConvLow,0.738482839
92UK,districtHeatSpace,2040,capaConvLow,0.664114376
92UK,districtHeatSpace,2045,capaConvLow,0.589745913
92UK,districtHeatSpace,2050,capaConvLow,0.51537745
93UK,districtHeatSpace,2020,capaConvLow,0.241612031
93UK,districtHeatSpace,2025,capaConvLow,0.241612031
93UK,districtHeatSpace,2030,capaConvLow,0.228528616
93UK,districtHeatSpace,2035,capaConvLow,0.207620337
93UK,districtHeatSpace,2040,capaConvLow,0.186712058
93UK,districtHeatSpace,2045,capaConvLow,0.165803779
93UK,districtHeatSpace,2050,capaConvLow,0.1448955
94UK,districtHeatSpace,2020,capaConvLow,0.140499406
94UK,districtHeatSpace,2025,capaConvLow,0.140499406
94UK,districtHeatSpace,2030,capaConvLow,0.132891291
94UK,districtHeatSpace,2035,capaConvLow,0.120732953
94UK,districtHeatSpace,2040,capaConvLow,0.108574615
94UK,districtHeatSpace,2045,capaConvLow,0.096416277
94UK,districtHeatSpace,2050,capaConvLow,0.084257938
95UK,districtHeatSpace,2020,capaConvLow,0.071882803
95UK,districtHeatSpace,2025,capaConvLow,0.071882803
95UK,districtHeatSpace,2030,capaConvLow,0.067990312
95UK,districtHeatSpace,2035,capaConvLow,0.06176982
95UK,districtHeatSpace,2040,capaConvLow,0.055549328
95UK,districtHeatSpace,2045,capaConvLow,0.049328836
95UK,districtHeatSpace,2050,capaConvLow,0.043108344
96IE,districtHeatSpace,2020,capaConvLow,0.097797122
96IE,districtHeatSpace,2025,capaConvLow,0.071762668
96IE,districtHeatSpace,2030,capaConvLow,0.063424949
96IE,districtHeatSpace,2035,capaConvLow,0.057622146
96IE,districtHeatSpace,2040,capaConvLow,0.051819343
96IE,districtHeatSpace,2045,capaConvLow,0.04601654
96IE,districtHeatSpace,2050,capaConvLow,0.040213737
98IT,districtHeatSpace,2020,capaConvLow,0.185740473
98IT,districtHeatSpace,2025,capaConvLow,0.170530954
98IT,districtHeatSpace,2030,capaConvLow,0.150717877
98IT,districtHeatSpace,2035,capaConvLow,0.136928569
98IT,districtHeatSpace,2040,capaConvLow,0.123139261
98IT,districtHeatSpace,2045,capaConvLow,0.109349954
98IT,districtHeatSpace,2050,capaConvLow,0.095560646
99FR,districtHeatSpace,2020,capaConvLow,0.04323408
99FR,districtHeatSpace,2025,capaConvLow,0.038936426
99FR,districtHeatSpace,2030,capaConvLow,0.034412611
99FR,districtHeatSpace,2035,capaConvLow,0.031264172
99FR,districtHeatSpace,2040,capaConvLow,0.028115733
99FR,districtHeatSpace,2045,capaConvLow,0.024967293
99FR,districtHeatSpace,2050,capaConvLow,0.021818854
