timestep_2,region_4,technology_3,parameter,value,source,see heatInputs
2025,77LT,coalBoilerSpaceStock,capaConvResi,0.39995,,
2030,77LT,coalBoilerSpaceStock,capaConvResi,0.26511,,
2035,77LT,coalBoilerSpaceStock,capaConvResi,0.16057,,
2040,77LT,coalBoilerSpaceStock,capaConvResi,0.0722,,
2020,78LV,coalBoilerProHigh,capaConvResi,0.03877,,
2025,78LV,coalBoilerProHigh,capaConvResi,0.0323,,
2030,78LV,coalBoilerProHigh,capaConvResi,0.02584,,
2035,78LV,coalBoilerProHigh,capaConvResi,0.01938,,
2040,78LV,coalBoilerProHigh,capaConvResi,0.01292,,
2045,78LV,coalBoilerProHigh,capaConvResi,0.00646,,
2020,78LV,eBoilerProHigh,capaConvResi,0.03551,,
2025,78LV,eBoilerProHigh,capaConvResi,0.02959,,
2030,78LV,eBoilerProHigh,capaConvResi,0.02367,,
2035,78LV,eBoilerProHigh,capaConvResi,0.01775,,
2040,78LV,eBoilerProHigh,capaConvResi,0.01183,,
2045,78LV,eBoilerProHigh,capaConvResi,0.00591,,
2020,78LV,gasBoilerProHigh,capaConvResi,0.05344,,
2025,78LV,gasBoilerProHigh,capaConvResi,0.04453,,
2030,78LV,gasBoilerProHigh,capaConvResi,0.03563,,
2035,78LV,gasBoilerProHigh,capaConvResi,0.02672,,
2040,78LV,gasBoilerProHigh,capaConvResi,0.01781,,
2045,78LV,gasBoilerProHigh,capaConvResi,0.0089,,
2020,78LV,oilBoilerProHigh,capaConvResi,0.05069,,
2025,78LV,oilBoilerProHigh,capaConvResi,0.04224,,
2030,78LV,oilBoilerProHigh,capaConvResi,0.03379,,
2035,78LV,oilBoilerProHigh,capaConvResi,0.02534,,
2040,78LV,oilBoilerProHigh,capaConvResi,0.01689,,
2045,78LV,oilBoilerProHigh,capaConvResi,0.00844,,
2020,78LV,bioBoilerProLow,capaConvResi,0.0398,,
2025,78LV,bioBoilerProLow,capaConvResi,0.03316,,
2030,78LV,bioBoilerProLow,capaConvResi,0.02653,,
2035,78LV,bioBoilerProLow,capaConvResi,0.0199,,
2040,78LV,bioBoilerProLow,capaConvResi,0.01326,,
2045,78LV,bioBoilerProLow,capaConvResi,0.00663,,
2020,78LV,coalBoilerProLow,capaConvResi,0.00796,,
2025,78LV,coalBoilerProLow,capaConvResi,0.00663,,
2030,78LV,coalBoilerProLow,capaConvResi,0.0053,,
2035,78LV,coalBoilerProLow,capaConvResi,0.00398,,
2040,78LV,coalBoilerProLow,capaConvResi,0.00265,,
2045,78LV,coalBoilerProLow,capaConvResi,0.00132,,
2020,78LV,districtHeatPro,capaConvResi,0.02646,,
2025,78LV,districtHeatPro,capaConvResi,0.02205,,
2030,78LV,districtHeatPro,capaConvResi,0.01764,,
2035,78LV,districtHeatPro,capaConvResi,0.01323,,
2040,78LV,districtHeatPro,capaConvResi,0.00882,,
2045,78LV,districtHeatPro,capaConvResi,0.00441,,
2020,78LV,gasBoilerProLow,capaConvResi,0.0664,,
2025,78LV,gasBoilerProLow,capaConvResi,0.05533,,
2030,78LV,gasBoilerProLow,capaConvResi,0.04427,,
2035,78LV,gasBoilerProLow,capaConvResi,0.0332,,
2040,78LV,gasBoilerProLow,capaConvResi,0.02213,,
2045,78LV,gasBoilerProLow,capaConvResi,0.01106,,
2020,78LV,gasEngineProLow,capaConvResi,0.08107,,
2025,78LV,gasEngineProLow,capaConvResi,0.06756,,
2030,78LV,gasEngineProLow,capaConvResi,0.05405,,
2035,78LV,gasEngineProLow,capaConvResi,0.04053,,
2040,78LV,gasEngineProLow,capaConvResi,0.02702,,
2045,78LV,gasEngineProLow,capaConvResi,0.01351,,
2020,78LV,oilBoilerProLow,capaConvResi,0.02531,,
2025,78LV,oilBoilerProLow,capaConvResi,0.02109,,
2030,78LV,oilBoilerProLow,capaConvResi,0.01687,,
2035,78LV,oilBoilerProLow,capaConvResi,0.01265,,
2040,78LV,oilBoilerProLow,capaConvResi,0.00843,,
2045,78LV,oilBoilerProLow,capaConvResi,0.00421,,
2020,78LV,bioBoilerProMed,capaConvResi,0.35099,,
2025,78LV,bioBoilerProMed,capaConvResi,0.29249,,
2030,78LV,bioBoilerProMed,capaConvResi,0.23399,,
2035,78LV,bioBoilerProMed,capaConvResi,0.17549,,
2040,78LV,bioBoilerProMed,capaConvResi,0.11699,,
2045,78LV,bioBoilerProMed,capaConvResi,0.05849,,
2020,78LV,bioGasEngineProMed,capaConvResi,0.04688,,
2025,78LV,bioGasEngineProMed,capaConvResi,0.03907,,
2030,78LV,bioGasEngineProMed,capaConvResi,0.03125,,
2035,78LV,bioGasEngineProMed,capaConvResi,0.02344,,
2040,78LV,bioGasEngineProMed,capaConvResi,0.01562,,
2045,78LV,bioGasEngineProMed,capaConvResi,0.00781,,
2020,78LV,coalBoilerProMed,capaConvResi,0.02512,,
2025,78LV,coalBoilerProMed,capaConvResi,0.02094,,
2030,78LV,coalBoilerProMed,capaConvResi,0.01675,,
2035,78LV,coalBoilerProMed,capaConvResi,0.01256,,
2040,78LV,coalBoilerProMed,capaConvResi,0.00837,,
2045,78LV,coalBoilerProMed,capaConvResi,0.00418,,
2020,78LV,eBoilerProMed,capaConvResi,0.00852,,
2025,78LV,eBoilerProMed,capaConvResi,0.0071,,
2030,78LV,eBoilerProMed,capaConvResi,0.00568,,
2035,78LV,eBoilerProMed,capaConvResi,0.00426,,
2040,78LV,eBoilerProMed,capaConvResi,0.00284,,
2045,78LV,eBoilerProMed,capaConvResi,0.00142,,
2020,78LV,gasBoilerProMed,capaConvResi,0.06079,,
2025,78LV,gasBoilerProMed,capaConvResi,0.05066,,
2030,78LV,gasBoilerProMed,capaConvResi,0.04052,,
2035,78LV,gasBoilerProMed,capaConvResi,0.03039,,
2040,78LV,gasBoilerProMed,capaConvResi,0.02026,,
2045,78LV,gasBoilerProMed,capaConvResi,0.01013,,
2020,78LV,gasEngineProMed,capaConvResi,0.04024,,
2025,78LV,gasEngineProMed,capaConvResi,0.03353,,
2030,78LV,gasEngineProMed,capaConvResi,0.02682,,
2035,78LV,gasEngineProMed,capaConvResi,0.02012,,
2040,78LV,gasEngineProMed,capaConvResi,0.01341,,
2045,78LV,gasEngineProMed,capaConvResi,0.0067,,
2020,78LV,oilBoilerProMed,capaConvResi,0.0534,,
2025,78LV,oilBoilerProMed,capaConvResi,0.0445,,
2030,78LV,oilBoilerProMed,capaConvResi,0.0356,,
2035,78LV,oilBoilerProMed,capaConvResi,0.0267,,
2040,78LV,oilBoilerProMed,capaConvResi,0.0178,,
2045,78LV,oilBoilerProMed,capaConvResi,0.0089,,
2020,78LV,districtHeatSpace,capaConvResi,2.29363,,
2025,78LV,districtHeatSpace,capaConvResi,1.72719,,
2030,78LV,districtHeatSpace,capaConvResi,1.14489,,
2035,78LV,districtHeatSpace,capaConvResi,0.69342,,
2040,78LV,districtHeatSpace,capaConvResi,0.31179,,
2020,78LV,bioBoilerSpaceStock,capaConvResi,2.86397,,
2025,78LV,bioBoilerSpaceStock,capaConvResi,2.15668,,
2030,78LV,bioBoilerSpaceStock,capaConvResi,1.42958,,
2035,78LV,bioBoilerSpaceStock,capaConvResi,0.86585,,
2040,78LV,bioBoilerSpaceStock,capaConvResi,0.38933,,
2020,78LV,gasBoilerSpaceStock,capaConvResi,0.94447,,
2025,78LV,gasBoilerSpaceStock,capaConvResi,0.71122,,
2030,78LV,gasBoilerSpaceStock,capaConvResi,0.47144,,
2035,78LV,gasBoilerSpaceStock,capaConvResi,0.28554,,
2040,78LV,gasBoilerSpaceStock,capaConvResi,0.12839,,
2020,78LV,oilLiquidBoilerSpaceStock,capaConvResi,0.39829,,
2025,78LV,oilLiquidBoilerSpaceStock,capaConvResi,0.29993,,
2030,78LV,oilLiquidBoilerSpaceStock,capaConvResi,0.19881,,
2035,78LV,oilLiquidBoilerSpaceStock,capaConvResi,0.12041,,
2040,78LV,oilLiquidBoilerSpaceStock,capaConvResi,0.05414,,
2020,78LV,resistiveHeatSpaceStock,capaConvResi,0.26706,,
2025,78LV,resistiveHeatSpaceStock,capaConvResi,0.20111,,
2030,78LV,resistiveHeatSpaceStock,capaConvResi,0.13331,,
2035,78LV,resistiveHeatSpaceStock,capaConvResi,0.08074,,
2040,78LV,resistiveHeatSpaceStock,capaConvResi,0.0363,,
2020,78LV,coalBoilerSpaceStock,capaConvResi,0.09637,,
2025,78LV,coalBoilerSpaceStock,capaConvResi,0.07257,,
2030,78LV,coalBoilerSpaceStock,capaConvResi,0.0481,,
2035,78LV,coalBoilerSpaceStock,capaConvResi,0.02913,,
2040,78LV,coalBoilerSpaceStock,capaConvResi,0.0131,,
2020,79NO,coalBoilerProHigh,capaConvResi,0.00444,,
2025,79NO,coalBoilerProHigh,capaConvResi,0.0037,,
2030,79NO,coalBoilerProHigh,capaConvResi,0.00296,,
2035,79NO,coalBoilerProHigh,capaConvResi,0.00222,,
2040,79NO,coalBoilerProHigh,capaConvResi,0.00148,,
2045,79NO,coalBoilerProHigh,capaConvResi,0.00074,,
2020,79NO,eBoilerProHigh,capaConvResi,0.00195,,
2025,79NO,eBoilerProHigh,capaConvResi,0.00163,,
2030,79NO,eBoilerProHigh,capaConvResi,0.0013,,
2035,79NO,eBoilerProHigh,capaConvResi,0.00097,,
2040,79NO,eBoilerProHigh,capaConvResi,0.00065,,
2045,79NO,eBoilerProHigh,capaConvResi,0.00032,,
2020,79NO,gasBoilerProHigh,capaConvResi,0.00272,,
2025,79NO,gasBoilerProHigh,capaConvResi,0.00227,,
2030,79NO,gasBoilerProHigh,capaConvResi,0.00181,,
2035,79NO,gasBoilerProHigh,capaConvResi,0.00136,,
2040,79NO,gasBoilerProHigh,capaConvResi,0.0009,,
2045,79NO,gasBoilerProHigh,capaConvResi,0.00045,,
2020,79NO,oilBoilerProHigh,capaConvResi,0.00434,,
2025,79NO,oilBoilerProHigh,capaConvResi,0.00362,,
2030,79NO,oilBoilerProHigh,capaConvResi,0.00289,,
2035,79NO,oilBoilerProHigh,capaConvResi,0.00217,,
2040,79NO,oilBoilerProHigh,capaConvResi,0.00144,,
2045,79NO,oilBoilerProHigh,capaConvResi,0.00072,,
2020,79NO,bioBoilerProLow,capaConvResi,0.00401,,
2025,79NO,bioBoilerProLow,capaConvResi,0.00334,,
2030,79NO,bioBoilerProLow,capaConvResi,0.00267,,
2035,79NO,bioBoilerProLow,capaConvResi,0.002,,
2040,79NO,bioBoilerProLow,capaConvResi,0.00133,,
2045,79NO,bioBoilerProLow,capaConvResi,0.00066,,
2020,79NO,districtHeatPro,capaConvResi,0.00218,,
2025,79NO,districtHeatPro,capaConvResi,0.00181,,
2030,79NO,districtHeatPro,capaConvResi,0.00145,,
2035,79NO,districtHeatPro,capaConvResi,0.00109,,
2040,79NO,districtHeatPro,capaConvResi,0.00072,,
2045,79NO,districtHeatPro,capaConvResi,0.00036,,
2020,79NO,gasBoilerProLow,capaConvResi,0.00281,,
2025,79NO,gasBoilerProLow,capaConvResi,0.00234,,
2030,79NO,gasBoilerProLow,capaConvResi,0.00187,,
2035,79NO,gasBoilerProLow,capaConvResi,0.0014,,
2040,79NO,gasBoilerProLow,capaConvResi,0.00093,,
2045,79NO,gasBoilerProLow,capaConvResi,0.00046,,
2020,79NO,eBoilerProLow,capaConvResi,0.00363,,
2025,79NO,eBoilerProLow,capaConvResi,0.00302,,
2030,79NO,eBoilerProLow,capaConvResi,0.00242,,
2035,79NO,eBoilerProLow,capaConvResi,0.00181,,
2040,79NO,eBoilerProLow,capaConvResi,0.00121,,
2045,79NO,eBoilerProLow,capaConvResi,0.0006,,
2020,79NO,gasEngineProLow,capaConvResi,0.00365,,
2025,79NO,gasEngineProLow,capaConvResi,0.00304,,
2030,79NO,gasEngineProLow,capaConvResi,0.00243,,
2035,79NO,gasEngineProLow,capaConvResi,0.00182,,
2040,79NO,gasEngineProLow,capaConvResi,0.00121,,
2045,79NO,gasEngineProLow,capaConvResi,0.0006,,
2020,79NO,oilBoilerProLow,capaConvResi,0.01076,,
2025,79NO,oilBoilerProLow,capaConvResi,0.00897,,
2030,79NO,oilBoilerProLow,capaConvResi,0.00717,,
2035,79NO,oilBoilerProLow,capaConvResi,0.00538,,
2040,79NO,oilBoilerProLow,capaConvResi,0.00358,,
2045,79NO,oilBoilerProLow,capaConvResi,0.00179,,
2020,79NO,oilPlantProLowStock,capaConvResi,0.0019,,
2025,79NO,oilPlantProLowStock,capaConvResi,0.00158,,
2030,79NO,oilPlantProLowStock,capaConvResi,0.00127,,
2035,79NO,oilPlantProLowStock,capaConvResi,0.00095,,
2040,79NO,oilPlantProLowStock,capaConvResi,0.00063,,
2045,79NO,oilPlantProLowStock,capaConvResi,0.00031,,
2020,79NO,bioBoilerProMed,capaConvResi,0.10771,,
2025,79NO,bioBoilerProMed,capaConvResi,0.08976,,
2030,79NO,bioBoilerProMed,capaConvResi,0.0718,,
2035,79NO,bioBoilerProMed,capaConvResi,0.05385,,
2040,79NO,bioBoilerProMed,capaConvResi,0.0359,,
2045,79NO,bioBoilerProMed,capaConvResi,0.01795,,
2020,79NO,bioGasEngineProMed,capaConvResi,0.14442,,
2025,79NO,bioGasEngineProMed,capaConvResi,0.12035,,
2030,79NO,bioGasEngineProMed,capaConvResi,0.09628,,
2035,79NO,bioGasEngineProMed,capaConvResi,0.07221,,
2040,79NO,bioGasEngineProMed,capaConvResi,0.04814,,
2045,79NO,bioGasEngineProMed,capaConvResi,0.02407,,
2020,79NO,coalBoilerProMed,capaConvResi,0.00181,,
2025,79NO,coalBoilerProMed,capaConvResi,0.00151,,
2030,79NO,coalBoilerProMed,capaConvResi,0.00121,,
2035,79NO,coalBoilerProMed,capaConvResi,0.0009,,
2040,79NO,coalBoilerProMed,capaConvResi,0.0006,,
2045,79NO,coalBoilerProMed,capaConvResi,0.0003,,
2020,79NO,eBoilerProMed,capaConvResi,0.00152,,
2025,79NO,eBoilerProMed,capaConvResi,0.00127,,
2030,79NO,eBoilerProMed,capaConvResi,0.00101,,
2035,79NO,eBoilerProMed,capaConvResi,0.00076,,
2040,79NO,eBoilerProMed,capaConvResi,0.0005,,
2045,79NO,eBoilerProMed,capaConvResi,0.00025,,
2020,79NO,oilBoilerProMed,capaConvResi,0.01102,,
2025,79NO,oilBoilerProMed,capaConvResi,0.00918,,
2030,79NO,oilBoilerProMed,capaConvResi,0.00735,,
2035,79NO,oilBoilerProMed,capaConvResi,0.00551,,
2040,79NO,oilBoilerProMed,capaConvResi,0.00367,,
2045,79NO,oilBoilerProMed,capaConvResi,0.00183,,
2020,79NO,oilPlantProMedStock,capaConvResi,0.00197,,
2025,79NO,oilPlantProMedStock,capaConvResi,0.00164,,
2030,79NO,oilPlantProMedStock,capaConvResi,0.00131,,
2035,79NO,oilPlantProMedStock,capaConvResi,0.00098,,
2040,79NO,oilPlantProMedStock,capaConvResi,0.00065,,
2045,79NO,oilPlantProMedStock,capaConvResi,0.00032,,
2020,79NO,districtHeatSpace,capaConvResi,0.14595,,
2025,79NO,districtHeatSpace,capaConvResi,0.11676,,
2030,79NO,districtHeatSpace,capaConvResi,0.07864,,
2035,79NO,districtHeatSpace,capaConvResi,0.04763,,
2040,79NO,districtHeatSpace,capaConvResi,0.02141,,
2020,79NO,bioBoilerSpaceStock,capaConvResi,0.29672,,
2025,79NO,bioBoilerSpaceStock,capaConvResi,0.23737,,
2030,79NO,bioBoilerSpaceStock,capaConvResi,0.15988,,
2035,79NO,bioBoilerSpaceStock,capaConvResi,0.09683,,
2040,79NO,bioBoilerSpaceStock,capaConvResi,0.04354,,
2020,79NO,gasBoilerSpaceStock,capaConvResi,0.06043,,
2025,79NO,gasBoilerSpaceStock,capaConvResi,0.04834,,
2030,79NO,gasBoilerSpaceStock,capaConvResi,0.03256,,
2035,79NO,gasBoilerSpaceStock,capaConvResi,0.01972,,
2040,79NO,gasBoilerSpaceStock,capaConvResi,0.00886,,
2020,79NO,oilLiquidBoilerSpaceStock,capaConvResi,0.11642,,
2025,79NO,oilLiquidBoilerSpaceStock,capaConvResi,0.09313,,
2030,79NO,oilLiquidBoilerSpaceStock,capaConvResi,0.06273,,
2035,79NO,oilLiquidBoilerSpaceStock,capaConvResi,0.03799,,
2040,79NO,oilLiquidBoilerSpaceStock,capaConvResi,0.01708,,
2020,79NO,resistiveHeatSpaceStock,capaConvResi,0.57928,,
2025,79NO,resistiveHeatSpaceStock,capaConvResi,0.46342,,
2030,79NO,resistiveHeatSpaceStock,capaConvResi,0.31213,,
2035,79NO,resistiveHeatSpaceStock,capaConvResi,0.18904,,
2040,79NO,resistiveHeatSpaceStock,capaConvResi,0.085,,
2020,79NO,heatpumpAirSpace,capaConvResi,0.1743,,
2025,79NO,heatpumpAirSpace,capaConvResi,0.13944,,
2030,79NO,heatpumpAirSpace,capaConvResi,0.09392,,
2035,79NO,heatpumpAirSpace,capaConvResi,0.05688,,
2040,79NO,heatpumpAirSpace,capaConvResi,0.02557,,
2020,80NO,coalBoilerProHigh,capaConvResi,0.0103,,
2025,80NO,coalBoilerProHigh,capaConvResi,0.00858,,
2030,80NO,coalBoilerProHigh,capaConvResi,0.00687,,
2035,80NO,coalBoilerProHigh,capaConvResi,0.00515,,
2040,80NO,coalBoilerProHigh,capaConvResi,0.00343,,
2045,80NO,coalBoilerProHigh,capaConvResi,0.00171,,
2020,80NO,eBoilerProHigh,capaConvResi,0.00454,,
2025,80NO,eBoilerProHigh,capaConvResi,0.00378,,
2030,80NO,eBoilerProHigh,capaConvResi,0.00302,,
2035,80NO,eBoilerProHigh,capaConvResi,0.00227,,
2040,80NO,eBoilerProHigh,capaConvResi,0.00151,,
2045,80NO,eBoilerProHigh,capaConvResi,0.00075,,
2020,80NO,gasBoilerProHigh,capaConvResi,0.00632,,
2025,80NO,gasBoilerProHigh,capaConvResi,0.00527,,
2030,80NO,gasBoilerProHigh,capaConvResi,0.00421,,
2035,80NO,gasBoilerProHigh,capaConvResi,0.00316,,
2040,80NO,gasBoilerProHigh,capaConvResi,0.0021,,
2045,80NO,gasBoilerProHigh,capaConvResi,0.00105,,
2020,80NO,oilBoilerProHigh,capaConvResi,0.01008,,
2025,80NO,oilBoilerProHigh,capaConvResi,0.0084,,
2030,80NO,oilBoilerProHigh,capaConvResi,0.00672,,
2035,80NO,oilBoilerProHigh,capaConvResi,0.00504,,
2040,80NO,oilBoilerProHigh,capaConvResi,0.00336,,
2045,80NO,oilBoilerProHigh,capaConvResi,0.00168,,
2020,80NO,bioBoilerProLow,capaConvResi,0.00931,,
2025,80NO,bioBoilerProLow,capaConvResi,0.00775,,
2030,80NO,bioBoilerProLow,capaConvResi,0.0062,,
2035,80NO,bioBoilerProLow,capaConvResi,0.00465,,
2040,80NO,bioBoilerProLow,capaConvResi,0.0031,,
2045,80NO,bioBoilerProLow,capaConvResi,0.00155,,
2020,80NO,ccgtGasBackProLow,capaConvResi,0.00464,,
2025,80NO,ccgtGasBackProLow,capaConvResi,0.00387,,
2030,80NO,ccgtGasBackProLow,capaConvResi,0.00309,,
2035,80NO,ccgtGasBackProLow,capaConvResi,0.00232,,
2040,80NO,ccgtGasBackProLow,capaConvResi,0.00154,,
2045,80NO,ccgtGasBackProLow,capaConvResi,0.00077,,
2020,80NO,districtHeatPro,capaConvResi,0.00506,,
2025,80NO,districtHeatPro,capaConvResi,0.00421,,
2030,80NO,districtHeatPro,capaConvResi,0.00337,,
2035,80NO,districtHeatPro,capaConvResi,0.00253,,
2040,80NO,districtHeatPro,capaConvResi,0.00168,,
2045,80NO,districtHeatPro,capaConvResi,0.00084,,
2020,80NO,gasBoilerProLow,capaConvResi,0.00652,,
2025,80NO,gasBoilerProLow,capaConvResi,0.00543,,
2030,80NO,gasBoilerProLow,capaConvResi,0.00434,,
2035,80NO,gasBoilerProLow,capaConvResi,0.00326,,
2040,80NO,gasBoilerProLow,capaConvResi,0.00217,,
2045,80NO,gasBoilerProLow,capaConvResi,0.00108,,
2020,80NO,eBoilerProLow,capaConvResi,0.00842,,
2025,80NO,eBoilerProLow,capaConvResi,0.00702,,
2030,80NO,eBoilerProLow,capaConvResi,0.00561,,
2035,80NO,eBoilerProLow,capaConvResi,0.00421,,
2040,80NO,eBoilerProLow,capaConvResi,0.0028,,
2045,80NO,eBoilerProLow,capaConvResi,0.0014,,
2020,80NO,gasEngineProLow,capaConvResi,0.00846,,
2025,80NO,gasEngineProLow,capaConvResi,0.00705,,
2030,80NO,gasEngineProLow,capaConvResi,0.00564,,
2035,80NO,gasEngineProLow,capaConvResi,0.00423,,
2040,80NO,gasEngineProLow,capaConvResi,0.00282,,
2045,80NO,gasEngineProLow,capaConvResi,0.00141,,
2020,80NO,oilBoilerProLow,capaConvResi,0.02497,,
2025,80NO,oilBoilerProLow,capaConvResi,0.02081,,
2030,80NO,oilBoilerProLow,capaConvResi,0.01664,,
2035,80NO,oilBoilerProLow,capaConvResi,0.01248,,
2040,80NO,oilBoilerProLow,capaConvResi,0.00832,,
2045,80NO,oilBoilerProLow,capaConvResi,0.00416,,
2020,80NO,oilPlantProLowStock,capaConvResi,0.00442,,
2025,80NO,oilPlantProLowStock,capaConvResi,0.00368,,
2030,80NO,oilPlantProLowStock,capaConvResi,0.00294,,
2035,80NO,oilPlantProLowStock,capaConvResi,0.00221,,
2040,80NO,oilPlantProLowStock,capaConvResi,0.00147,,
2045,80NO,oilPlantProLowStock,capaConvResi,0.00073,,
2020,80NO,bioBoilerProMed,capaConvResi,0.24982,,
2025,80NO,bioBoilerProMed,capaConvResi,0.20818,,
2030,80NO,bioBoilerProMed,capaConvResi,0.16655,,
2035,80NO,bioBoilerProMed,capaConvResi,0.12491,,
2040,80NO,bioBoilerProMed,capaConvResi,0.08327,,
2045,80NO,bioBoilerProMed,capaConvResi,0.04163,,
2020,80NO,bioGasEngineProMed,capaConvResi,0.33496,,
2025,80NO,bioGasEngineProMed,capaConvResi,0.27914,,
2030,80NO,bioGasEngineProMed,capaConvResi,0.22331,,
2035,80NO,bioGasEngineProMed,capaConvResi,0.16748,,
2040,80NO,bioGasEngineProMed,capaConvResi,0.11165,,
2045,80NO,bioGasEngineProMed,capaConvResi,0.05582,,
2020,80NO,coalBoilerProMed,capaConvResi,0.00422,,
2025,80NO,coalBoilerProMed,capaConvResi,0.00351,,
2030,80NO,coalBoilerProMed,capaConvResi,0.00281,,
2035,80NO,coalBoilerProMed,capaConvResi,0.00211,,
2040,80NO,coalBoilerProMed,capaConvResi,0.0014,,
2045,80NO,coalBoilerProMed,capaConvResi,0.0007,,
2020,80NO,eBoilerProMed,capaConvResi,0.00353,,
2025,80NO,eBoilerProMed,capaConvResi,0.00294,,
2030,80NO,eBoilerProMed,capaConvResi,0.00235,,
2035,80NO,eBoilerProMed,capaConvResi,0.00176,,
2040,80NO,eBoilerProMed,capaConvResi,0.00117,,
2045,80NO,eBoilerProMed,capaConvResi,0.00058,,
2020,80NO,gasBoilerProMed,capaConvResi,0.00259,,
2025,80NO,gasBoilerProMed,capaConvResi,0.00216,,
2030,80NO,gasBoilerProMed,capaConvResi,0.00173,,
2035,80NO,gasBoilerProMed,capaConvResi,0.00129,,
2040,80NO,gasBoilerProMed,capaConvResi,0.00086,,
2045,80NO,gasBoilerProMed,capaConvResi,0.00043,,
2020,80NO,oilBoilerProMed,capaConvResi,0.02557,,
2025,80NO,oilBoilerProMed,capaConvResi,0.0213,,
2030,80NO,oilBoilerProMed,capaConvResi,0.01704,,
2035,80NO,oilBoilerProMed,capaConvResi,0.01278,,
2040,80NO,oilBoilerProMed,capaConvResi,0.00852,,
2045,80NO,oilBoilerProMed,capaConvResi,0.00426,,
2020,80NO,hardcoalPlantProMedStock,capaConvResi,0.0061,,
2025,80NO,hardcoalPlantProMedStock,capaConvResi,0.00508,,
2030,80NO,hardcoalPlantProMedStock,capaConvResi,0.00406,,
2035,80NO,hardcoalPlantProMedStock,capaConvResi,0.00305,,
2040,80NO,hardcoalPlantProMedStock,capaConvResi,0.00203,,
2045,80NO,hardcoalPlantProMedStock,capaConvResi,0.00101,,
2020,80NO,oilPlantProMedStock,capaConvResi,0.00458,,
2025,80NO,oilPlantProMedStock,capaConvResi,0.00382,,
2030,80NO,oilPlantProMedStock,capaConvResi,0.00305,,
2035,80NO,oilPlantProMedStock,capaConvResi,0.00229,,
2040,80NO,oilPlantProMedStock,capaConvResi,0.00152,,
2045,80NO,oilPlantProMedStock,capaConvResi,0.00076,,
2020,80NO,districtHeatSpace,capaConvResi,0.33868,,
2025,80NO,districtHeatSpace,capaConvResi,0.27094,,
2030,80NO,districtHeatSpace,capaConvResi,0.18249,,
2035,80NO,districtHeatSpace,capaConvResi,0.11053,,
2040,80NO,districtHeatSpace,capaConvResi,0.04969,,
2020,80NO,bioBoilerSpaceStock,capaConvResi,0.68853,,
2025,80NO,bioBoilerSpaceStock,capaConvResi,0.55082,,
2030,80NO,bioBoilerSpaceStock,capaConvResi,0.37099,,
2035,80NO,bioBoilerSpaceStock,capaConvResi,0.2247,,
2040,80NO,bioBoilerSpaceStock,capaConvResi,0.10103,,
2020,80NO,gasBoilerSpaceStock,capaConvResi,0.14024,,
2025,80NO,gasBoilerSpaceStock,capaConvResi,0.11219,,
2030,80NO,gasBoilerSpaceStock,capaConvResi,0.07556,,
2035,80NO,gasBoilerSpaceStock,capaConvResi,0.04576,,
2040,80NO,gasBoilerSpaceStock,capaConvResi,0.02057,,
2020,80NO,oilLiquidBoilerSpaceStock,capaConvResi,0.27015,,
2025,80NO,oilLiquidBoilerSpaceStock,capaConvResi,0.21612,,
2030,80NO,oilLiquidBoilerSpaceStock,capaConvResi,0.14556,,
2035,80NO,oilLiquidBoilerSpaceStock,capaConvResi,0.08816,,
2040,80NO,oilLiquidBoilerSpaceStock,capaConvResi,0.03964,,
2020,80NO,resistiveHeatSpaceStock,capaConvResi,1.3442,,
2025,80NO,resistiveHeatSpaceStock,capaConvResi,1.07536,,
2030,80NO,resistiveHeatSpaceStock,capaConvResi,0.72428,,
2035,80NO,resistiveHeatSpaceStock,capaConvResi,0.43868,,
2040,80NO,resistiveHeatSpaceStock,capaConvResi,0.19725,,
2020,80NO,heatpumpAirSpace,capaConvResi,0.40447,,
2025,80NO,heatpumpAirSpace,capaConvResi,0.32357,,
2030,80NO,heatpumpAirSpace,capaConvResi,0.21794,,
2035,80NO,heatpumpAirSpace,capaConvResi,0.132,,
2040,80NO,heatpumpAirSpace,capaConvResi,0.05935,,
2020,81NO,coalBoilerProHigh,capaConvResi,0.02101,,
2025,81NO,coalBoilerProHigh,capaConvResi,0.01751,,
2030,81NO,coalBoilerProHigh,capaConvResi,0.014,,
2035,81NO,coalBoilerProHigh,capaConvResi,0.0105,,
2040,81NO,coalBoilerProHigh,capaConvResi,0.007,,
2045,81NO,coalBoilerProHigh,capaConvResi,0.0035,,
2020,81NO,eBoilerProHigh,capaConvResi,0.00926,,
2025,81NO,eBoilerProHigh,capaConvResi,0.00772,,
2030,81NO,eBoilerProHigh,capaConvResi,0.00617,,
2035,81NO,eBoilerProHigh,capaConvResi,0.00463,,
2040,81NO,eBoilerProHigh,capaConvResi,0.00308,,
2045,81NO,eBoilerProHigh,capaConvResi,0.00154,,
2020,81NO,gasBoilerProHigh,capaConvResi,0.0129,,
2025,81NO,gasBoilerProHigh,capaConvResi,0.01075,,
2030,81NO,gasBoilerProHigh,capaConvResi,0.0086,,
2035,81NO,gasBoilerProHigh,capaConvResi,0.00645,,
2040,81NO,gasBoilerProHigh,capaConvResi,0.0043,,
2045,81NO,gasBoilerProHigh,capaConvResi,0.00215,,
2020,81NO,oilBoilerProHigh,capaConvResi,0.02056,,
2025,81NO,oilBoilerProHigh,capaConvResi,0.01713,,
2030,81NO,oilBoilerProHigh,capaConvResi,0.0137,,
2035,81NO,oilBoilerProHigh,capaConvResi,0.01028,,
