timestep_2,region_4,technology_3,parameter,value,source,see heatInputs
2030,74FI,ccgtGasBackProLow,capaConvResi,0.00506,,
2035,74FI,ccgtGasBackProLow,capaConvResi,0.00379,,
2040,74FI,ccgtGasBackProLow,capaConvResi,0.00253,,
2045,74FI,ccgtGasBackProLow,capaConvResi,0.00126,,
2020,74FI,districtHeatPro,capaConvResi,0.18106,,
2025,74FI,districtHeatPro,capaConvResi,0.15088,,
2030,74FI,districtHeatPro,capaConvResi,0.1207,,
2035,74FI,districtHeatPro,capaConvResi,0.09053,,
2040,74FI,districtHeatPro,capaConvResi,0.06035,,
2045,74FI,districtHeatPro,capaConvResi,0.03017,,
2020,74FI,gasBoilerProLow,capaConvResi,0.00864,,
2025,74FI,gasBoilerProLow,capaConvResi,0.0072,,
2030,74FI,gasBoilerProLow,capaConvResi,0.00576,,
2035,74FI,gasBoilerProLow,capaConvResi,0.00432,,
2040,74FI,gasBoilerProLow,capaConvResi,0.00288,,
2045,74FI,gasBoilerProLow,capaConvResi,0.00144,,
2020,74FI,eBoilerProLow,capaConvResi,0.00637,,
2025,74FI,eBoilerProLow,capaConvResi,0.00531,,
2030,74FI,eBoilerProLow,capaConvResi,0.00424,,
2035,74FI,eBoilerProLow,capaConvResi,0.00318,,
2040,74FI,eBoilerProLow,capaConvResi,0.00212,,
2045,74FI,eBoilerProLow,capaConvResi,0.00106,,
2020,74FI,gasEngineProLow,capaConvResi,0.03683,,
2025,74FI,gasEngineProLow,capaConvResi,0.03069,,
2030,74FI,gasEngineProLow,capaConvResi,0.02455,,
2035,74FI,gasEngineProLow,capaConvResi,0.01841,,
2040,74FI,gasEngineProLow,capaConvResi,0.01227,,
2045,74FI,gasEngineProLow,capaConvResi,0.00613,,
2020,74FI,oilBoilerProLow,capaConvResi,0.02352,,
2025,74FI,oilBoilerProLow,capaConvResi,0.0196,,
2030,74FI,oilBoilerProLow,capaConvResi,0.01568,,
2035,74FI,oilBoilerProLow,capaConvResi,0.01176,,
2040,74FI,oilBoilerProLow,capaConvResi,0.00784,,
2045,74FI,oilBoilerProLow,capaConvResi,0.00392,,
2020,74FI,oilPlantProLowStock,capaConvResi,0.01528,,
2025,74FI,oilPlantProLowStock,capaConvResi,0.01273,,
2030,74FI,oilPlantProLowStock,capaConvResi,0.01019,,
2035,74FI,oilPlantProLowStock,capaConvResi,0.00764,,
2040,74FI,oilPlantProLowStock,capaConvResi,0.00509,,
2045,74FI,oilPlantProLowStock,capaConvResi,0.00254,,
2020,74FI,bioBoilerProMed,capaConvResi,0.11976,,
2025,74FI,bioBoilerProMed,capaConvResi,0.0998,,
2030,74FI,bioBoilerProMed,capaConvResi,0.07984,,
2035,74FI,bioBoilerProMed,capaConvResi,0.05988,,
2040,74FI,bioBoilerProMed,capaConvResi,0.03992,,
2045,74FI,bioBoilerProMed,capaConvResi,0.01996,,
2020,74FI,bioGasEngineProMed,capaConvResi,0.42262,,
2025,74FI,bioGasEngineProMed,capaConvResi,0.35218,,
2030,74FI,bioGasEngineProMed,capaConvResi,0.28174,,
2035,74FI,bioGasEngineProMed,capaConvResi,0.21131,,
2040,74FI,bioGasEngineProMed,capaConvResi,0.14087,,
2045,74FI,bioGasEngineProMed,capaConvResi,0.07043,,
2020,74FI,ccgtGasBackProMed,capaConvResi,0.01039,,
2025,74FI,ccgtGasBackProMed,capaConvResi,0.00866,,
2030,74FI,ccgtGasBackProMed,capaConvResi,0.00693,,
2035,74FI,ccgtGasBackProMed,capaConvResi,0.00519,,
2040,74FI,ccgtGasBackProMed,capaConvResi,0.00346,,
2045,74FI,ccgtGasBackProMed,capaConvResi,0.00173,,
2020,74FI,coalBoilerProMed,capaConvResi,0.0116,,
2025,74FI,coalBoilerProMed,capaConvResi,0.00967,,
2030,74FI,coalBoilerProMed,capaConvResi,0.00773,,
2035,74FI,coalBoilerProMed,capaConvResi,0.0058,,
2040,74FI,coalBoilerProMed,capaConvResi,0.00386,,
2045,74FI,coalBoilerProMed,capaConvResi,0.00193,,
2020,74FI,eBoilerProMed,capaConvResi,0.00152,,
2025,74FI,eBoilerProMed,capaConvResi,0.00127,,
2030,74FI,eBoilerProMed,capaConvResi,0.00101,,
2035,74FI,eBoilerProMed,capaConvResi,0.00076,,
2040,74FI,eBoilerProMed,capaConvResi,0.0005,,
2045,74FI,eBoilerProMed,capaConvResi,0.00025,,
2020,74FI,gasBoilerProMed,capaConvResi,0.01033,,
2025,74FI,gasBoilerProMed,capaConvResi,0.00861,,
2030,74FI,gasBoilerProMed,capaConvResi,0.00689,,
2035,74FI,gasBoilerProMed,capaConvResi,0.00516,,
2040,74FI,gasBoilerProMed,capaConvResi,0.00344,,
2045,74FI,gasBoilerProMed,capaConvResi,0.00172,,
2020,74FI,gasEngineProMed,capaConvResi,0.04118,,
2025,74FI,gasEngineProMed,capaConvResi,0.03432,,
2030,74FI,gasEngineProMed,capaConvResi,0.02745,,
2035,74FI,gasEngineProMed,capaConvResi,0.02059,,
2040,74FI,gasEngineProMed,capaConvResi,0.01372,,
2045,74FI,gasEngineProMed,capaConvResi,0.00686,,
2020,74FI,oilBoilerProMed,capaConvResi,0.03089,,
2025,74FI,oilBoilerProMed,capaConvResi,0.02574,,
2030,74FI,oilBoilerProMed,capaConvResi,0.02059,,
2035,74FI,oilBoilerProMed,capaConvResi,0.01544,,
2040,74FI,oilBoilerProMed,capaConvResi,0.01029,,
2045,74FI,oilBoilerProMed,capaConvResi,0.00514,,
2020,74FI,hardcoalPlantProMedStock,capaConvResi,0.04357,,
2025,74FI,hardcoalPlantProMedStock,capaConvResi,0.03631,,
2030,74FI,hardcoalPlantProMedStock,capaConvResi,0.02904,,
2035,74FI,hardcoalPlantProMedStock,capaConvResi,0.02178,,
2040,74FI,hardcoalPlantProMedStock,capaConvResi,0.01452,,
2045,74FI,hardcoalPlantProMedStock,capaConvResi,0.00726,,
2020,74FI,oilPlantProMedStock,capaConvResi,0.01075,,
2025,74FI,oilPlantProMedStock,capaConvResi,0.00896,,
2030,74FI,oilPlantProMedStock,capaConvResi,0.00716,,
2035,74FI,oilPlantProMedStock,capaConvResi,0.00537,,
2040,74FI,oilPlantProMedStock,capaConvResi,0.00358,,
2045,74FI,oilPlantProMedStock,capaConvResi,0.00179,,
2020,74FI,districtHeatSpace,capaConvResi,1.81127,,
2025,74FI,districtHeatSpace,capaConvResi,1.1098,,
2030,74FI,districtHeatSpace,capaConvResi,0.73564,,
2035,74FI,districtHeatSpace,capaConvResi,0.44556,,
2040,74FI,districtHeatSpace,capaConvResi,0.20034,,
2020,74FI,bioBoilerSpaceStock,capaConvResi,0.77323,,
2025,74FI,bioBoilerSpaceStock,capaConvResi,0.47377,,
2030,74FI,bioBoilerSpaceStock,capaConvResi,0.31404,,
2035,74FI,bioBoilerSpaceStock,capaConvResi,0.1902,,
2040,74FI,bioBoilerSpaceStock,capaConvResi,0.08552,,
2020,74FI,gasBoilerSpaceStock,capaConvResi,0.04797,,
2025,74FI,gasBoilerSpaceStock,capaConvResi,0.02939,,
2030,74FI,gasBoilerSpaceStock,capaConvResi,0.01948,,
2035,74FI,gasBoilerSpaceStock,capaConvResi,0.0118,,
2040,74FI,gasBoilerSpaceStock,capaConvResi,0.0053,,
2020,74FI,oilLiquidBoilerSpaceStock,capaConvResi,0.43697,,
2025,74FI,oilLiquidBoilerSpaceStock,capaConvResi,0.26774,,
2030,74FI,oilLiquidBoilerSpaceStock,capaConvResi,0.17747,,
2035,74FI,oilLiquidBoilerSpaceStock,capaConvResi,0.10749,,
2040,74FI,oilLiquidBoilerSpaceStock,capaConvResi,0.04833,,
2020,74FI,resistiveHeatSpaceStock,capaConvResi,1.13911,,
2025,74FI,resistiveHeatSpaceStock,capaConvResi,0.69796,,
2030,74FI,resistiveHeatSpaceStock,capaConvResi,0.46265,,
2035,74FI,resistiveHeatSpaceStock,capaConvResi,0.28021,,
2040,74FI,resistiveHeatSpaceStock,capaConvResi,0.12599,,
2020,74FI,heatpumpAirSpace,capaConvResi,0.09651,,
2025,74FI,heatpumpAirSpace,capaConvResi,0.05913,,
2030,74FI,heatpumpAirSpace,capaConvResi,0.0392,,
2035,74FI,heatpumpAirSpace,capaConvResi,0.02374,,
2040,74FI,heatpumpAirSpace,capaConvResi,0.01067,,
2020,75FI,coalBoilerProHigh,capaConvResi,0.29342,,
2025,75FI,coalBoilerProHigh,capaConvResi,0.24452,,
2030,75FI,coalBoilerProHigh,capaConvResi,0.19561,,
2035,75FI,coalBoilerProHigh,capaConvResi,0.14671,,
2040,75FI,coalBoilerProHigh,capaConvResi,0.0978,,
2045,75FI,coalBoilerProHigh,capaConvResi,0.0489,,
2020,75FI,eBoilerProHigh,capaConvResi,0.03766,,
2025,75FI,eBoilerProHigh,capaConvResi,0.03138,,
2030,75FI,eBoilerProHigh,capaConvResi,0.02511,,
2035,75FI,eBoilerProHigh,capaConvResi,0.01883,,
2040,75FI,eBoilerProHigh,capaConvResi,0.01255,,
2045,75FI,eBoilerProHigh,capaConvResi,0.00627,,
2020,75FI,gasBoilerProHigh,capaConvResi,0.11801,,
2025,75FI,gasBoilerProHigh,capaConvResi,0.09834,,
2030,75FI,gasBoilerProHigh,capaConvResi,0.07867,,
2035,75FI,gasBoilerProHigh,capaConvResi,0.059,,
2040,75FI,gasBoilerProHigh,capaConvResi,0.03933,,
2045,75FI,gasBoilerProHigh,capaConvResi,0.01966,,
2020,75FI,oilBoilerProHigh,capaConvResi,0.46815,,
2025,75FI,oilBoilerProHigh,capaConvResi,0.39012,,
2030,75FI,oilBoilerProHigh,capaConvResi,0.3121,,
2035,75FI,oilBoilerProHigh,capaConvResi,0.23407,,
2040,75FI,oilBoilerProHigh,capaConvResi,0.15605,,
2045,75FI,oilBoilerProHigh,capaConvResi,0.07802,,
2020,75FI,bioBoilerProLow,capaConvResi,0.12149,,
2025,75FI,bioBoilerProLow,capaConvResi,0.10124,,
2030,75FI,bioBoilerProLow,capaConvResi,0.08099,,
2035,75FI,bioBoilerProLow,capaConvResi,0.06074,,
2040,75FI,bioBoilerProLow,capaConvResi,0.04049,,
2045,75FI,bioBoilerProLow,capaConvResi,0.02024,,
2020,75FI,ccgtGasBackProLow,capaConvResi,0.09554,,
2025,75FI,ccgtGasBackProLow,capaConvResi,0.07961,,
2030,75FI,ccgtGasBackProLow,capaConvResi,0.06369,,
2035,75FI,ccgtGasBackProLow,capaConvResi,0.04777,,
2040,75FI,ccgtGasBackProLow,capaConvResi,0.03184,,
2045,75FI,ccgtGasBackProLow,capaConvResi,0.01592,,
2020,75FI,coalBoilerProLow,capaConvResi,0.01104,,
2025,75FI,coalBoilerProLow,capaConvResi,0.0092,,
2030,75FI,coalBoilerProLow,capaConvResi,0.00736,,
2035,75FI,coalBoilerProLow,capaConvResi,0.00552,,
2040,75FI,coalBoilerProLow,capaConvResi,0.00368,,
2045,75FI,coalBoilerProLow,capaConvResi,0.00184,,
2020,75FI,districtHeatPro,capaConvResi,2.27726,,
2025,75FI,districtHeatPro,capaConvResi,1.89771,,
2030,75FI,districtHeatPro,capaConvResi,1.51817,,
2035,75FI,districtHeatPro,capaConvResi,1.13863,,
2040,75FI,districtHeatPro,capaConvResi,0.75908,,
2045,75FI,districtHeatPro,capaConvResi,0.37954,,
2020,75FI,gasBoilerProLow,capaConvResi,0.10873,,
2025,75FI,gasBoilerProLow,capaConvResi,0.09061,,
2030,75FI,gasBoilerProLow,capaConvResi,0.07248,,
2035,75FI,gasBoilerProLow,capaConvResi,0.05436,,
2040,75FI,gasBoilerProLow,capaConvResi,0.03624,,
2045,75FI,gasBoilerProLow,capaConvResi,0.01812,,
2020,75FI,eBoilerProLow,capaConvResi,0.08016,,
2025,75FI,eBoilerProLow,capaConvResi,0.0668,,
2030,75FI,eBoilerProLow,capaConvResi,0.05344,,
2035,75FI,eBoilerProLow,capaConvResi,0.04008,,
2040,75FI,eBoilerProLow,capaConvResi,0.02672,,
2045,75FI,eBoilerProLow,capaConvResi,0.01336,,
2020,75FI,gasEngineProLow,capaConvResi,0.46325,,
2025,75FI,gasEngineProLow,capaConvResi,0.38604,,
2030,75FI,gasEngineProLow,capaConvResi,0.30883,,
2035,75FI,gasEngineProLow,capaConvResi,0.23162,,
2040,75FI,gasEngineProLow,capaConvResi,0.15441,,
2045,75FI,gasEngineProLow,capaConvResi,0.0772,,
2020,75FI,oilBoilerProLow,capaConvResi,0.29589,,
2025,75FI,oilBoilerProLow,capaConvResi,0.24658,,
2030,75FI,oilBoilerProLow,capaConvResi,0.19726,,
2035,75FI,oilBoilerProLow,capaConvResi,0.14794,,
2040,75FI,oilBoilerProLow,capaConvResi,0.09863,,
2045,75FI,oilBoilerProLow,capaConvResi,0.04931,,
2020,75FI,hardcoalPlantProLowStock,capaConvResi,0.04147,,
2025,75FI,hardcoalPlantProLowStock,capaConvResi,0.03455,,
2030,75FI,hardcoalPlantProLowStock,capaConvResi,0.02764,,
2035,75FI,hardcoalPlantProLowStock,capaConvResi,0.02073,,
2040,75FI,hardcoalPlantProLowStock,capaConvResi,0.01382,,
2045,75FI,hardcoalPlantProLowStock,capaConvResi,0.00691,,
2020,75FI,oilPlantProLowStock,capaConvResi,0.19224,,
2025,75FI,oilPlantProLowStock,capaConvResi,0.1602,,
2030,75FI,oilPlantProLowStock,capaConvResi,0.12816,,
2035,75FI,oilPlantProLowStock,capaConvResi,0.09612,,
2040,75FI,oilPlantProLowStock,capaConvResi,0.06408,,
2045,75FI,oilPlantProLowStock,capaConvResi,0.03204,,
2020,75FI,bioBoilerProMed,capaConvResi,1.47476,,
2025,75FI,bioBoilerProMed,capaConvResi,1.22897,,
2030,75FI,bioBoilerProMed,capaConvResi,0.98317,,
2035,75FI,bioBoilerProMed,capaConvResi,0.73738,,
2040,75FI,bioBoilerProMed,capaConvResi,0.49158,,
2045,75FI,bioBoilerProMed,capaConvResi,0.24579,,
2020,75FI,bioGasEngineProMed,capaConvResi,5.20389,,
2025,75FI,bioGasEngineProMed,capaConvResi,4.33657,,
2030,75FI,bioGasEngineProMed,capaConvResi,3.46926,,
2035,75FI,bioGasEngineProMed,capaConvResi,2.60194,,
2040,75FI,bioGasEngineProMed,capaConvResi,1.73463,,
2045,75FI,bioGasEngineProMed,capaConvResi,0.86731,,
2020,75FI,ccgtGasBackProMed,capaConvResi,0.12804,,
2025,75FI,ccgtGasBackProMed,capaConvResi,0.1067,,
2030,75FI,ccgtGasBackProMed,capaConvResi,0.08536,,
2035,75FI,ccgtGasBackProMed,capaConvResi,0.06402,,
2040,75FI,ccgtGasBackProMed,capaConvResi,0.04268,,
2045,75FI,ccgtGasBackProMed,capaConvResi,0.02134,,
2020,75FI,coalBoilerProMed,capaConvResi,0.1429,,
2025,75FI,coalBoilerProMed,capaConvResi,0.11909,,
2030,75FI,coalBoilerProMed,capaConvResi,0.09527,,
2035,75FI,coalBoilerProMed,capaConvResi,0.07145,,
2040,75FI,coalBoilerProMed,capaConvResi,0.04763,,
2045,75FI,coalBoilerProMed,capaConvResi,0.02381,,
2020,75FI,eBoilerProMed,capaConvResi,0.01878,,
2025,75FI,eBoilerProMed,capaConvResi,0.01565,,
2030,75FI,eBoilerProMed,capaConvResi,0.01252,,
2035,75FI,eBoilerProMed,capaConvResi,0.00939,,
2040,75FI,eBoilerProMed,capaConvResi,0.00626,,
2045,75FI,eBoilerProMed,capaConvResi,0.00313,,
2020,75FI,gasBoilerProMed,capaConvResi,0.12727,,
2025,75FI,gasBoilerProMed,capaConvResi,0.10606,,
2030,75FI,gasBoilerProMed,capaConvResi,0.08485,,
2035,75FI,gasBoilerProMed,capaConvResi,0.06363,,
2040,75FI,gasBoilerProMed,capaConvResi,0.04242,,
2045,75FI,gasBoilerProMed,capaConvResi,0.02121,,
2020,75FI,gasEngineProMed,capaConvResi,0.50711,,
2025,75FI,gasEngineProMed,capaConvResi,0.42259,,
2030,75FI,gasEngineProMed,capaConvResi,0.33807,,
2035,75FI,gasEngineProMed,capaConvResi,0.25355,,
2040,75FI,gasEngineProMed,capaConvResi,0.16903,,
2045,75FI,gasEngineProMed,capaConvResi,0.08451,,
2020,75FI,oilBoilerProMed,capaConvResi,0.38036,,
2025,75FI,oilBoilerProMed,capaConvResi,0.31697,,
2030,75FI,oilBoilerProMed,capaConvResi,0.25357,,
2035,75FI,oilBoilerProMed,capaConvResi,0.19018,,
2040,75FI,oilBoilerProMed,capaConvResi,0.12678,,
2045,75FI,oilBoilerProMed,capaConvResi,0.06339,,
2020,75FI,hardcoalPlantProMedStock,capaConvResi,0.53652,,
2025,75FI,hardcoalPlantProMedStock,capaConvResi,0.4471,,
2030,75FI,hardcoalPlantProMedStock,capaConvResi,0.35768,,
2035,75FI,hardcoalPlantProMedStock,capaConvResi,0.26826,,
2040,75FI,hardcoalPlantProMedStock,capaConvResi,0.17884,,
2045,75FI,hardcoalPlantProMedStock,capaConvResi,0.08942,,
2020,75FI,oilPlantProMedStock,capaConvResi,0.1324,,
2025,75FI,oilPlantProMedStock,capaConvResi,0.11034,,
2030,75FI,oilPlantProMedStock,capaConvResi,0.08827,,
2035,75FI,oilPlantProMedStock,capaConvResi,0.0662,,
2040,75FI,oilPlantProMedStock,capaConvResi,0.04413,,
2045,75FI,oilPlantProMedStock,capaConvResi,0.02206,,
2020,75FI,districtHeatSpace,capaConvResi,11.17963,,
2025,75FI,districtHeatSpace,capaConvResi,6.85,,
2030,75FI,districtHeatSpace,capaConvResi,4.5406,,
2035,75FI,districtHeatSpace,capaConvResi,2.75011,,
2040,75FI,districtHeatSpace,capaConvResi,1.23658,,
2020,75FI,bioBoilerSpaceStock,capaConvResi,4.77256,,
2025,75FI,bioBoilerSpaceStock,capaConvResi,2.92425,,
2030,75FI,bioBoilerSpaceStock,capaConvResi,1.93837,,
2035,75FI,bioBoilerSpaceStock,capaConvResi,1.17402,,
2040,75FI,bioBoilerSpaceStock,capaConvResi,0.52789,,
2020,75FI,gasBoilerSpaceStock,capaConvResi,0.29612,,
2025,75FI,gasBoilerSpaceStock,capaConvResi,0.18143,,
2030,75FI,gasBoilerSpaceStock,capaConvResi,0.12026,,
2035,75FI,gasBoilerSpaceStock,capaConvResi,0.07284,,
2040,75FI,gasBoilerSpaceStock,capaConvResi,0.03275,,
2020,75FI,oilLiquidBoilerSpaceStock,capaConvResi,2.69714,,
2025,75FI,oilLiquidBoilerSpaceStock,capaConvResi,1.65259,,
2030,75FI,oilLiquidBoilerSpaceStock,capaConvResi,1.09544,,
2035,75FI,oilLiquidBoilerSpaceStock,capaConvResi,0.66348,,
2040,75FI,oilLiquidBoilerSpaceStock,capaConvResi,0.29833,,
2020,75FI,resistiveHeatSpaceStock,capaConvResi,7.03092,,
2025,75FI,resistiveHeatSpaceStock,capaConvResi,4.308,,
2030,75FI,resistiveHeatSpaceStock,capaConvResi,2.8556,,
2035,75FI,resistiveHeatSpaceStock,capaConvResi,1.72956,,
2040,75FI,resistiveHeatSpaceStock,capaConvResi,0.77769,,
2020,75FI,heatpumpAirSpace,capaConvResi,0.59572,,
2025,75FI,heatpumpAirSpace,capaConvResi,0.36501,,
2030,75FI,heatpumpAirSpace,capaConvResi,0.24195,,
2035,75FI,heatpumpAirSpace,capaConvResi,0.14654,,
2040,75FI,heatpumpAirSpace,capaConvResi,0.06589,,
2020,77LT,coalBoilerProHigh,capaConvResi,0.06596,,
2025,77LT,coalBoilerProHigh,capaConvResi,0.05496,,
2030,77LT,coalBoilerProHigh,capaConvResi,0.04397,,
2035,77LT,coalBoilerProHigh,capaConvResi,0.03298,,
2040,77LT,coalBoilerProHigh,capaConvResi,0.02198,,
2045,77LT,coalBoilerProHigh,capaConvResi,0.01099,,
2020,77LT,gasBoilerProHigh,capaConvResi,0.10216,,
2025,77LT,gasBoilerProHigh,capaConvResi,0.08513,,
2030,77LT,gasBoilerProHigh,capaConvResi,0.0681,,
2035,77LT,gasBoilerProHigh,capaConvResi,0.05108,,
2040,77LT,gasBoilerProHigh,capaConvResi,0.03405,,
2045,77LT,gasBoilerProHigh,capaConvResi,0.01702,,
2020,77LT,oilBoilerProHigh,capaConvResi,0.01038,,
2025,77LT,oilBoilerProHigh,capaConvResi,0.00865,,
2030,77LT,oilBoilerProHigh,capaConvResi,0.00692,,
2035,77LT,oilBoilerProHigh,capaConvResi,0.00519,,
2040,77LT,oilBoilerProHigh,capaConvResi,0.00346,,
2045,77LT,oilBoilerProHigh,capaConvResi,0.00173,,
2020,77LT,bioBoilerProLow,capaConvResi,0.0146,,
2025,77LT,bioBoilerProLow,capaConvResi,0.01216,,
2030,77LT,bioBoilerProLow,capaConvResi,0.00973,,
2035,77LT,bioBoilerProLow,capaConvResi,0.0073,,
2040,77LT,bioBoilerProLow,capaConvResi,0.00486,,
2045,77LT,bioBoilerProLow,capaConvResi,0.00243,,
2020,77LT,ccgtGasBackProLow,capaConvResi,0.09003,,
2025,77LT,ccgtGasBackProLow,capaConvResi,0.07503,,
2030,77LT,ccgtGasBackProLow,capaConvResi,0.06002,,
2035,77LT,ccgtGasBackProLow,capaConvResi,0.04501,,
2040,77LT,ccgtGasBackProLow,capaConvResi,0.03001,,
2045,77LT,ccgtGasBackProLow,capaConvResi,0.015,,
2020,77LT,coalBoilerProLow,capaConvResi,0.01178,,
2025,77LT,coalBoilerProLow,capaConvResi,0.00982,,
2030,77LT,coalBoilerProLow,capaConvResi,0.00785,,
2035,77LT,coalBoilerProLow,capaConvResi,0.00589,,
2040,77LT,coalBoilerProLow,capaConvResi,0.00392,,
2045,77LT,coalBoilerProLow,capaConvResi,0.00196,,
2020,77LT,districtHeatPro,capaConvResi,0.29396,,
2025,77LT,districtHeatPro,capaConvResi,0.24497,,
2030,77LT,districtHeatPro,capaConvResi,0.19597,,
2035,77LT,districtHeatPro,capaConvResi,0.14698,,
2040,77LT,districtHeatPro,capaConvResi,0.09798,,
2045,77LT,districtHeatPro,capaConvResi,0.04899,,
2020,77LT,gasBoilerProLow,capaConvResi,0.08913,,
2025,77LT,gasBoilerProLow,capaConvResi,0.07428,,
2030,77LT,gasBoilerProLow,capaConvResi,0.05942,,
2035,77LT,gasBoilerProLow,capaConvResi,0.04456,,
2040,77LT,gasBoilerProLow,capaConvResi,0.02971,,
2045,77LT,gasBoilerProLow,capaConvResi,0.01485,,
2020,77LT,gasEngineProLow,capaConvResi,0.02577,,
2025,77LT,gasEngineProLow,capaConvResi,0.02148,,
2030,77LT,gasEngineProLow,capaConvResi,0.01718,,
2035,77LT,gasEngineProLow,capaConvResi,0.01288,,
2040,77LT,gasEngineProLow,capaConvResi,0.00859,,
2045,77LT,gasEngineProLow,capaConvResi,0.00429,,
2020,77LT,oilBoilerProLow,capaConvResi,0.0177,,
2025,77LT,oilBoilerProLow,capaConvResi,0.01475,,
2030,77LT,oilBoilerProLow,capaConvResi,0.0118,,
2035,77LT,oilBoilerProLow,capaConvResi,0.00885,,
2040,77LT,oilBoilerProLow,capaConvResi,0.0059,,
2045,77LT,oilBoilerProLow,capaConvResi,0.00295,,
2020,77LT,bioBoilerProMed,capaConvResi,0.07702,,
2025,77LT,bioBoilerProMed,capaConvResi,0.06418,,
2030,77LT,bioBoilerProMed,capaConvResi,0.05134,,
2035,77LT,bioBoilerProMed,capaConvResi,0.03851,,
2040,77LT,bioBoilerProMed,capaConvResi,0.02567,,
2045,77LT,bioBoilerProMed,capaConvResi,0.01283,,
2020,77LT,bioGasEngineProMed,capaConvResi,0.0621,,
2025,77LT,bioGasEngineProMed,capaConvResi,0.05175,,
2030,77LT,bioGasEngineProMed,capaConvResi,0.0414,,
2035,77LT,bioGasEngineProMed,capaConvResi,0.03105,,
2040,77LT,bioGasEngineProMed,capaConvResi,0.0207,,
2045,77LT,bioGasEngineProMed,capaConvResi,0.01035,,
2020,77LT,ccgtGasBackProMed,capaConvResi,0.06045,,
2025,77LT,ccgtGasBackProMed,capaConvResi,0.05037,,
2030,77LT,ccgtGasBackProMed,capaConvResi,0.0403,,
2035,77LT,ccgtGasBackProMed,capaConvResi,0.03022,,
2040,77LT,ccgtGasBackProMed,capaConvResi,0.02015,,
2045,77LT,ccgtGasBackProMed,capaConvResi,0.01007,,
2020,77LT,coalBoilerProMed,capaConvResi,0.04367,,
2025,77LT,coalBoilerProMed,capaConvResi,0.03639,,
2030,77LT,coalBoilerProMed,capaConvResi,0.02911,,
2035,77LT,coalBoilerProMed,capaConvResi,0.02183,,
2040,77LT,coalBoilerProMed,capaConvResi,0.01455,,
2045,77LT,coalBoilerProMed,capaConvResi,0.00727,,
2020,77LT,gasBoilerProMed,capaConvResi,0.066,,
2025,77LT,gasBoilerProMed,capaConvResi,0.055,,
2030,77LT,gasBoilerProMed,capaConvResi,0.044,,
2035,77LT,gasBoilerProMed,capaConvResi,0.033,,
2040,77LT,gasBoilerProMed,capaConvResi,0.022,,
2045,77LT,gasBoilerProMed,capaConvResi,0.011,,
2020,77LT,gasEngineProMed,capaConvResi,0.0173,,
2025,77LT,gasEngineProMed,capaConvResi,0.01442,,
2030,77LT,gasEngineProMed,capaConvResi,0.01153,,
2035,77LT,gasEngineProMed,capaConvResi,0.00865,,
2040,77LT,gasEngineProMed,capaConvResi,0.00576,,
2045,77LT,gasEngineProMed,capaConvResi,0.00288,,
2020,77LT,oilBoilerProMed,capaConvResi,0.02287,,
2025,77LT,oilBoilerProMed,capaConvResi,0.01905,,
2030,77LT,oilBoilerProMed,capaConvResi,0.01524,,
2035,77LT,oilBoilerProMed,capaConvResi,0.01143,,
2040,77LT,oilBoilerProMed,capaConvResi,0.00762,,
2045,77LT,oilBoilerProMed,capaConvResi,0.00381,,
2020,77LT,hardcoalPlantProMedStock,capaConvResi,0.0349,,
2025,77LT,hardcoalPlantProMedStock,capaConvResi,0.02909,,
2030,77LT,hardcoalPlantProMedStock,capaConvResi,0.02327,,
2035,77LT,hardcoalPlantProMedStock,capaConvResi,0.01745,,
2040,77LT,hardcoalPlantProMedStock,capaConvResi,0.01163,,
2045,77LT,hardcoalPlantProMedStock,capaConvResi,0.00581,,
2020,77LT,districtHeatSpace,capaConvResi,2.85207,,
2025,77LT,districtHeatSpace,capaConvResi,2.27693,,
2030,77LT,districtHeatSpace,capaConvResi,1.50929,,
2035,77LT,districtHeatSpace,capaConvResi,0.91413,,
2040,77LT,districtHeatSpace,capaConvResi,0.41104,,
2020,77LT,bioBoilerSpaceStock,capaConvResi,2.44128,,
2025,77LT,bioBoilerSpaceStock,capaConvResi,1.94898,,
2030,77LT,bioBoilerSpaceStock,capaConvResi,1.2919,,
2035,77LT,bioBoilerSpaceStock,capaConvResi,0.78247,,
2040,77LT,bioBoilerSpaceStock,capaConvResi,0.35183,,
2020,77LT,gasBoilerSpaceStock,capaConvResi,0.7402,,
2025,77LT,gasBoilerSpaceStock,capaConvResi,0.59093,,
2030,77LT,gasBoilerSpaceStock,capaConvResi,0.3917,,
2035,77LT,gasBoilerSpaceStock,capaConvResi,0.23724,,
2040,77LT,gasBoilerSpaceStock,capaConvResi,0.10667,,
2020,77LT,oilLiquidBoilerSpaceStock,capaConvResi,0.19126,,
2025,77LT,oilLiquidBoilerSpaceStock,capaConvResi,0.15269,,
2030,77LT,oilLiquidBoilerSpaceStock,capaConvResi,0.10121,,
2035,77LT,oilLiquidBoilerSpaceStock,capaConvResi,0.0613,,
2040,77LT,oilLiquidBoilerSpaceStock,capaConvResi,0.02756,,
2020,77LT,resistiveHeatSpaceStock,capaConvResi,0.18918,,
2025,77LT,resistiveHeatSpaceStock,capaConvResi,0.15103,,
2030,77LT,resistiveHeatSpaceStock,capaConvResi,0.10011,,
2035,77LT,resistiveHeatSpaceStock,capaConvResi,0.06063,,
2040,77LT,resistiveHeatSpaceStock,capaConvResi,0.02726,,
2020,77LT,coalBoilerSpaceStock,capaConvResi,0.50098,,
