technology_3,region_2,timestep_2,parameter,value,source
bioBoilerSpace,UK,2035,costOprConv,20.637,
bioBoilerSpace,UK,2040,costOprConv,20.3997,
bioBoilerSpace,UK,2045,costOprConv,21.8486,
bioBoilerSpace,UK,2050,costOprConv,23.2976,
heatpumpAirSpace,UK,2025,lifeConv,17.6239,
heatpumpAirSpace,UK,2030,lifeConv,17.6239,
heatpumpAirSpace,UK,2035,lifeConv,17.6239,
heatpumpAirSpace,UK,2040,lifeConv,17.6239,
heatpumpAirSpace,UK,2045,lifeConv,17.6239,
heatpumpAirSpace,UK,2050,lifeConv,17.6239,
heatpumpAirSpace,UK,2025,costExpConv,3426.1751,
heatpumpAirSpace,UK,2030,costExpConv,3268.1901,
heatpumpAirSpace,UK,2035,costExpConv,3206.4188,
heatpumpAirSpace,UK,2040,costExpConv,3146.0766,
heatpumpAirSpace,UK,2045,costExpConv,3056.936,
heatpumpAirSpace,UK,2050,costExpConv,2967.7955,
heatpumpAirSpace,UK,2025,costOprConv,79.6512,
heatpumpAirSpace,UK,2030,costOprConv,82.1864,
heatpumpAirSpace,UK,2035,costOprConv,82.9368,
heatpumpAirSpace,UK,2040,costOprConv,83.6622,
heatpumpAirSpace,UK,2045,costOprConv,83.793,
heatpumpAirSpace,UK,2050,costOprConv,83.9237,
heatpumpGroundSpace,UK,2025,lifeConv,20,
heatpumpGroundSpace,UK,2030,lifeConv,20,
heatpumpGroundSpace,UK,2035,lifeConv,20,
heatpumpGroundSpace,UK,2040,lifeConv,20,
heatpumpGroundSpace,UK,2045,lifeConv,20,
heatpumpGroundSpace,UK,2050,lifeConv,20,
heatpumpGroundSpace,UK,2025,costExpConv,4830.1573,
heatpumpGroundSpace,UK,2030,costExpConv,4684.9698,
heatpumpGroundSpace,UK,2035,costExpConv,4650.8019,
heatpumpGroundSpace,UK,2040,costExpConv,4617.7068,
heatpumpGroundSpace,UK,2045,costExpConv,4529.4107,
heatpumpGroundSpace,UK,2050,costExpConv,4441.1145,
heatpumpGroundSpace,UK,2025,costOprConv,74.4951,
heatpumpGroundSpace,UK,2030,costOprConv,75.4582,
heatpumpGroundSpace,UK,2035,costOprConv,75.9158,
heatpumpGroundSpace,UK,2040,costOprConv,76.3312,
heatpumpGroundSpace,UK,2045,costOprConv,75.9603,
heatpumpGroundSpace,UK,2050,costOprConv,75.5895,
solarThermalResi_b,UK,2025,lifeConv,25,
solarThermalResi_b,UK,2030,lifeConv,30,
solarThermalResi_b,UK,2035,lifeConv,30,
solarThermalResi_b,UK,2040,lifeConv,30,
solarThermalResi_b,UK,2045,lifeConv,30,
solarThermalResi_b,UK,2050,lifeConv,30,
solarThermalResi_b,UK,2025,costExpConv,1077.0404,
solarThermalResi_b,UK,2030,costExpConv,1033.0015,
solarThermalResi_b,UK,2035,costExpConv,1006.1723,
solarThermalResi_b,UK,2040,costExpConv,981.5719,
solarThermalResi_b,UK,2045,costExpConv,957.2961,
solarThermalResi_b,UK,2050,costExpConv,933.0203,
solarThermalResi_b,UK,2025,costOprConv,7.7797,
solarThermalResi_b,UK,2030,costOprConv,7.8227,
solarThermalResi_b,UK,2035,costOprConv,7.6564,
solarThermalResi_b,UK,2040,costOprConv,7.5103,
solarThermalResi_b,UK,2045,costOprConv,7.3195,
solarThermalResi_b,UK,2050,costOprConv,7.1288,
resistiveHeatSpace,UK,2025,lifeConv,30,
resistiveHeatSpace,UK,2030,lifeConv,30,
resistiveHeatSpace,UK,2035,lifeConv,30,
resistiveHeatSpace,UK,2040,lifeConv,30,
resistiveHeatSpace,UK,2045,lifeConv,30,
resistiveHeatSpace,UK,2050,lifeConv,30,
resistiveHeatSpace,UK,,effConv,1,
resistiveHeatSpace,UK,2025,costExpConv,791.1388,
resistiveHeatSpace,UK,2030,costExpConv,771.5571,
resistiveHeatSpace,UK,2035,costExpConv,752.6964,
resistiveHeatSpace,UK,2040,costExpConv,733.8358,
resistiveHeatSpace,UK,2045,costExpConv,715.8972,
resistiveHeatSpace,UK,2050,costExpConv,697.9586,
resistiveHeatSpace,UK,2025,costOprConv,4.8717,
resistiveHeatSpace,UK,2030,costOprConv,4.6711,
resistiveHeatSpace,UK,2035,costOprConv,4.5696,
resistiveHeatSpace,UK,2040,costOprConv,4.468,
resistiveHeatSpace,UK,2045,costOprConv,4.3665,
resistiveHeatSpace,UK,2050,costOprConv,4.265,
solarThermalResi_a,AL,2025,lifeConv,25,
solarThermalResi_a,AL,2030,lifeConv,30,
solarThermalResi_a,AL,2035,lifeConv,30,
solarThermalResi_a,AL,2040,lifeConv,30,
solarThermalResi_a,AL,2045,lifeConv,30,
solarThermalResi_a,AL,2050,lifeConv,30,
solarThermalResi_a,AL,2025,costExpConv,1285.116,
solarThermalResi_a,AL,2030,costExpConv,1231.2228,
solarThermalResi_a,AL,2035,costExpConv,1197.5286,
solarThermalResi_a,AL,2040,costExpConv,1168.3293,
solarThermalResi_a,AL,2045,costExpConv,1139.4059,
solarThermalResi_a,AL,2050,costExpConv,1110.4824,
solarThermalResi_a,AL,2025,costOprConv,8.7665,
solarThermalResi_a,AL,2030,costOprConv,8.8489,
solarThermalResi_a,AL,2035,costOprConv,8.6575,
solarThermalResi_a,AL,2040,costOprConv,8.5023,
solarThermalResi_a,AL,2045,costOprConv,8.2853,
solarThermalResi_a,AL,2050,costOprConv,8.0683,
solarThermalResi_a,AT,2025,lifeConv,25,
solarThermalResi_a,AT,2030,lifeConv,30,
solarThermalResi_a,AT,2035,lifeConv,30,
solarThermalResi_a,AT,2040,lifeConv,30,
solarThermalResi_a,AT,2045,lifeConv,30,
solarThermalResi_a,AT,2050,lifeConv,30,
solarThermalResi_a,AT,2025,costExpConv,1106.4875,
solarThermalResi_a,AT,2030,costExpConv,1059.2934,
solarThermalResi_a,AT,2035,costExpConv,1028.613,
solarThermalResi_a,AT,2040,costExpConv,1003.5337,
solarThermalResi_a,AT,2045,costExpConv,978.6826,
solarThermalResi_a,AT,2050,costExpConv,953.8315,
solarThermalResi_a,AT,2025,costOprConv,7.4018,
solarThermalResi_a,AT,2030,costOprConv,7.4972,
solarThermalResi_a,AT,2035,costOprConv,7.3235,
solarThermalResi_a,AT,2040,costOprConv,7.195,
solarThermalResi_a,AT,2045,costOprConv,7.0179,
solarThermalResi_a,AT,2050,costOprConv,6.8408,
solarThermalResi_a,BA,2025,lifeConv,25,
solarThermalResi_a,BA,2030,lifeConv,30,
solarThermalResi_a,BA,2035,lifeConv,30,
solarThermalResi_a,BA,2040,lifeConv,30,
solarThermalResi_a,BA,2045,lifeConv,30,
solarThermalResi_a,BA,2050,lifeConv,30,
solarThermalResi_a,BA,2025,costExpConv,1285.116,
solarThermalResi_a,BA,2030,costExpConv,1231.22275,
solarThermalResi_a,BA,2035,costExpConv,1197.52855,
solarThermalResi_a,BA,2040,costExpConv,1168.3293,
solarThermalResi_a,BA,2045,costExpConv,1139.40585,
solarThermalResi_a,BA,2050,costExpConv,1110.48235,
solarThermalResi_a,BA,2025,costOprConv,8.7665,
solarThermalResi_a,BA,2030,costOprConv,8.84885,
solarThermalResi_a,BA,2035,costOprConv,8.6575,
solarThermalResi_a,BA,2040,costOprConv,8.50225,
solarThermalResi_a,BA,2045,costOprConv,8.2853,
solarThermalResi_a,BA,2050,costOprConv,8.0683,
solarThermalResi_a,BE,2025,lifeConv,25,
solarThermalResi_a,BE,2030,lifeConv,30,
solarThermalResi_a,BE,2035,lifeConv,30,
solarThermalResi_a,BE,2040,lifeConv,30,
solarThermalResi_a,BE,2045,lifeConv,30,
solarThermalResi_a,BE,2050,lifeConv,30,
solarThermalResi_a,BE,2025,costExpConv,1698.6293,
solarThermalResi_a,BE,2030,costExpConv,1622.408,
solarThermalResi_a,BE,2035,costExpConv,1578.292,
solarThermalResi_a,BE,2040,costExpConv,1540.0379,
solarThermalResi_a,BE,2045,costExpConv,1501.8198,
solarThermalResi_a,BE,2050,costExpConv,1463.6016,
solarThermalResi_a,BE,2025,costOprConv,9.9092,
solarThermalResi_a,BE,2030,costOprConv,10.1477,
solarThermalResi_a,BE,2035,costOprConv,9.9663,
solarThermalResi_a,BE,2040,costOprConv,9.8207,
solarThermalResi_a,BE,2045,costOprConv,9.5768,
solarThermalResi_a,BE,2050,costOprConv,9.3329,
solarThermalResi_a,BG,2025,lifeConv,25,
solarThermalResi_a,BG,2030,lifeConv,30,
solarThermalResi_a,BG,2035,lifeConv,30,
solarThermalResi_a,BG,2040,lifeConv,30,
solarThermalResi_a,BG,2045,lifeConv,30,
solarThermalResi_a,BG,2050,lifeConv,30,
solarThermalResi_a,BG,2025,costExpConv,1506.6565,
solarThermalResi_a,BG,2030,costExpConv,1443.3894,
solarThermalResi_a,BG,2035,costExpConv,1407.1838,
solarThermalResi_a,BG,2040,costExpConv,1372.9028,
solarThermalResi_a,BG,2045,costExpConv,1338.9078,
solarThermalResi_a,BG,2050,costExpConv,1304.9129,
solarThermalResi_a,BG,2025,costOprConv,10.1542,
solarThermalResi_a,BG,2030,costOprConv,10.2454,
solarThermalResi_a,BG,2035,costOprConv,10.0531,
solarThermalResi_a,BG,2040,costOprConv,9.8756,
solarThermalResi_a,BG,2045,costOprConv,9.619,
solarThermalResi_a,BG,2050,costOprConv,9.3624,
solarThermalResi_a,CH,2025,lifeConv,25,
solarThermalResi_a,CH,2030,lifeConv,30,
solarThermalResi_a,CH,2035,lifeConv,30,
solarThermalResi_a,CH,2040,lifeConv,30,
solarThermalResi_a,CH,2045,lifeConv,30,
solarThermalResi_a,CH,2050,lifeConv,30,
solarThermalResi_a,CH,2025,costExpConv,1346.376,
solarThermalResi_a,CH,2030,costExpConv,1288.8263,
solarThermalResi_a,CH,2035,costExpConv,1255.6121,
solarThermalResi_a,CH,2040,costExpConv,1225.041,
solarThermalResi_a,CH,2045,costExpConv,1194.6947,
solarThermalResi_a,CH,2050,costExpConv,1164.3483,
solarThermalResi_a,CH,2025,costOprConv,8.8359,
solarThermalResi_a,CH,2030,costOprConv,8.9497,
solarThermalResi_a,CH,2035,costOprConv,8.7793,
solarThermalResi_a,CH,2040,costOprConv,8.6288,
solarThermalResi_a,CH,2045,costOprConv,8.4107,
solarThermalResi_a,CH,2050,costOprConv,8.1925,
solarThermalResi_a,CZ,2025,lifeConv,25,
solarThermalResi_a,CZ,2030,lifeConv,30,
solarThermalResi_a,CZ,2035,lifeConv,30,
solarThermalResi_a,CZ,2040,lifeConv,30,
solarThermalResi_a,CZ,2045,lifeConv,30,
solarThermalResi_a,CZ,2050,lifeConv,30,
solarThermalResi_a,CZ,2025,costExpConv,1309.0958,
solarThermalResi_a,CZ,2030,costExpConv,1253.9656,
solarThermalResi_a,CZ,2035,costExpConv,1220.252,
solarThermalResi_a,CZ,2040,costExpConv,1190.5094,
solarThermalResi_a,CZ,2045,costExpConv,1161.0326,
solarThermalResi_a,CZ,2050,costExpConv,1131.5557,
solarThermalResi_a,CZ,2025,costOprConv,8.8512,
solarThermalResi_a,CZ,2030,costOprConv,8.9405,
solarThermalResi_a,CZ,2035,costOprConv,8.7538,
solarThermalResi_a,CZ,2040,costOprConv,8.5984,
solarThermalResi_a,CZ,2045,costOprConv,8.3791,
solarThermalResi_a,CZ,2050,costOprConv,8.1599,
solarThermalResi_a,DE,2025,lifeConv,25,
solarThermalResi_a,DE,2030,lifeConv,30,
solarThermalResi_a,DE,2035,lifeConv,30,
solarThermalResi_a,DE,2040,lifeConv,30,
solarThermalResi_a,DE,2045,lifeConv,30,
solarThermalResi_a,DE,2050,lifeConv,30,
solarThermalResi_a,DE,2025,costExpConv,1346.376,
solarThermalResi_a,DE,2030,costExpConv,1288.8263,
solarThermalResi_a,DE,2035,costExpConv,1255.6121,
solarThermalResi_a,DE,2040,costExpConv,1225.041,
solarThermalResi_a,DE,2045,costExpConv,1194.6947,
solarThermalResi_a,DE,2050,costExpConv,1164.3483,
solarThermalResi_a,DE,2025,costOprConv,8.8359,
solarThermalResi_a,DE,2030,costOprConv,8.9497,
solarThermalResi_a,DE,2035,costOprConv,8.7793,
solarThermalResi_a,DE,2040,costOprConv,8.6288,
solarThermalResi_a,DE,2045,costOprConv,8.4107,
solarThermalResi_a,DE,2050,costOprConv,8.1925,
solarThermalResi_a,DK,2025,lifeConv,25,
solarThermalResi_a,DK,2030,lifeConv,30,
solarThermalResi_a,DK,2035,lifeConv,30,
solarThermalResi_a,DK,2040,lifeConv,30,
solarThermalResi_a,DK,2045,lifeConv,30,
solarThermalResi_a,DK,2050,lifeConv,30,
solarThermalResi_a,DK,2025,costExpConv,1568.8495,
solarThermalResi_a,DK,2030,costExpConv,1500.4336,
solarThermalResi_a,DK,2035,costExpConv,1461.9477,
solarThermalResi_a,DK,2040,costExpConv,1426.4243,
solarThermalResi_a,DK,2045,costExpConv,1391.0621,
solarThermalResi_a,DK,2050,costExpConv,1355.7,
solarThermalResi_a,DK,2025,costOprConv,9.8029,
solarThermalResi_a,DK,2030,costOprConv,9.964,
solarThermalResi_a,DK,2035,costOprConv,9.7864,
solarThermalResi_a,DK,2040,costOprConv,9.6293,
solarThermalResi_a,DK,2045,costOprConv,9.3858,
solarThermalResi_a,DK,2050,costOprConv,9.1423,
solarThermalResi_a,EE,2025,lifeConv,25,
solarThermalResi_a,EE,2030,lifeConv,30,
solarThermalResi_a,EE,2035,lifeConv,30,
solarThermalResi_a,EE,2040,lifeConv,30,
solarThermalResi_a,EE,2045,lifeConv,30,
solarThermalResi_a,EE,2050,lifeConv,30,
solarThermalResi_a,EE,2025,costExpConv,1717.2782,
solarThermalResi_a,EE,2030,costExpConv,1640.6841,
solarThermalResi_a,EE,2035,costExpConv,1607.8575,
solarThermalResi_a,EE,2040,costExpConv,1568.8658,
solarThermalResi_a,EE,2045,costExpConv,1529.941,
solarThermalResi_a,EE,2050,costExpConv,1491.0161,
solarThermalResi_a,EE,2025,costOprConv,10.1643,
solarThermalResi_a,EE,2030,costOprConv,10.386,
solarThermalResi_a,EE,2035,costOprConv,10.2719,
solarThermalResi_a,EE,2040,costOprConv,10.1191,
solarThermalResi_a,EE,2045,costOprConv,9.8659,
solarThermalResi_a,EE,2050,costOprConv,9.6128,
solarThermalResi_a,ES,2025,lifeConv,25,
solarThermalResi_a,ES,2030,lifeConv,30,
solarThermalResi_a,ES,2035,lifeConv,30,
solarThermalResi_a,ES,2040,lifeConv,30,
solarThermalResi_a,ES,2045,lifeConv,30,
solarThermalResi_a,ES,2050,lifeConv,30,
solarThermalResi_a,ES,2025,costExpConv,1644.8898,
solarThermalResi_a,ES,2030,costExpConv,1574.453,
solarThermalResi_a,ES,2035,costExpConv,1534.8861,
solarThermalResi_a,ES,2040,costExpConv,1497.5507,
solarThermalResi_a,ES,2045,costExpConv,1460.4452,
solarThermalResi_a,ES,2050,costExpConv,1423.3397,
solarThermalResi_a,ES,2025,costOprConv,10.6403,
solarThermalResi_a,ES,2030,costOprConv,10.7687,
solarThermalResi_a,ES,2035,costOprConv,10.5754,
solarThermalResi_a,ES,2040,costOprConv,10.3981,
solarThermalResi_a,ES,2045,costOprConv,10.1297,
solarThermalResi_a,ES,2050,costOprConv,9.8614,
solarThermalResi_a,FI,2025,lifeConv,25,
solarThermalResi_a,FI,2030,lifeConv,30,
solarThermalResi_a,FI,2035,lifeConv,30,
solarThermalResi_a,FI,2040,lifeConv,30,
solarThermalResi_a,FI,2045,lifeConv,30,
solarThermalResi_a,FI,2050,lifeConv,30,
solarThermalResi_a,FI,2025,costExpConv,1494.7184,
solarThermalResi_a,FI,2030,costExpConv,1429.731,
solarThermalResi_a,FI,2035,costExpConv,1390.9482,
solarThermalResi_a,FI,2040,costExpConv,1357.1372,
solarThermalResi_a,FI,2045,costExpConv,1323.4971,
solarThermalResi_a,FI,2050,costExpConv,1289.8571,
solarThermalResi_a,FI,2025,costOprConv,9.4216,
solarThermalResi_a,FI,2030,costOprConv,9.573,
solarThermalResi_a,FI,2035,costOprConv,9.3856,
solarThermalResi_a,FI,2040,costOprConv,9.2329,
solarThermalResi_a,FI,2045,costOprConv,9.0001,
solarThermalResi_a,FI,2050,costOprConv,8.7673,
solarThermalResi_a,FR,2025,lifeConv,25,
solarThermalResi_a,FR,2030,lifeConv,30,
solarThermalResi_a,FR,2035,lifeConv,30,
solarThermalResi_a,FR,2040,lifeConv,30,
solarThermalResi_a,FR,2045,lifeConv,30,
solarThermalResi_a,FR,2050,lifeConv,30,
solarThermalResi_a,FR,2025,costExpConv,1476.3034,
solarThermalResi_a,FR,2030,costExpConv,1411.0782,
solarThermalResi_a,FR,2035,costExpConv,1371.7336,
solarThermalResi_a,FR,2040,costExpConv,1338.4298,
solarThermalResi_a,FR,2045,costExpConv,1305.2357,
solarThermalResi_a,FR,2050,costExpConv,1272.0417,
solarThermalResi_a,FR,2025,costOprConv,8.9902,
solarThermalResi_a,FR,2030,costOprConv,9.1749,
solarThermalResi_a,FR,2035,costOprConv,8.9947,
solarThermalResi_a,FR,2040,costOprConv,8.8545,
solarThermalResi_a,FR,2045,costOprConv,8.6348,
solarThermalResi_a,FR,2050,costOprConv,8.415,
solarThermalResi_a,GR,2025,lifeConv,25,
solarThermalResi_a,GR,2030,lifeConv,30,
solarThermalResi_a,GR,2035,lifeConv,30,
solarThermalResi_a,GR,2040,lifeConv,30,
solarThermalResi_a,GR,2045,lifeConv,30,
solarThermalResi_a,GR,2050,lifeConv,30,
solarThermalResi_a,GR,2025,costExpConv,1602.811,
solarThermalResi_a,GR,2030,costExpConv,1534.8081,
solarThermalResi_a,GR,2035,costExpConv,1496.9498,
solarThermalResi_a,GR,2040,costExpConv,1460.5132,
solarThermalResi_a,GR,2045,costExpConv,1424.3361,
solarThermalResi_a,GR,2050,costExpConv,1388.159,
solarThermalResi_a,GR,2025,costOprConv,10.5656,
solarThermalResi_a,GR,2030,costOprConv,10.6763,
solarThermalResi_a,GR,2035,costOprConv,10.4857,
solarThermalResi_a,GR,2040,costOprConv,10.3056,
solarThermalResi_a,GR,2045,costOprConv,10.0383,
solarThermalResi_a,GR,2050,costOprConv,9.7709,
solarThermalResi_a,HR,2025,lifeConv,25,
solarThermalResi_a,HR,2030,lifeConv,30,
solarThermalResi_a,HR,2035,lifeConv,30,
solarThermalResi_a,HR,2040,lifeConv,30,
solarThermalResi_a,HR,2045,lifeConv,30,
solarThermalResi_a,HR,2050,lifeConv,30,
solarThermalResi_a,HR,2025,costExpConv,1641.8725,
solarThermalResi_a,HR,2030,costExpConv,1570.0721,
solarThermalResi_a,HR,2035,costExpConv,1529.99,
solarThermalResi_a,HR,2040,costExpConv,1492.8256,
solarThermalResi_a,HR,2045,costExpConv,1455.8129,
solarThermalResi_a,HR,2050,costExpConv,1418.8003,
solarThermalResi_a,HR,2025,costOprConv,10.1775,
solarThermalResi_a,HR,2030,costOprConv,10.3478,
solarThermalResi_a,HR,2035,costOprConv,10.1667,
solarThermalResi_a,HR,2040,costOprConv,10.0054,
solarThermalResi_a,HR,2045,costOprConv,9.7519,
solarThermalResi_a,HR,2050,costOprConv,9.4983,
solarThermalResi_a,HU,2025,lifeConv,25,
solarThermalResi_a,HU,2030,lifeConv,30,
solarThermalResi_a,HU,2035,lifeConv,30,
solarThermalResi_a,HU,2040,lifeConv,30,
solarThermalResi_a,HU,2045,lifeConv,30,
solarThermalResi_a,HU,2050,lifeConv,30,
solarThermalResi_a,HU,2025,costExpConv,1514.6393,
solarThermalResi_a,HU,2030,costExpConv,1450.8869,
solarThermalResi_a,HU,2035,costExpConv,1414.1937,
solarThermalResi_a,HU,2040,costExpConv,1379.7475,
solarThermalResi_a,HU,2045,costExpConv,1345.5805,
solarThermalResi_a,HU,2050,costExpConv,1311.4135,
solarThermalResi_a,HU,2025,costOprConv,10.1616,
solarThermalResi_a,HU,2030,costOprConv,10.2568,
solarThermalResi_a,HU,2035,costOprConv,10.0629,
solarThermalResi_a,HU,2040,costOprConv,9.8861,
solarThermalResi_a,HU,2045,costOprConv,9.6296,
solarThermalResi_a,HU,2050,costOprConv,9.3731,
solarThermalResi_a,IE,2025,lifeConv,25,
solarThermalResi_a,IE,2030,lifeConv,30,
solarThermalResi_a,IE,2035,lifeConv,30,
solarThermalResi_a,IE,2040,lifeConv,30,
solarThermalResi_a,IE,2045,lifeConv,30,
solarThermalResi_a,IE,2050,lifeConv,30,
solarThermalResi_a,IE,2025,costExpConv,1239.3157,
solarThermalResi_a,IE,2030,costExpConv,1186.3696,
solarThermalResi_a,IE,2035,costExpConv,1155.0438,
solarThermalResi_a,IE,2040,costExpConv,1126.9073,
solarThermalResi_a,IE,2045,costExpConv,1098.995,
solarThermalResi_a,IE,2050,costExpConv,1071.0828,
solarThermalResi_a,IE,2025,costOprConv,8.1881,
solarThermalResi_a,IE,2030,costOprConv,8.2952,
solarThermalResi_a,IE,2035,costOprConv,8.1299,
solarThermalResi_a,IE,2040,costOprConv,7.9893,
solarThermalResi_a,IE,2045,costOprConv,7.7895,
solarThermalResi_a,IE,2050,costOprConv,7.5896,
solarThermalResi_a,IT,2025,lifeConv,25,
solarThermalResi_a,IT,2030,lifeConv,30,
solarThermalResi_a,IT,2035,lifeConv,30,
solarThermalResi_a,IT,2040,lifeConv,30,
solarThermalResi_a,IT,2045,lifeConv,30,
solarThermalResi_a,IT,2050,lifeConv,30,
solarThermalResi_a,IT,2025,costExpConv,1744.6321,
solarThermalResi_a,IT,2030,costExpConv,1667.2529,
solarThermalResi_a,IT,2035,costExpConv,1621.4988,
solarThermalResi_a,IT,2040,costExpConv,1582.159,
solarThermalResi_a,IT,2045,costExpConv,1542.9118,
solarThermalResi_a,IT,2050,costExpConv,1503.6645,
solarThermalResi_a,IT,2025,costOprConv,10.457,
solarThermalResi_a,IT,2030,costOprConv,10.665,
solarThermalResi_a,IT,2035,costOprConv,10.4658,
solarThermalResi_a,IT,2040,costOprConv,10.3075,
solarThermalResi_a,IT,2045,costOprConv,10.0482,
solarThermalResi_a,IT,2050,costOprConv,9.7888,
solarThermalResi_a,LT,2025,lifeConv,25,
solarThermalResi_a,LT,2030,lifeConv,30,
solarThermalResi_a,LT,2035,lifeConv,30,
solarThermalResi_a,LT,2040,lifeConv,30,
solarThermalResi_a,LT,2045,lifeConv,30,
solarThermalResi_a,LT,2050,lifeConv,30,
solarThermalResi_a,LT,2025,costExpConv,1233.5753,
solarThermalResi_a,LT,2030,costExpConv,1181.186,
solarThermalResi_a,LT,2035,costExpConv,1148.4193,
solarThermalResi_a,LT,2040,costExpConv,1120.4324,
solarThermalResi_a,LT,2045,costExpConv,1092.6857,
solarThermalResi_a,LT,2050,costExpConv,1064.939,
solarThermalResi_a,LT,2025,costOprConv,8.2458,
solarThermalResi_a,LT,2030,costOprConv,8.3437,
solarThermalResi_a,LT,2035,costOprConv,8.163,
solarThermalResi_a,LT,2040,costOprConv,8.02,
solarThermalResi_a,LT,2045,costOprConv,7.8186,
solarThermalResi_a,LT,2050,costOprConv,7.6171,
solarThermalResi_a,LU,2025,lifeConv,25,
solarThermalResi_a,LU,2030,lifeConv,30,
solarThermalResi_a,LU,2035,lifeConv,30,
solarThermalResi_a,LU,2040,lifeConv,30,
solarThermalResi_a,LU,2045,lifeConv,30,
solarThermalResi_a,LU,2050,lifeConv,30,
solarThermalResi_a,LU,2025,costExpConv,993.5611,
solarThermalResi_a,LU,2030,costExpConv,950.6887,
solarThermalResi_a,LU,2035,costExpConv,923.1473,
solarThermalResi_a,LU,2040,costExpConv,900.6363,
solarThermalResi_a,LU,2045,costExpConv,878.3296,
solarThermalResi_a,LU,2050,costExpConv,856.0229,
solarThermalResi_a,LU,2025,costOprConv,6.5672,
solarThermalResi_a,LU,2030,costOprConv,6.6674,
solarThermalResi_a,LU,2035,costOprConv,6.5136,
solarThermalResi_a,LU,2040,costOprConv,6.401,
solarThermalResi_a,LU,2045,costOprConv,6.248,
solarThermalResi_a,LU,2050,costOprConv,6.095,
solarThermalResi_a,LV,2025,lifeConv,25,
solarThermalResi_a,LV,2030,lifeConv,30,
solarThermalResi_a,LV,2035,lifeConv,30,
solarThermalResi_a,LV,2040,lifeConv,30,
solarThermalResi_a,LV,2045,lifeConv,30,
solarThermalResi_a,LV,2050,lifeConv,30,
solarThermalResi_a,LV,2025,costExpConv,1812.8867,
solarThermalResi_a,LV,2030,costExpConv,1733.261,
solarThermalResi_a,LV,2035,costExpConv,1689.2112,
solarThermalResi_a,LV,2040,costExpConv,1648.2017,
solarThermalResi_a,LV,2045,costExpConv,1607.3288,
solarThermalResi_a,LV,2050,costExpConv,1566.456,
solarThermalResi_a,LV,2025,costOprConv,11.0894,
solarThermalResi_a,LV,2030,costOprConv,11.2765,
solarThermalResi_a,LV,2035,costOprConv,11.0845,
solarThermalResi_a,LV,2040,costOprConv,10.9126,
solarThermalResi_a,LV,2045,costOprConv,10.6344,
solarThermalResi_a,LV,2050,costOprConv,10.3563,
solarThermalResi_a,ME,2025,lifeConv,25,
solarThermalResi_a,ME,2030,lifeConv,30,
solarThermalResi_a,ME,2035,lifeConv,30,
solarThermalResi_a,ME,2040,lifeConv,30,
solarThermalResi_a,ME,2045,lifeConv,30,
solarThermalResi_a,ME,2050,lifeConv,30,
solarThermalResi_a,ME,2025,costExpConv,1285.116,
solarThermalResi_a,ME,2030,costExpConv,1231.2228,
solarThermalResi_a,ME,2035,costExpConv,1197.5286,
solarThermalResi_a,ME,2040,costExpConv,1168.3293,
solarThermalResi_a,ME,2045,costExpConv,1139.4059,
solarThermalResi_a,ME,2050,costExpConv,1110.4824,
solarThermalResi_a,ME,2025,costOprConv,8.7665,
solarThermalResi_a,ME,2030,costOprConv,8.8489,
solarThermalResi_a,ME,2035,costOprConv,8.6575,
solarThermalResi_a,ME,2040,costOprConv,8.5023,
solarThermalResi_a,ME,2045,costOprConv,8.2853,
solarThermalResi_a,ME,2050,costOprConv,8.0683,
solarThermalResi_a,MK,2025,lifeConv,25,
solarThermalResi_a,MK,2030,lifeConv,30,
solarThermalResi_a,MK,2035,lifeConv,30,
solarThermalResi_a,MK,2040,lifeConv,30,
solarThermalResi_a,MK,2045,lifeConv,30,
solarThermalResi_a,MK,2050,lifeConv,30,
solarThermalResi_a,MK,2025,costExpConv,1285.116,
solarThermalResi_a,MK,2030,costExpConv,1231.2228,
solarThermalResi_a,MK,2035,costExpConv,1197.5286,
solarThermalResi_a,MK,2040,costExpConv,1168.3293,
solarThermalResi_a,MK,2045,costExpConv,1139.4059,
solarThermalResi_a,MK,2050,costExpConv,1110.4824,
solarThermalResi_a,MK,2025,costOprConv,8.7665,
solarThermalResi_a,MK,2030,costOprConv,8.8489,
solarThermalResi_a,MK,2035,costOprConv,8.6575,
solarThermalResi_a,MK,2040,costOprConv,8.5023,
solarThermalResi_a,MK,2045,costOprConv,8.2853,
solarThermalResi_a,MK,2050,costOprConv,8.0683,
solarThermalResi_a,NL,2025,lifeConv,25,
solarThermalResi_a,NL,2030,lifeConv,30,
solarThermalResi_a,NL,2035,lifeConv,30,
solarThermalResi_a,NL,2040,lifeConv,30,
solarThermalResi_a,NL,2045,lifeConv,30,
solarThermalResi_a,NL,2050,lifeConv,30,
