region_4,technology_3,carrier_1,parameter,value,source
93UK,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
93UK,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
93UK,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
93UK,solarThermalSpace,electricity,ratioConvOutFix,1,
94UK,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
94UK,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
94UK,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
94UK,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
94UK,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
94UK,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
94UK,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
94UK,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
94UK,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
94UK,solarThermalSpace,electricity,ratioConvOutFix,1,
95UK,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
95UK,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
95UK,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
95UK,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
95UK,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
95UK,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
95UK,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
95UK,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
95UK,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
95UK,solarThermalSpace,electricity,ratioConvOutFix,1,
96IE,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
96IE,hardcoalPlantProLowStock,electricity,ratioConvOutFix,0.245524297,
96IE,oilPlantProLowStock,electricity,ratioConvOutFix,0.312509123,
96IE,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
96IE,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
96IE,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
96IE,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
96IE,solarThermalSpace,electricity,ratioConvOutFix,1,
98IT,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.538950715,
98IT,gasEngineProLowStock,electricity,ratioConvOutFix,0.374625375,
98IT,bioGasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
98IT,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.538950715,
98IT,gasEngineProMedStock,electricity,ratioConvOutFix,0.374625375,
98IT,hardcoalPlantProMedStock,electricity,ratioConvOutFix,0.245524297,
98IT,oilPlantProMedStock,electricity,ratioConvOutFix,0.227134333,
98IT,solarThermalSpace,electricity,ratioConvOutFix,1,
99FR,ccgtGasBackProLowStock,electricity,ratioConvOutFix,0.650720239,
99FR,gasEngineProLowStock,electricity,ratioConvOutFix,0.47636096,
99FR,ccgtGasBackProMedStock,electricity,ratioConvOutFix,0.650720239,
