region_4,technology_3,carrier_1,parameter,value,source
56IT,gasBoilerProHighStock,,effConv,0.7,
56IT,oilBoilerProHighStock,,effConv,0.98,
56IT,bioBoilerProLowStock,,effConv,0.7,
56IT,ccgtGasBackProLowStock,,effConv,0.75,
56IT,coalBoilerProLowStock,,effConv,0.898333333,
56IT,districtHeatPro,,effConv,0.8,
56IT,gasBoilerProLowStock,,effConv,0.705788343,
56IT,eBoilerProLow,,effConv,0.99,
56IT,gasEngineProLowStock,,effConv,0.875,
56IT,oilBoilerProLowStock,,effConv,0.964166667,
56IT,oilPlantProLowStock,,effConv,0.775,
56IT,bioBoilerProMedStock,,effConv,0.98,
56IT,bioGasEngineProMedStock,,effConv,0.875,
56IT,ccgtGasBackProMedStock,,effConv,0.75,
56IT,coalBoilerProMedStock,,effConv,0.898333333,
56IT,eBoilerProMed,,effConv,0.930833333,
56IT,gasBoilerProMedStock,,effConv,0.7,
56IT,gasEngineProMedStock,,effConv,0.875,
56IT,oilBoilerProMedStock,,effConv,0.954166667,
56IT,hardcoalPlantProMedStock,,effConv,0.85,
56IT,oilPlantProMedStock,,effConv,0.846002329,
56IT,districtHeatSpace,,effConv,0.8,
56IT,bioBoilerSpaceStock,,effConv,0.565062391,
56IT,gasBoilerSpaceStock,,effConv,0.775846626,
56IT,oilLiquidBoilerSpaceStock,,effConv,0.72,
56IT,resistiveHeatSpaceStock,,effConv,0.895,
57SI,coalBoilerProHighStock,,effConv,1,
57SI,eBoilerProHigh,,effConv,1,
57SI,gasBoilerProHighStock,,effConv,0.7,
57SI,oilBoilerProHighStock,,effConv,0.880782287,
57SI,districtHeatPro,,effConv,0.8,
57SI,gasBoilerProLowStock,,effConv,0.7,
57SI,gasEngineProLowStock,,effConv,0.875,
57SI,oilBoilerProLowStock,,effConv,0.849220921,
57SI,oilPlantProLowStock,,effConv,0.775,
57SI,bioBoilerProMedStock,,effConv,0.98,
57SI,coalBoilerProMedStock,,effConv,0.898333333,
57SI,eBoilerProMed,,effConv,0.930833333,
57SI,gasBoilerProMedStock,,effConv,0.7,
57SI,gasEngineProMedStock,,effConv,0.875,
57SI,oilBoilerProMedStock,,effConv,0.840413099,
57SI,hardcoalPlantProMedStock,,effConv,0.85,
57SI,oilPlantProMedStock,,effConv,0.846002329,
57SI,districtHeatSpace,,effConv,0.8,
57SI,bioBoilerSpaceStock,,effConv,0.704229225,
57SI,gasBoilerSpaceStock,,effConv,0.98,
57SI,oilLiquidBoilerSpaceStock,,effConv,0.72,
57SI,resistiveHeatSpaceStock,,effConv,0.881,
58HU,coalBoilerProHighStock,,effConv,0.7,
58HU,eBoilerProHigh,,effConv,1,
58HU,gasBoilerProHighStock,,effConv,0.7,
58HU,oilBoilerProHighStock,,effConv,0.7,
58HU,bioBoilerProLowStock,,effConv,0.7,
58HU,districtHeatPro,,effConv,0.8,
58HU,gasBoilerProLowStock,,effConv,0.7,
58HU,eBoilerProLow,,effConv,0.99,
58HU,gasEngineProLowStock,,effConv,0.875,
58HU,bioBoilerProMedStock,,effConv,0.98,
58HU,bioGasEngineProMedStock,,effConv,0.875,
58HU,coalBoilerProMedStock,,effConv,0.7,
58HU,eBoilerProMed,,effConv,0.930833333,
58HU,gasBoilerProMedStock,,effConv,0.7,
58HU,gasEngineProMedStock,,effConv,0.875,
58HU,oilBoilerProMedStock,,effConv,0.7,
58HU,hardcoalPlantProMedStock,,effConv,0.85,
58HU,districtHeatSpace,,effConv,0.8,
58HU,bioBoilerSpaceStock,,effConv,0.55,
58HU,gasBoilerSpaceStock,,effConv,0.730365204,
58HU,oilLiquidBoilerSpaceStock,,effConv,0.72,
58HU,resistiveHeatSpaceStock,,effConv,0.895,
58HU,coalBoilerSpaceStock,,effConv,0.98,
59RO,coalBoilerProHighStock,,effConv,0.743115688,
59RO,eBoilerProHigh,,effConv,1,
59RO,gasBoilerProHighStock,,effConv,0.896629516,
59RO,oilBoilerProHighStock,,effConv,0.795142032,
59RO,bioBoilerProLowStock,,effConv,0.7,
59RO,ccgtGasBackProLowStock,,effConv,0.75,
59RO,coalBoilerProLowStock,,effConv,0.7,
59RO,districtHeatPro,,effConv,0.8,
59RO,gasBoilerProLowStock,,effConv,0.920539637,
59RO,eBoilerProLow,,effConv,0.99,
59RO,gasEngineProLowStock,,effConv,0.875,
59RO,oilBoilerProLowStock,,effConv,0.766649442,
59RO,hardcoalPlantProLowStock,,effConv,0.85,
59RO,oilPlantProLowStock,,effConv,0.775,
59RO,bioBoilerProMedStock,,effConv,0.98,
59RO,bioGasEngineProMedStock,,effConv,0.875,
59RO,ccgtGasBackProMedStock,,effConv,0.75,
59RO,coalBoilerProMedStock,,effConv,0.7,
59RO,eBoilerProMed,,effConv,0.930833333,
59RO,gasBoilerProMedStock,,effConv,0.834612642,
59RO,gasEngineProMedStock,,effConv,0.875,
59RO,oilBoilerProMedStock,,effConv,0.758698022,
59RO,hardcoalPlantProMedStock,,effConv,0.85,
59RO,oilPlantProMedStock,,effConv,0.846002329,
59RO,districtHeatSpace,,effConv,0.8,
59RO,bioBoilerSpaceStock,,effConv,0.576705836,
59RO,gasBoilerSpaceStock,,effConv,0.72,
59RO,oilLiquidBoilerSpaceStock,,effConv,0.72,
59RO,resistiveHeatSpaceStock,,effConv,0.714,
59RO,coalBoilerSpaceStock,,effConv,0.729415147,
60RO,coalBoilerProHighStock,,effConv,0.743115688,
60RO,eBoilerProHigh,,effConv,1,
60RO,gasBoilerProHighStock,,effConv,0.896629516,
60RO,oilBoilerProHighStock,,effConv,0.795142032,
60RO,bioBoilerProLowStock,,effConv,0.7,
60RO,ccgtGasBackProLowStock,,effConv,0.75,
60RO,coalBoilerProLowStock,,effConv,0.7,
60RO,districtHeatPro,,effConv,0.8,
60RO,gasBoilerProLowStock,,effConv,0.920539637,
60RO,eBoilerProLow,,effConv,0.99,
60RO,gasEngineProLowStock,,effConv,0.875,
60RO,oilBoilerProLowStock,,effConv,0.766649442,
60RO,hardcoalPlantProLowStock,,effConv,0.85,
60RO,oilPlantProLowStock,,effConv,0.775,
60RO,bioBoilerProMedStock,,effConv,0.98,
60RO,bioGasEngineProMedStock,,effConv,0.875,
60RO,ccgtGasBackProMedStock,,effConv,0.75,
60RO,coalBoilerProMedStock,,effConv,0.7,
60RO,eBoilerProMed,,effConv,0.930833333,
60RO,gasBoilerProMedStock,,effConv,0.834612642,
60RO,gasEngineProMedStock,,effConv,0.875,
60RO,oilBoilerProMedStock,,effConv,0.758698022,
60RO,hardcoalPlantProMedStock,,effConv,0.85,
60RO,oilPlantProMedStock,,effConv,0.846002329,
60RO,districtHeatSpace,,effConv,0.8,
60RO,bioBoilerSpaceStock,,effConv,0.576705836,
60RO,gasBoilerSpaceStock,,effConv,0.72,
60RO,oilLiquidBoilerSpaceStock,,effConv,0.72,
60RO,resistiveHeatSpaceStock,,effConv,0.714,
60RO,coalBoilerSpaceStock,,effConv,0.729415147,
61RO,coalBoilerProHighStock,,effConv,0.743115688,
61RO,eBoilerProHigh,,effConv,1,
61RO,gasBoilerProHighStock,,effConv,0.896629516,
61RO,oilBoilerProHighStock,,effConv,0.795142032,
61RO,bioBoilerProLowStock,,effConv,0.7,
61RO,ccgtGasBackProLowStock,,effConv,0.75,
61RO,coalBoilerProLowStock,,effConv,0.7,
61RO,districtHeatPro,,effConv,0.8,
61RO,gasBoilerProLowStock,,effConv,0.920539637,
61RO,eBoilerProLow,,effConv,0.99,
61RO,gasEngineProLowStock,,effConv,0.875,
61RO,oilBoilerProLowStock,,effConv,0.766649442,
61RO,hardcoalPlantProLowStock,,effConv,0.85,
61RO,oilPlantProLowStock,,effConv,0.775,
61RO,bioBoilerProMedStock,,effConv,0.98,
61RO,bioGasEngineProMedStock,,effConv,0.875,
61RO,ccgtGasBackProMedStock,,effConv,0.75,
61RO,coalBoilerProMedStock,,effConv,0.7,
61RO,eBoilerProMed,,effConv,0.930833333,
61RO,gasBoilerProMedStock,,effConv,0.834612642,
61RO,gasEngineProMedStock,,effConv,0.875,
61RO,oilBoilerProMedStock,,effConv,0.758698022,
61RO,hardcoalPlantProMedStock,,effConv,0.85,
61RO,oilPlantProMedStock,,effConv,0.846002329,
61RO,districtHeatSpace,,effConv,0.8,
61RO,bioBoilerSpaceStock,,effConv,0.576705836,
61RO,gasBoilerSpaceStock,,effConv,0.72,
61RO,oilLiquidBoilerSpaceStock,,effConv,0.72,
61RO,resistiveHeatSpaceStock,,effConv,0.714,
61RO,coalBoilerSpaceStock,,effConv,0.729415147,
62HR,coalBoilerProHighStock,,effConv,0.856037171,
62HR,gasBoilerProHighStock,,effConv,0.721054525,
62HR,oilBoilerProHighStock,,effConv,0.79230653,
62HR,bioBoilerProLowStock,,effConv,0.7,
62HR,coalBoilerProLowStock,,effConv,0.769006726,
62HR,districtHeatPro,,effConv,0.8,
62HR,gasBoilerProLowStock,,effConv,0.740282646,
62HR,gasEngineProLowStock,,effConv,0.875,
62HR,oilBoilerProLowStock,,effConv,0.763915546,
62HR,oilPlantProLowStock,,effConv,0.775,
62HR,bioBoilerProMedStock,,effConv,0.8925,
62HR,bioGasEngineProMedStock,,effConv,0.875,
62HR,coalBoilerProMedStock,,effConv,0.769006726,
62HR,gasBoilerProMedStock,,effConv,0.7,
62HR,gasEngineProMedStock,,effConv,0.875,
62HR,oilBoilerProMedStock,,effConv,0.755992481,
62HR,hardcoalPlantProMedStock,,effConv,0.85,
62HR,oilPlantProMedStock,,effConv,0.846002329,
62HR,districtHeatSpace,,effConv,0.8,
62HR,bioBoilerSpaceStock,,effConv,0.677547343,
62HR,gasBoilerSpaceStock,,effConv,0.72,
62HR,oilLiquidBoilerSpaceStock,,effConv,0.72,
62HR,resistiveHeatSpaceStock,,effConv,0.833,
63BA,coalBoilerProHighStock,,effConv,1,
63BA,gasBoilerProHighStock,,effConv,0.98,
63BA,oilBoilerProHighStock,,effConv,0.98,
63BA,ccgtGasBackProLowStock,,effConv,0.75,
63BA,gasBoilerProLowStock,,effConv,0.98,
63BA,gasEngineProLowStock,,effConv,0.875,
63BA,oilBoilerProLowStock,,effConv,0.964166667,
63BA,oilPlantProLowStock,,effConv,0.775,
63BA,ccgtGasBackProMedStock,,effConv,0.75,
63BA,coalBoilerProMedStock,,effConv,0.898333333,
63BA,gasBoilerProMedStock,,effConv,0.930833333,
63BA,gasEngineProMedStock,,effConv,0.875,
63BA,oilBoilerProMedStock,,effConv,0.954166667,
63BA,oilPlantProMedStock,,effConv,0.846002329,
63BA,districtHeatSpace,,effConv,0.8,
63BA,bioBoilerSpaceStock,,effConv,0.582,
63BA,gasBoilerSpaceStock,,effConv,0.798,
63BA,resistiveHeatSpaceStock,,effConv,0.714,
63BA,coalBoilerSpaceStock,,effConv,0.623,
64ME,coalBoilerProHighStock,,effConv,1,
64ME,gasBoilerProHighStock,,effConv,0.98,
64ME,oilBoilerProHighStock,,effConv,0.98,
64ME,ccgtGasBackProLowStock,,effConv,0.75,
64ME,gasBoilerProLowStock,,effConv,0.98,
64ME,oilBoilerProLowStock,,effConv,0.964166667,
64ME,ccgtGasBackProMedStock,,effConv,0.75,
64ME,gasBoilerProMedStock,,effConv,0.930833333,
64ME,oilBoilerProMedStock,,effConv,0.954166667,
64ME,districtHeatSpace,,effConv,0.8,
64ME,bioBoilerSpaceStock,,effConv,0.582,
64ME,gasBoilerSpaceStock,,effConv,0.798,
64ME,resistiveHeatSpaceStock,,effConv,0.714,
64ME,coalBoilerSpaceStock,,effConv,0.623,
65RS,coalBoilerProHighStock,,effConv,1,
65RS,gasBoilerProHighStock,,effConv,0.98,
65RS,oilBoilerProHighStock,,effConv,0.98,
65RS,ccgtGasBackProLowStock,,effConv,0.75,
65RS,coalBoilerProLowStock,,effConv,0.898333333,
65RS,gasBoilerProLowStock,,effConv,0.98,
65RS,gasEngineProLowStock,,effConv,0.875,
65RS,oilBoilerProLowStock,,effConv,0.964166667,
65RS,oilPlantProLowStock,,effConv,0.775,
65RS,ccgtGasBackProMedStock,,effConv,0.75,
65RS,coalBoilerProMedStock,,effConv,0.898333333,
65RS,gasBoilerProMedStock,,effConv,0.930833333,
65RS,gasEngineProMedStock,,effConv,0.875,
65RS,oilBoilerProMedStock,,effConv,0.954166667,
65RS,hardcoalPlantProMedStock,,effConv,0.85,
65RS,oilPlantProMedStock,,effConv,0.846002329,
65RS,districtHeatSpace,,effConv,0.8,
65RS,bioBoilerSpaceStock,,effConv,0.582,
65RS,gasBoilerSpaceStock,,effConv,0.798,
65RS,resistiveHeatSpaceStock,,effConv,0.714,
65RS,coalBoilerSpaceStock,,effConv,0.623,
66BG,coalBoilerProHighStock,,effConv,0.740840023,
66BG,eBoilerProHigh,,effConv,1,
66BG,gasBoilerProHighStock,,effConv,0.848682186,
66BG,oilBoilerProHighStock,,effConv,0.7,
66BG,bioBoilerProLowStock,,effConv,0.7,
66BG,ccgtGasBackProLowStock,,effConv,0.75,
66BG,coalBoilerProLowStock,,effConv,0.7,
66BG,districtHeatPro,,effConv,0.8,
66BG,gasBoilerProLowStock,,effConv,0.871313711,
66BG,eBoilerProLow,,effConv,0.99,
66BG,gasEngineProLowStock,,effConv,0.875,
66BG,oilBoilerProLowStock,,effConv,0.7,
66BG,bioBoilerProMedStock,,effConv,0.8925,
66BG,bioGasEngineProMedStock,,effConv,0.875,
66BG,coalBoilerProMedStock,,effConv,0.7,
66BG,eBoilerProMed,,effConv,0.930833333,
66BG,gasBoilerProMedStock,,effConv,0.789981668,
66BG,gasEngineProMedStock,,effConv,0.875,
66BG,oilBoilerProMedStock,,effConv,0.7,
66BG,districtHeatSpace,,effConv,0.8,
66BG,bioBoilerSpaceStock,,effConv,0.55,
66BG,gasBoilerSpaceStock,,effConv,0.98,
66BG,oilLiquidBoilerSpaceStock,,effConv,0.72,
66BG,resistiveHeatSpaceStock,,effConv,0.917,
66BG,coalBoilerSpaceStock,,effConv,0.733761771,
67MK,coalBoilerProHighStock,,effConv,1,
67MK,gasBoilerProHighStock,,effConv,0.98,
67MK,oilBoilerProHighStock,,effConv,0.98,
67MK,ccgtGasBackProLowStock,,effConv,0.75,
67MK,gasBoilerProLowStock,,effConv,0.98,
67MK,gasEngineProLowStock,,effConv,0.875,
67MK,oilBoilerProLowStock,,effConv,0.964166667,
67MK,oilPlantProLowStock,,effConv,0.775,
67MK,ccgtGasBackProMedStock,,effConv,0.75,
67MK,coalBoilerProMedStock,,effConv,0.898333333,
67MK,gasBoilerProMedStock,,effConv,0.930833333,
67MK,gasEngineProMedStock,,effConv,0.875,
67MK,oilBoilerProMedStock,,effConv,0.954166667,
67MK,oilPlantProMedStock,,effConv,0.846002329,
67MK,districtHeatSpace,,effConv,0.8,
67MK,bioBoilerSpaceStock,,effConv,0.582,
67MK,gasBoilerSpaceStock,,effConv,0.798,
67MK,resistiveHeatSpaceStock,,effConv,0.714,
67MK,coalBoilerSpaceStock,,effConv,0.623,
68GR,coalBoilerProHighStock,,effConv,0.879692797,
68GR,eBoilerProHigh,,effConv,1,
68GR,gasBoilerProHighStock,,effConv,0.829746091,
68GR,oilBoilerProHighStock,,effConv,0.917780469,
68GR,bioBoilerProLowStock,,effConv,0.7,
68GR,ccgtGasBackProLowStock,,effConv,0.75,
68GR,coalBoilerProLowStock,,effConv,0.790257363,
68GR,gasBoilerProLowStock,,effConv,0.851872654,
68GR,eBoilerProLow,,effConv,0.99,
68GR,gasEngineProLowStock,,effConv,0.875,
68GR,oilBoilerProLowStock,,effConv,0.884893336,
68GR,oilPlantProLowStock,,effConv,0.775,
68GR,bioBoilerProMedStock,,effConv,0.98,
68GR,bioGasEngineProMedStock,,effConv,0.875,
68GR,ccgtGasBackProMedStock,,effConv,0.75,
68GR,coalBoilerProMedStock,,effConv,0.790257363,
68GR,eBoilerProMed,,effConv,0.930833333,
68GR,gasBoilerProMedStock,,effConv,0.77235532,
68GR,gasEngineProMedStock,,effConv,0.875,
68GR,oilBoilerProMedStock,,effConv,0.875715531,
68GR,hardcoalPlantProMedStock,,effConv,0.85,
68GR,oilPlantProMedStock,,effConv,0.846002329,
68GR,districtHeatSpace,,effConv,0.8,
68GR,bioBoilerSpaceStock,,effConv,0.55,
68GR,gasBoilerSpaceStock,,effConv,0.98,
68GR,oilLiquidBoilerSpaceStock,,effConv,0.72,
68GR,resistiveHeatSpaceStock,,effConv,0.89,
69GR,coalBoilerProHighStock,,effConv,0.879692797,
69GR,eBoilerProHigh,,effConv,1,
69GR,gasBoilerProHighStock,,effConv,0.829746091,
69GR,oilBoilerProHighStock,,effConv,0.917780469,
69GR,bioBoilerProLowStock,,effConv,0.7,
69GR,ccgtGasBackProLowStock,,effConv,0.75,
69GR,coalBoilerProLowStock,,effConv,0.790257363,
69GR,gasBoilerProLowStock,,effConv,0.851872654,
69GR,eBoilerProLow,,effConv,0.99,
69GR,gasEngineProLowStock,,effConv,0.875,
69GR,oilBoilerProLowStock,,effConv,0.884893336,
69GR,oilPlantProLowStock,,effConv,0.775,
69GR,bioBoilerProMedStock,,effConv,0.98,
69GR,bioGasEngineProMedStock,,effConv,0.875,
69GR,ccgtGasBackProMedStock,,effConv,0.75,
69GR,coalBoilerProMedStock,,effConv,0.790257363,
69GR,eBoilerProMed,,effConv,0.930833333,
69GR,gasBoilerProMedStock,,effConv,0.77235532,
69GR,gasEngineProMedStock,,effConv,0.875,
69GR,oilBoilerProMedStock,,effConv,0.875715531,
69GR,hardcoalPlantProMedStock,,effConv,0.85,
69GR,oilPlantProMedStock,,effConv,0.846002329,
69GR,districtHeatSpace,,effConv,0.8,
69GR,bioBoilerSpaceStock,,effConv,0.55,
69GR,gasBoilerSpaceStock,,effConv,0.98,
69GR,oilLiquidBoilerSpaceStock,,effConv,0.72,
69GR,resistiveHeatSpaceStock,,effConv,0.89,
70AL,coalBoilerProHighStock,,effConv,1,
70AL,gasBoilerProHighStock,,effConv,0.98,
70AL,oilBoilerProHighStock,,effConv,0.98,
70AL,ccgtGasBackProLowStock,,effConv,0.75,
70AL,gasBoilerProLowStock,,effConv,0.98,
70AL,gasEngineProLowStock,,effConv,0.875,
70AL,oilBoilerProLowStock,,effConv,0.964166667,
70AL,oilPlantProLowStock,,effConv,0.775,
70AL,ccgtGasBackProMedStock,,effConv,0.75,
70AL,coalBoilerProMedStock,,effConv,0.898333333,
70AL,gasBoilerProMedStock,,effConv,0.930833333,
70AL,gasEngineProMedStock,,effConv,0.875,
70AL,oilBoilerProMedStock,,effConv,0.954166667,
70AL,oilPlantProMedStock,,effConv,0.846002329,
70AL,districtHeatSpace,,effConv,0.8,
70AL,bioBoilerSpaceStock,,effConv,0.582,
70AL,gasBoilerSpaceStock,,effConv,0.798,
70AL,resistiveHeatSpaceStock,,effConv,0.714,
70AL,coalBoilerSpaceStock,,effConv,0.623,
72DK,coalBoilerProHighStock,,effConv,0.7,
72DK,gasBoilerProHighStock,,effConv,0.7,
72DK,oilBoilerProHighStock,,effConv,0.7,
72DK,bioBoilerProLowStock,,effConv,0.7,
72DK,ccgtGasBackProLowStock,,effConv,0.75,
72DK,coalBoilerProLowStock,,effConv,0.7,
72DK,districtHeatPro,,effConv,0.8,
72DK,gasBoilerProLowStock,,effConv,0.7,
72DK,eBoilerProLow,,effConv,0.99,
72DK,gasEngineProLowStock,,effConv,0.875,
72DK,oilBoilerProLowStock,,effConv,0.7,
72DK,hardcoalPlantProLowStock,,effConv,0.85,
72DK,oilPlantProLowStock,,effConv,0.775,
72DK,bioBoilerProMedStock,,effConv,0.98,
72DK,bioGasEngineProMedStock,,effConv,0.875,
72DK,ccgtGasBackProMedStock,,effConv,0.75,
72DK,coalBoilerProMedStock,,effConv,0.7,
72DK,eBoilerProMed,,effConv,0.930833333,
72DK,gasBoilerProMedStock,,effConv,0.7,
72DK,gasEngineProMedStock,,effConv,0.875,
72DK,oilBoilerProMedStock,,effConv,0.7,
72DK,hardcoalPlantProMedStock,,effConv,0.85,
72DK,oilPlantProMedStock,,effConv,0.846002329,
72DK,districtHeatSpace,,effConv,0.8,
72DK,bioBoilerSpaceStock,,effConv,0.550126683,
72DK,gasBoilerSpaceStock,,effConv,0.72,
72DK,oilLiquidBoilerSpaceStock,,effConv,0.72,
72DK,resistiveHeatSpaceStock,,effConv,0.933,
73EE,coalBoilerProHighStock,,effConv,1,
73EE,gasBoilerProHighStock,,effConv,0.98,
73EE,oilBoilerProHighStock,,effConv,0.98,
73EE,bioBoilerProLowStock,,effConv,0.7,
73EE,ccgtGasBackProLowStock,,effConv,0.75,
73EE,districtHeatPro,,effConv,0.8,
73EE,gasBoilerProLowStock,,effConv,0.98,
73EE,oilBoilerProLowStock,,effConv,0.964166667,
73EE,bioBoilerProMedStock,,effConv,0.98,
73EE,bioGasEngineProMedStock,,effConv,0.875,
73EE,ccgtGasBackProMedStock,,effConv,0.75,
73EE,coalBoilerProMedStock,,effConv,0.898333333,
73EE,gasBoilerProMedStock,,effConv,0.98,
73EE,gasEngineProMedStock,,effConv,0.875,
73EE,oilBoilerProMedStock,,effConv,0.954166667,
73EE,districtHeatSpace,,effConv,0.8,
73EE,bioBoilerSpaceStock,,effConv,0.55,
73EE,gasBoilerSpaceStock,,effConv,0.72,
73EE,oilLiquidBoilerSpaceStock,,effConv,0.72,
73EE,resistiveHeatSpaceStock,,effConv,0.913,
73EE,coalBoilerSpaceStock,,effConv,0.98,
74FI,coalBoilerProHighStock,,effConv,0.7,
74FI,eBoilerProHigh,,effConv,1,
74FI,gasBoilerProHighStock,,effConv,0.98,
74FI,oilBoilerProHighStock,,effConv,0.897505073,
74FI,bioBoilerProLowStock,,effConv,0.7,
74FI,ccgtGasBackProLowStock,,effConv,0.75,
74FI,districtHeatPro,,effConv,0.8,
74FI,gasBoilerProLowStock,,effConv,0.98,
74FI,eBoilerProLow,,effConv,0.99,
74FI,gasEngineProLowStock,,effConv,0.875,
74FI,oilBoilerProLowStock,,effConv,0.865344474,
74FI,oilPlantProLowStock,,effConv,0.775,
74FI,bioBoilerProMedStock,,effConv,0.98,
74FI,bioGasEngineProMedStock,,effConv,0.875,
74FI,ccgtGasBackProMedStock,,effConv,0.75,
74FI,coalBoilerProMedStock,,effConv,0.7,
74FI,eBoilerProMed,,effConv,0.930833333,
74FI,gasBoilerProMedStock,,effConv,0.98,
74FI,gasEngineProMedStock,,effConv,0.875,
74FI,oilBoilerProMedStock,,effConv,0.856369423,
74FI,hardcoalPlantProMedStock,,effConv,0.85,
74FI,oilPlantProMedStock,,effConv,0.846002329,
74FI,districtHeatSpace,,effConv,0.8,
74FI,bioBoilerSpaceStock,,effConv,0.55,
74FI,gasBoilerSpaceStock,,effConv,0.98,
74FI,oilLiquidBoilerSpaceStock,,effConv,0.72,
74FI,resistiveHeatSpaceStock,,effConv,0.935,
75FI,coalBoilerProHighStock,,effConv,0.7,
75FI,eBoilerProHigh,,effConv,1,
75FI,gasBoilerProHighStock,,effConv,0.98,
75FI,oilBoilerProHighStock,,effConv,0.897505073,
75FI,bioBoilerProLowStock,,effConv,0.7,
75FI,ccgtGasBackProLowStock,,effConv,0.75,
75FI,coalBoilerProLowStock,,effConv,0.7,
75FI,districtHeatPro,,effConv,0.8,
75FI,gasBoilerProLowStock,,effConv,0.98,
75FI,eBoilerProLow,,effConv,0.99,
75FI,gasEngineProLowStock,,effConv,0.875,
75FI,oilBoilerProLowStock,,effConv,0.865344474,
75FI,hardcoalPlantProLowStock,,effConv,0.85,
75FI,oilPlantProLowStock,,effConv,0.775,
75FI,bioBoilerProMedStock,,effConv,0.98,
75FI,bioGasEngineProMedStock,,effConv,0.875,
75FI,ccgtGasBackProMedStock,,effConv,0.75,
75FI,coalBoilerProMedStock,,effConv,0.7,
75FI,eBoilerProMed,,effConv,0.930833333,
75FI,gasBoilerProMedStock,,effConv,0.98,
75FI,gasEngineProMedStock,,effConv,0.875,
75FI,oilBoilerProMedStock,,effConv,0.856369423,
75FI,hardcoalPlantProMedStock,,effConv,0.85,
75FI,oilPlantProMedStock,,effConv,0.846002329,
75FI,districtHeatSpace,,effConv,0.8,
75FI,bioBoilerSpaceStock,,effConv,0.55,
75FI,gasBoilerSpaceStock,,effConv,0.98,
75FI,oilLiquidBoilerSpaceStock,,effConv,0.72,
75FI,resistiveHeatSpaceStock,,effConv,0.935,
77LT,coalBoilerProHighStock,,effConv,0.947910307,
77LT,gasBoilerProHighStock,,effConv,0.812715435,
77LT,oilBoilerProHighStock,,effConv,0.904511189,
77LT,bioBoilerProLowStock,,effConv,0.7,
77LT,ccgtGasBackProLowStock,,effConv,0.75,
77LT,coalBoilerProLowStock,,effConv,0.851539426,
77LT,districtHeatPro,,effConv,0.8,
77LT,gasBoilerProLowStock,,effConv,0.834387847,
77LT,gasEngineProLowStock,,effConv,0.875,
77LT,oilBoilerProLowStock,,effConv,0.872099538,
77LT,bioBoilerProMedStock,,effConv,0.98,
77LT,bioGasEngineProMedStock,,effConv,0.875,
77LT,ccgtGasBackProMedStock,,effConv,0.75,
77LT,coalBoilerProMedStock,,effConv,0.851539426,
77LT,gasBoilerProMedStock,,effConv,0.756502618,
77LT,gasEngineProMedStock,,effConv,0.875,
77LT,oilBoilerProMedStock,,effConv,0.863054426,
77LT,hardcoalPlantProMedStock,,effConv,0.85,
77LT,districtHeatSpace,,effConv,0.8,
77LT,bioBoilerSpaceStock,,effConv,0.55,
77LT,gasBoilerSpaceStock,,effConv,0.72,
77LT,oilLiquidBoilerSpaceStock,,effConv,0.72,
77LT,resistiveHeatSpaceStock,,effConv,0.929,
77LT,coalBoilerSpaceStock,,effConv,0.98,
78LV,coalBoilerProHighStock,,effConv,1,
78LV,eBoilerProHigh,,effConv,1,
78LV,gasBoilerProHighStock,,effConv,0.98,
78LV,oilBoilerProHighStock,,effConv,0.98,
78LV,bioBoilerProLowStock,,effConv,0.7,
78LV,coalBoilerProLowStock,,effConv,0.898333333,
78LV,districtHeatPro,,effConv,0.8,
78LV,gasBoilerProLowStock,,effConv,0.98,
78LV,gasEngineProLowStock,,effConv,0.875,
78LV,oilBoilerProLowStock,,effConv,0.964166667,
78LV,bioBoilerProMedStock,,effConv,0.98,
78LV,bioGasEngineProMedStock,,effConv,0.875,
78LV,coalBoilerProMedStock,,effConv,0.898333333,
78LV,eBoilerProMed,,effConv,0.930833333,
78LV,gasBoilerProMedStock,,effConv,0.98,
78LV,gasEngineProMedStock,,effConv,0.875,
78LV,oilBoilerProMedStock,,effConv,0.954166667,
78LV,districtHeatSpace,,effConv,0.8,
78LV,bioBoilerSpaceStock,,effConv,0.646508974,
78LV,gasBoilerSpaceStock,,effConv,0.72,
78LV,oilLiquidBoilerSpaceStock,,effConv,0.72,
78LV,resistiveHeatSpaceStock,,effConv,0.925,
78LV,coalBoilerSpaceStock,,effConv,0.98,
79NO,coalBoilerProHighStock,,effConv,0.7,
79NO,eBoilerProHigh,,effConv,1,
79NO,gasBoilerProHighStock,,effConv,0.98,
79NO,oilBoilerProHighStock,,effConv,0.7,
79NO,bioBoilerProLowStock,,effConv,0.7,
79NO,districtHeatPro,,effConv,0.8,
79NO,gasBoilerProLowStock,,effConv,0.98,
79NO,eBoilerProLow,,effConv,0.99,
79NO,gasEngineProLowStock,,effConv,0.875,
79NO,oilBoilerProLowStock,,effConv,0.7,
79NO,oilPlantProLowStock,,effConv,0.775,
79NO,bioBoilerProMedStock,,effConv,0.98,
79NO,bioGasEngineProMedStock,,effConv,0.875,
79NO,coalBoilerProMedStock,,effConv,0.7,
79NO,eBoilerProMed,,effConv,0.930833333,
79NO,oilBoilerProMedStock,,effConv,0.7,
79NO,oilPlantProMedStock,,effConv,0.846002329,
79NO,districtHeatSpace,,effConv,0.8,
79NO,bioBoilerSpaceStock,,effConv,0.936589564,
79NO,gasBoilerSpaceStock,,effConv,0.98,
