timestep_3,timestep_5,region_4,carrier_1,parameter,value
d004,h0084,24FR,frtRoadLight,mustOut,0.396229257
d004,h0085,24FR,frtRoadLight,mustOut,0.408767093
d004,h0086,24FR,frtRoadLight,mustOut,0.466272672
d004,h0087,24FR,frtRoadLight,mustOut,0.592055462
d004,h0088,24FR,frtRoadLight,mustOut,0.616954755
d004,h0089,24FR,frtRoadLight,mustOut,0.622491148
d004,h0090,24FR,frtRoadLight,mustOut,0.606947392
d004,h0091,24FR,frtRoadLight,mustOut,0.567512919
d004,h0092,24FR,frtRoadLight,mustOut,0.502353366
d004,h0093,24FR,frtRoadLight,mustOut,0.481686879
d004,h0094,24FR,frtRoadLight,mustOut,0.402530647
d004,h0095,24FR,frtRoadLight,mustOut,0.309605069
d004,h0096,24FR,frtRoadLight,mustOut,0.131282733
d001,h0001,25FR,frtRoadLight,mustOut,0.48281444
d001,h0002,25FR,frtRoadLight,mustOut,0.484989957
d001,h0003,25FR,frtRoadLight,mustOut,0.544048523
d001,h0004,25FR,frtRoadLight,mustOut,0.638230518
d001,h0005,25FR,frtRoadLight,mustOut,0.740448003
d001,h0006,25FR,frtRoadLight,mustOut,0.775615198
d001,h0007,25FR,frtRoadLight,mustOut,0.783966569
d001,h0008,25FR,frtRoadLight,mustOut,0.762330967
d001,h0009,25FR,frtRoadLight,mustOut,0.707522981
d001,h0010,25FR,frtRoadLight,mustOut,0.640498851
d001,h0011,25FR,frtRoadLight,mustOut,0.621929829
d001,h0012,25FR,frtRoadLight,mustOut,0.602724309
d001,h0013,25FR,frtRoadLight,mustOut,0.589629555
d001,h0014,25FR,frtRoadLight,mustOut,0.526125111
d001,h0015,25FR,frtRoadLight,mustOut,0.498187781
d001,h0016,25FR,frtRoadLight,mustOut,0.379359486
d001,h0017,25FR,frtRoadLight,mustOut,0.235881494
d001,h0018,25FR,frtRoadLight,mustOut,0.115461366
d001,h0019,25FR,frtRoadLight,mustOut,0.219583899
d001,h0020,25FR,frtRoadLight,mustOut,0.350655974
d001,h0021,25FR,frtRoadLight,mustOut,0.477788696
d001,h0022,25FR,frtRoadLight,mustOut,0.56542536
d001,h0023,25FR,frtRoadLight,mustOut,0.624870587
d001,h0024,25FR,frtRoadLight,mustOut,0.623023482
d002,h0025,25FR,frtRoadLight,mustOut,0.643943843
d002,h0026,25FR,frtRoadLight,mustOut,0.689580472
d002,h0027,25FR,frtRoadLight,mustOut,0.747599285
d002,h0028,25FR,frtRoadLight,mustOut,0.770006915
d002,h0029,25FR,frtRoadLight,mustOut,0.750848128
d002,h0030,25FR,frtRoadLight,mustOut,0.70870318
d002,h0031,25FR,frtRoadLight,mustOut,0.683885837
d002,h0032,25FR,frtRoadLight,mustOut,0.706719776
d002,h0033,25FR,frtRoadLight,mustOut,0.693775663
d002,h0034,25FR,frtRoadLight,mustOut,0.667251852
d002,h0035,25FR,frtRoadLight,mustOut,0.609233374
d002,h0036,25FR,frtRoadLight,mustOut,0.612357931
d002,h0037,25FR,frtRoadLight,mustOut,0.609099558
d002,h0038,25FR,frtRoadLight,mustOut,0.582847987
d002,h0039,25FR,frtRoadLight,mustOut,0.536041947
d002,h0040,25FR,frtRoadLight,mustOut,0.480414392
d002,h0041,25FR,frtRoadLight,mustOut,0.42145861
d002,h0042,25FR,frtRoadLight,mustOut,0.373521064
d002,h0043,25FR,frtRoadLight,mustOut,0.348341273
d002,h0044,25FR,frtRoadLight,mustOut,0.361789686
d002,h0045,25FR,frtRoadLight,mustOut,0.395593369
d002,h0046,25FR,frtRoadLight,mustOut,0.520435225
d002,h0047,25FR,frtRoadLight,mustOut,0.621715715
d002,h0048,25FR,frtRoadLight,mustOut,0.694349921
d003,h0049,25FR,frtRoadLight,mustOut,0.643805968
d003,h0050,25FR,frtRoadLight,mustOut,0.603185288
d003,h0051,25FR,frtRoadLight,mustOut,0.545948852
d003,h0052,25FR,frtRoadLight,mustOut,0.530683866
d003,h0053,25FR,frtRoadLight,mustOut,0.495705671
d003,h0054,25FR,frtRoadLight,mustOut,0.516862377
d003,h0055,25FR,frtRoadLight,mustOut,0.55904069
d003,h0056,25FR,frtRoadLight,mustOut,0.668383488
d003,h0057,25FR,frtRoadLight,mustOut,0.726454223
d003,h0058,25FR,frtRoadLight,mustOut,0.78160127
d003,h0059,25FR,frtRoadLight,mustOut,0.76160179
d003,h0060,25FR,frtRoadLight,mustOut,0.750778574
d003,h0061,25FR,frtRoadLight,mustOut,0.698088608
d003,h0062,25FR,frtRoadLight,mustOut,0.63927654
d003,h0063,25FR,frtRoadLight,mustOut,0.536456497
d003,h0064,25FR,frtRoadLight,mustOut,0.444256146
d003,h0065,25FR,frtRoadLight,mustOut,0.330503697
d003,h0066,25FR,frtRoadLight,mustOut,0.311020835
d003,h0067,25FR,frtRoadLight,mustOut,0.313098296
d003,h0068,25FR,frtRoadLight,mustOut,0.375921787
d003,h0069,25FR,frtRoadLight,mustOut,0.45533216
d003,h0070,25FR,frtRoadLight,mustOut,0.479683969
d003,h0071,25FR,frtRoadLight,mustOut,0.506127793
d003,h0072,25FR,frtRoadLight,mustOut,0.403019584
d004,h0073,25FR,frtRoadLight,mustOut,0.409792211
d004,h0074,25FR,frtRoadLight,mustOut,0.403616529
d004,h0075,25FR,frtRoadLight,mustOut,0.506266605
d004,h0076,25FR,frtRoadLight,mustOut,0.531634747
d004,h0077,25FR,frtRoadLight,mustOut,0.557768324
d004,h0078,25FR,frtRoadLight,mustOut,0.535455822
d004,h0079,25FR,frtRoadLight,mustOut,0.522912167
d004,h0080,25FR,frtRoadLight,mustOut,0.489946461
d004,h0081,25FR,frtRoadLight,mustOut,0.473934009
d004,h0082,25FR,frtRoadLight,mustOut,0.485453267
d004,h0083,25FR,frtRoadLight,mustOut,0.473113189
d004,h0084,25FR,frtRoadLight,mustOut,0.396229257
d004,h0085,25FR,frtRoadLight,mustOut,0.408767093
d004,h0086,25FR,frtRoadLight,mustOut,0.466272672
d004,h0087,25FR,frtRoadLight,mustOut,0.592055462
d004,h0088,25FR,frtRoadLight,mustOut,0.616954755
d004,h0089,25FR,frtRoadLight,mustOut,0.622491148
d004,h0090,25FR,frtRoadLight,mustOut,0.606947392
d004,h0091,25FR,frtRoadLight,mustOut,0.567512919
d004,h0092,25FR,frtRoadLight,mustOut,0.502353366
d004,h0093,25FR,frtRoadLight,mustOut,0.481686879
d004,h0094,25FR,frtRoadLight,mustOut,0.402530647
d004,h0095,25FR,frtRoadLight,mustOut,0.309605069
d004,h0096,25FR,frtRoadLight,mustOut,0.131282733
d001,h0001,26FR,frtRoadLight,mustOut,0.48281444
d001,h0002,26FR,frtRoadLight,mustOut,0.484989957
d001,h0003,26FR,frtRoadLight,mustOut,0.544048523
d001,h0004,26FR,frtRoadLight,mustOut,0.638230518
d001,h0005,26FR,frtRoadLight,mustOut,0.740448003
d001,h0006,26FR,frtRoadLight,mustOut,0.775615198
d001,h0007,26FR,frtRoadLight,mustOut,0.783966569
d001,h0008,26FR,frtRoadLight,mustOut,0.762330967
d001,h0009,26FR,frtRoadLight,mustOut,0.707522981
d001,h0010,26FR,frtRoadLight,mustOut,0.640498851
d001,h0011,26FR,frtRoadLight,mustOut,0.621929829
d001,h0012,26FR,frtRoadLight,mustOut,0.602724309
d001,h0013,26FR,frtRoadLight,mustOut,0.589629555
d001,h0014,26FR,frtRoadLight,mustOut,0.526125111
d001,h0015,26FR,frtRoadLight,mustOut,0.498187781
d001,h0016,26FR,frtRoadLight,mustOut,0.379359486
d001,h0017,26FR,frtRoadLight,mustOut,0.235881494
d001,h0018,26FR,frtRoadLight,mustOut,0.115461366
d001,h0019,26FR,frtRoadLight,mustOut,0.219583899
d001,h0020,26FR,frtRoadLight,mustOut,0.350655974
d001,h0021,26FR,frtRoadLight,mustOut,0.477788696
d001,h0022,26FR,frtRoadLight,mustOut,0.56542536
d001,h0023,26FR,frtRoadLight,mustOut,0.624870587
d001,h0024,26FR,frtRoadLight,mustOut,0.623023482
d002,h0025,26FR,frtRoadLight,mustOut,0.643943843
d002,h0026,26FR,frtRoadLight,mustOut,0.689580472
d002,h0027,26FR,frtRoadLight,mustOut,0.747599285
d002,h0028,26FR,frtRoadLight,mustOut,0.770006915
d002,h0029,26FR,frtRoadLight,mustOut,0.750848128
d002,h0030,26FR,frtRoadLight,mustOut,0.70870318
d002,h0031,26FR,frtRoadLight,mustOut,0.683885837
d002,h0032,26FR,frtRoadLight,mustOut,0.706719776
d002,h0033,26FR,frtRoadLight,mustOut,0.693775663
d002,h0034,26FR,frtRoadLight,mustOut,0.667251852
d002,h0035,26FR,frtRoadLight,mustOut,0.609233374
d002,h0036,26FR,frtRoadLight,mustOut,0.612357931
d002,h0037,26FR,frtRoadLight,mustOut,0.609099558
d002,h0038,26FR,frtRoadLight,mustOut,0.582847987
d002,h0039,26FR,frtRoadLight,mustOut,0.536041947
d002,h0040,26FR,frtRoadLight,mustOut,0.480414392
d002,h0041,26FR,frtRoadLight,mustOut,0.42145861
d002,h0042,26FR,frtRoadLight,mustOut,0.373521064
d002,h0043,26FR,frtRoadLight,mustOut,0.348341273
d002,h0044,26FR,frtRoadLight,mustOut,0.361789686
d002,h0045,26FR,frtRoadLight,mustOut,0.395593369
d002,h0046,26FR,frtRoadLight,mustOut,0.520435225
d002,h0047,26FR,frtRoadLight,mustOut,0.621715715
d002,h0048,26FR,frtRoadLight,mustOut,0.694349921
d003,h0049,26FR,frtRoadLight,mustOut,0.643805968
d003,h0050,26FR,frtRoadLight,mustOut,0.603185288
d003,h0051,26FR,frtRoadLight,mustOut,0.545948852
d003,h0052,26FR,frtRoadLight,mustOut,0.530683866
d003,h0053,26FR,frtRoadLight,mustOut,0.495705671
d003,h0054,26FR,frtRoadLight,mustOut,0.516862377
d003,h0055,26FR,frtRoadLight,mustOut,0.55904069
d003,h0056,26FR,frtRoadLight,mustOut,0.668383488
d003,h0057,26FR,frtRoadLight,mustOut,0.726454223
d003,h0058,26FR,frtRoadLight,mustOut,0.78160127
d003,h0059,26FR,frtRoadLight,mustOut,0.76160179
d003,h0060,26FR,frtRoadLight,mustOut,0.750778574
d003,h0061,26FR,frtRoadLight,mustOut,0.698088608
d003,h0062,26FR,frtRoadLight,mustOut,0.63927654
d003,h0063,26FR,frtRoadLight,mustOut,0.536456497
d003,h0064,26FR,frtRoadLight,mustOut,0.444256146
d003,h0065,26FR,frtRoadLight,mustOut,0.330503697
d003,h0066,26FR,frtRoadLight,mustOut,0.311020835
d003,h0067,26FR,frtRoadLight,mustOut,0.313098296
d003,h0068,26FR,frtRoadLight,mustOut,0.375921787
d003,h0069,26FR,frtRoadLight,mustOut,0.45533216
d003,h0070,26FR,frtRoadLight,mustOut,0.479683969
d003,h0071,26FR,frtRoadLight,mustOut,0.506127793
d003,h0072,26FR,frtRoadLight,mustOut,0.403019584
d004,h0073,26FR,frtRoadLight,mustOut,0.409792211
d004,h0074,26FR,frtRoadLight,mustOut,0.403616529
d004,h0075,26FR,frtRoadLight,mustOut,0.506266605
d004,h0076,26FR,frtRoadLight,mustOut,0.531634747
d004,h0077,26FR,frtRoadLight,mustOut,0.557768324
d004,h0078,26FR,frtRoadLight,mustOut,0.535455822
d004,h0079,26FR,frtRoadLight,mustOut,0.522912167
d004,h0080,26FR,frtRoadLight,mustOut,0.489946461
d004,h0081,26FR,frtRoadLight,mustOut,0.473934009
d004,h0082,26FR,frtRoadLight,mustOut,0.485453267
d004,h0083,26FR,frtRoadLight,mustOut,0.473113189
d004,h0084,26FR,frtRoadLight,mustOut,0.396229257
d004,h0085,26FR,frtRoadLight,mustOut,0.408767093
d004,h0086,26FR,frtRoadLight,mustOut,0.466272672
d004,h0087,26FR,frtRoadLight,mustOut,0.592055462
d004,h0088,26FR,frtRoadLight,mustOut,0.616954755
d004,h0089,26FR,frtRoadLight,mustOut,0.622491148
d004,h0090,26FR,frtRoadLight,mustOut,0.606947392
d004,h0091,26FR,frtRoadLight,mustOut,0.567512919
d004,h0092,26FR,frtRoadLight,mustOut,0.502353366
d004,h0093,26FR,frtRoadLight,mustOut,0.481686879
d004,h0094,26FR,frtRoadLight,mustOut,0.402530647
d004,h0095,26FR,frtRoadLight,mustOut,0.309605069
d004,h0096,26FR,frtRoadLight,mustOut,0.131282733
d001,h0001,27FR,frtRoadLight,mustOut,0.48281444
d001,h0002,27FR,frtRoadLight,mustOut,0.484989957
d001,h0003,27FR,frtRoadLight,mustOut,0.544048523
d001,h0004,27FR,frtRoadLight,mustOut,0.638230518
d001,h0005,27FR,frtRoadLight,mustOut,0.740448003
d001,h0006,27FR,frtRoadLight,mustOut,0.775615198
d001,h0007,27FR,frtRoadLight,mustOut,0.783966569
d001,h0008,27FR,frtRoadLight,mustOut,0.762330967
d001,h0009,27FR,frtRoadLight,mustOut,0.707522981
d001,h0010,27FR,frtRoadLight,mustOut,0.640498851
d001,h0011,27FR,frtRoadLight,mustOut,0.621929829
d001,h0012,27FR,frtRoadLight,mustOut,0.602724309
d001,h0013,27FR,frtRoadLight,mustOut,0.589629555
d001,h0014,27FR,frtRoadLight,mustOut,0.526125111
d001,h0015,27FR,frtRoadLight,mustOut,0.498187781
d001,h0016,27FR,frtRoadLight,mustOut,0.379359486
d001,h0017,27FR,frtRoadLight,mustOut,0.235881494
d001,h0018,27FR,frtRoadLight,mustOut,0.115461366
d001,h0019,27FR,frtRoadLight,mustOut,0.219583899
d001,h0020,27FR,frtRoadLight,mustOut,0.350655974
d001,h0021,27FR,frtRoadLight,mustOut,0.477788696
d001,h0022,27FR,frtRoadLight,mustOut,0.56542536
d001,h0023,27FR,frtRoadLight,mustOut,0.624870587
d001,h0024,27FR,frtRoadLight,mustOut,0.623023482
d002,h0025,27FR,frtRoadLight,mustOut,0.643943843
d002,h0026,27FR,frtRoadLight,mustOut,0.689580472
d002,h0027,27FR,frtRoadLight,mustOut,0.747599285
d002,h0028,27FR,frtRoadLight,mustOut,0.770006915
d002,h0029,27FR,frtRoadLight,mustOut,0.750848128
d002,h0030,27FR,frtRoadLight,mustOut,0.70870318
d002,h0031,27FR,frtRoadLight,mustOut,0.683885837
d002,h0032,27FR,frtRoadLight,mustOut,0.706719776
d002,h0033,27FR,frtRoadLight,mustOut,0.693775663
d002,h0034,27FR,frtRoadLight,mustOut,0.667251852
d002,h0035,27FR,frtRoadLight,mustOut,0.609233374
d002,h0036,27FR,frtRoadLight,mustOut,0.612357931
d002,h0037,27FR,frtRoadLight,mustOut,0.609099558
d002,h0038,27FR,frtRoadLight,mustOut,0.582847987
d002,h0039,27FR,frtRoadLight,mustOut,0.536041947
d002,h0040,27FR,frtRoadLight,mustOut,0.480414392
d002,h0041,27FR,frtRoadLight,mustOut,0.42145861
d002,h0042,27FR,frtRoadLight,mustOut,0.373521064
d002,h0043,27FR,frtRoadLight,mustOut,0.348341273
d002,h0044,27FR,frtRoadLight,mustOut,0.361789686
d002,h0045,27FR,frtRoadLight,mustOut,0.395593369
d002,h0046,27FR,frtRoadLight,mustOut,0.520435225
d002,h0047,27FR,frtRoadLight,mustOut,0.621715715
d002,h0048,27FR,frtRoadLight,mustOut,0.694349921
d003,h0049,27FR,frtRoadLight,mustOut,0.643805968
d003,h0050,27FR,frtRoadLight,mustOut,0.603185288
d003,h0051,27FR,frtRoadLight,mustOut,0.545948852
d003,h0052,27FR,frtRoadLight,mustOut,0.530683866
d003,h0053,27FR,frtRoadLight,mustOut,0.495705671
d003,h0054,27FR,frtRoadLight,mustOut,0.516862377
d003,h0055,27FR,frtRoadLight,mustOut,0.55904069
d003,h0056,27FR,frtRoadLight,mustOut,0.668383488
d003,h0057,27FR,frtRoadLight,mustOut,0.726454223
d003,h0058,27FR,frtRoadLight,mustOut,0.78160127
d003,h0059,27FR,frtRoadLight,mustOut,0.76160179
d003,h0060,27FR,frtRoadLight,mustOut,0.750778574
d003,h0061,27FR,frtRoadLight,mustOut,0.698088608
d003,h0062,27FR,frtRoadLight,mustOut,0.63927654
d003,h0063,27FR,frtRoadLight,mustOut,0.536456497
d003,h0064,27FR,frtRoadLight,mustOut,0.444256146
d003,h0065,27FR,frtRoadLight,mustOut,0.330503697
d003,h0066,27FR,frtRoadLight,mustOut,0.311020835
d003,h0067,27FR,frtRoadLight,mustOut,0.313098296
d003,h0068,27FR,frtRoadLight,mustOut,0.375921787
d003,h0069,27FR,frtRoadLight,mustOut,0.45533216
d003,h0070,27FR,frtRoadLight,mustOut,0.479683969
d003,h0071,27FR,frtRoadLight,mustOut,0.506127793
d003,h0072,27FR,frtRoadLight,mustOut,0.403019584
d004,h0073,27FR,frtRoadLight,mustOut,0.409792211
d004,h0074,27FR,frtRoadLight,mustOut,0.403616529
d004,h0075,27FR,frtRoadLight,mustOut,0.506266605
d004,h0076,27FR,frtRoadLight,mustOut,0.531634747
d004,h0077,27FR,frtRoadLight,mustOut,0.557768324
d004,h0078,27FR,frtRoadLight,mustOut,0.535455822
d004,h0079,27FR,frtRoadLight,mustOut,0.522912167
d004,h0080,27FR,frtRoadLight,mustOut,0.489946461
d004,h0081,27FR,frtRoadLight,mustOut,0.473934009
d004,h0082,27FR,frtRoadLight,mustOut,0.485453267
d004,h0083,27FR,frtRoadLight,mustOut,0.473113189
d004,h0084,27FR,frtRoadLight,mustOut,0.396229257
d004,h0085,27FR,frtRoadLight,mustOut,0.408767093
d004,h0086,27FR,frtRoadLight,mustOut,0.466272672
d004,h0087,27FR,frtRoadLight,mustOut,0.592055462
d004,h0088,27FR,frtRoadLight,mustOut,0.616954755
d004,h0089,27FR,frtRoadLight,mustOut,0.622491148
d004,h0090,27FR,frtRoadLight,mustOut,0.606947392
d004,h0091,27FR,frtRoadLight,mustOut,0.567512919
d004,h0092,27FR,frtRoadLight,mustOut,0.502353366
d004,h0093,27FR,frtRoadLight,mustOut,0.481686879
d004,h0094,27FR,frtRoadLight,mustOut,0.402530647
d004,h0095,27FR,frtRoadLight,mustOut,0.309605069
d004,h0096,27FR,frtRoadLight,mustOut,0.131282733
d001,h0001,28BE,frtRoadLight,mustOut,0.48281444
d001,h0002,28BE,frtRoadLight,mustOut,0.484989957
d001,h0003,28BE,frtRoadLight,mustOut,0.544048523
d001,h0004,28BE,frtRoadLight,mustOut,0.638230518
d001,h0005,28BE,frtRoadLight,mustOut,0.740448003
d001,h0006,28BE,frtRoadLight,mustOut,0.775615198
d001,h0007,28BE,frtRoadLight,mustOut,0.783966569
d001,h0008,28BE,frtRoadLight,mustOut,0.762330967
d001,h0009,28BE,frtRoadLight,mustOut,0.707522981
d001,h0010,28BE,frtRoadLight,mustOut,0.640498851
d001,h0011,28BE,frtRoadLight,mustOut,0.621929829
d001,h0012,28BE,frtRoadLight,mustOut,0.602724309
d001,h0013,28BE,frtRoadLight,mustOut,0.589629555
d001,h0014,28BE,frtRoadLight,mustOut,0.526125111
d001,h0015,28BE,frtRoadLight,mustOut,0.498187781
d001,h0016,28BE,frtRoadLight,mustOut,0.379359486
d001,h0017,28BE,frtRoadLight,mustOut,0.235881494
d001,h0018,28BE,frtRoadLight,mustOut,0.115461366
d001,h0019,28BE,frtRoadLight,mustOut,0.219583899
d001,h0020,28BE,frtRoadLight,mustOut,0.350655974
d001,h0021,28BE,frtRoadLight,mustOut,0.477788696
d001,h0022,28BE,frtRoadLight,mustOut,0.56542536
d001,h0023,28BE,frtRoadLight,mustOut,0.624870587
d001,h0024,28BE,frtRoadLight,mustOut,0.623023482
d002,h0025,28BE,frtRoadLight,mustOut,0.643943843
d002,h0026,28BE,frtRoadLight,mustOut,0.689580472
d002,h0027,28BE,frtRoadLight,mustOut,0.747599285
d002,h0028,28BE,frtRoadLight,mustOut,0.770006915
d002,h0029,28BE,frtRoadLight,mustOut,0.750848128
d002,h0030,28BE,frtRoadLight,mustOut,0.70870318
d002,h0031,28BE,frtRoadLight,mustOut,0.683885837
d002,h0032,28BE,frtRoadLight,mustOut,0.706719776
d002,h0033,28BE,frtRoadLight,mustOut,0.693775663
d002,h0034,28BE,frtRoadLight,mustOut,0.667251852
d002,h0035,28BE,frtRoadLight,mustOut,0.609233374
d002,h0036,28BE,frtRoadLight,mustOut,0.612357931
d002,h0037,28BE,frtRoadLight,mustOut,0.609099558
d002,h0038,28BE,frtRoadLight,mustOut,0.582847987
d002,h0039,28BE,frtRoadLight,mustOut,0.536041947
d002,h0040,28BE,frtRoadLight,mustOut,0.480414392
d002,h0041,28BE,frtRoadLight,mustOut,0.42145861
d002,h0042,28BE,frtRoadLight,mustOut,0.373521064
d002,h0043,28BE,frtRoadLight,mustOut,0.348341273
d002,h0044,28BE,frtRoadLight,mustOut,0.361789686
d002,h0045,28BE,frtRoadLight,mustOut,0.395593369
d002,h0046,28BE,frtRoadLight,mustOut,0.520435225
d002,h0047,28BE,frtRoadLight,mustOut,0.621715715
d002,h0048,28BE,frtRoadLight,mustOut,0.694349921
d003,h0049,28BE,frtRoadLight,mustOut,0.643805968
d003,h0050,28BE,frtRoadLight,mustOut,0.603185288
d003,h0051,28BE,frtRoadLight,mustOut,0.545948852
d003,h0052,28BE,frtRoadLight,mustOut,0.530683866
d003,h0053,28BE,frtRoadLight,mustOut,0.495705671
d003,h0054,28BE,frtRoadLight,mustOut,0.516862377
d003,h0055,28BE,frtRoadLight,mustOut,0.55904069
d003,h0056,28BE,frtRoadLight,mustOut,0.668383488
d003,h0057,28BE,frtRoadLight,mustOut,0.726454223
d003,h0058,28BE,frtRoadLight,mustOut,0.78160127
d003,h0059,28BE,frtRoadLight,mustOut,0.76160179
d003,h0060,28BE,frtRoadLight,mustOut,0.750778574
d003,h0061,28BE,frtRoadLight,mustOut,0.698088608
d003,h0062,28BE,frtRoadLight,mustOut,0.63927654
d003,h0063,28BE,frtRoadLight,mustOut,0.536456497
d003,h0064,28BE,frtRoadLight,mustOut,0.444256146
d003,h0065,28BE,frtRoadLight,mustOut,0.330503697
d003,h0066,28BE,frtRoadLight,mustOut,0.311020835
d003,h0067,28BE,frtRoadLight,mustOut,0.313098296
d003,h0068,28BE,frtRoadLight,mustOut,0.375921787
d003,h0069,28BE,frtRoadLight,mustOut,0.45533216
d003,h0070,28BE,frtRoadLight,mustOut,0.479683969
d003,h0071,28BE,frtRoadLight,mustOut,0.506127793
d003,h0072,28BE,frtRoadLight,mustOut,0.403019584
d004,h0073,28BE,frtRoadLight,mustOut,0.409792211
d004,h0074,28BE,frtRoadLight,mustOut,0.403616529
d004,h0075,28BE,frtRoadLight,mustOut,0.506266605
d004,h0076,28BE,frtRoadLight,mustOut,0.531634747
d004,h0077,28BE,frtRoadLight,mustOut,0.557768324
d004,h0078,28BE,frtRoadLight,mustOut,0.535455822
d004,h0079,28BE,frtRoadLight,mustOut,0.522912167
d004,h0080,28BE,frtRoadLight,mustOut,0.489946461
d004,h0081,28BE,frtRoadLight,mustOut,0.473934009
d004,h0082,28BE,frtRoadLight,mustOut,0.485453267
d004,h0083,28BE,frtRoadLight,mustOut,0.473113189
d004,h0084,28BE,frtRoadLight,mustOut,0.396229257
d004,h0085,28BE,frtRoadLight,mustOut,0.408767093
d004,h0086,28BE,frtRoadLight,mustOut,0.466272672
d004,h0087,28BE,frtRoadLight,mustOut,0.592055462
d004,h0088,28BE,frtRoadLight,mustOut,0.616954755
d004,h0089,28BE,frtRoadLight,mustOut,0.622491148
d004,h0090,28BE,frtRoadLight,mustOut,0.606947392
d004,h0091,28BE,frtRoadLight,mustOut,0.567512919
d004,h0092,28BE,frtRoadLight,mustOut,0.502353366
d004,h0093,28BE,frtRoadLight,mustOut,0.481686879
d004,h0094,28BE,frtRoadLight,mustOut,0.402530647
d004,h0095,28BE,frtRoadLight,mustOut,0.309605069
d004,h0096,28BE,frtRoadLight,mustOut,0.131282733
d001,h0001,29LU,frtRoadLight,mustOut,0.48281444
d001,h0002,29LU,frtRoadLight,mustOut,0.484989957
d001,h0003,29LU,frtRoadLight,mustOut,0.544048523
d001,h0004,29LU,frtRoadLight,mustOut,0.638230518
d001,h0005,29LU,frtRoadLight,mustOut,0.740448003
d001,h0006,29LU,frtRoadLight,mustOut,0.775615198
d001,h0007,29LU,frtRoadLight,mustOut,0.783966569
d001,h0008,29LU,frtRoadLight,mustOut,0.762330967
d001,h0009,29LU,frtRoadLight,mustOut,0.707522981
d001,h0010,29LU,frtRoadLight,mustOut,0.640498851
d001,h0011,29LU,frtRoadLight,mustOut,0.621929829
d001,h0012,29LU,frtRoadLight,mustOut,0.602724309
d001,h0013,29LU,frtRoadLight,mustOut,0.589629555
d001,h0014,29LU,frtRoadLight,mustOut,0.526125111
d001,h0015,29LU,frtRoadLight,mustOut,0.498187781
d001,h0016,29LU,frtRoadLight,mustOut,0.379359486
d001,h0017,29LU,frtRoadLight,mustOut,0.235881494
d001,h0018,29LU,frtRoadLight,mustOut,0.115461366
d001,h0019,29LU,frtRoadLight,mustOut,0.219583899
d001,h0020,29LU,frtRoadLight,mustOut,0.350655974
d001,h0021,29LU,frtRoadLight,mustOut,0.477788696
d001,h0022,29LU,frtRoadLight,mustOut,0.56542536
d001,h0023,29LU,frtRoadLight,mustOut,0.624870587
d001,h0024,29LU,frtRoadLight,mustOut,0.623023482
d002,h0025,29LU,frtRoadLight,mustOut,0.643943843
d002,h0026,29LU,frtRoadLight,mustOut,0.689580472
d002,h0027,29LU,frtRoadLight,mustOut,0.747599285
d002,h0028,29LU,frtRoadLight,mustOut,0.770006915
d002,h0029,29LU,frtRoadLight,mustOut,0.750848128
d002,h0030,29LU,frtRoadLight,mustOut,0.70870318
d002,h0031,29LU,frtRoadLight,mustOut,0.683885837
d002,h0032,29LU,frtRoadLight,mustOut,0.706719776
d002,h0033,29LU,frtRoadLight,mustOut,0.693775663
d002,h0034,29LU,frtRoadLight,mustOut,0.667251852
d002,h0035,29LU,frtRoadLight,mustOut,0.609233374
d002,h0036,29LU,frtRoadLight,mustOut,0.612357931
d002,h0037,29LU,frtRoadLight,mustOut,0.609099558
d002,h0038,29LU,frtRoadLight,mustOut,0.582847987
d002,h0039,29LU,frtRoadLight,mustOut,0.536041947
d002,h0040,29LU,frtRoadLight,mustOut,0.480414392
d002,h0041,29LU,frtRoadLight,mustOut,0.42145861
d002,h0042,29LU,frtRoadLight,mustOut,0.373521064
d002,h0043,29LU,frtRoadLight,mustOut,0.348341273
d002,h0044,29LU,frtRoadLight,mustOut,0.361789686
d002,h0045,29LU,frtRoadLight,mustOut,0.395593369
d002,h0046,29LU,frtRoadLight,mustOut,0.520435225
d002,h0047,29LU,frtRoadLight,mustOut,0.621715715
d002,h0048,29LU,frtRoadLight,mustOut,0.694349921
d003,h0049,29LU,frtRoadLight,mustOut,0.643805968
d003,h0050,29LU,frtRoadLight,mustOut,0.603185288
d003,h0051,29LU,frtRoadLight,mustOut,0.545948852
d003,h0052,29LU,frtRoadLight,mustOut,0.530683866
d003,h0053,29LU,frtRoadLight,mustOut,0.495705671
d003,h0054,29LU,frtRoadLight,mustOut,0.516862377
d003,h0055,29LU,frtRoadLight,mustOut,0.55904069
d003,h0056,29LU,frtRoadLight,mustOut,0.668383488
d003,h0057,29LU,frtRoadLight,mustOut,0.726454223
d003,h0058,29LU,frtRoadLight,mustOut,0.78160127
d003,h0059,29LU,frtRoadLight,mustOut,0.76160179
d003,h0060,29LU,frtRoadLight,mustOut,0.750778574
d003,h0061,29LU,frtRoadLight,mustOut,0.698088608
d003,h0062,29LU,frtRoadLight,mustOut,0.63927654
d003,h0063,29LU,frtRoadLight,mustOut,0.536456497
d003,h0064,29LU,frtRoadLight,mustOut,0.444256146
d003,h0065,29LU,frtRoadLight,mustOut,0.330503697
d003,h0066,29LU,frtRoadLight,mustOut,0.311020835
d003,h0067,29LU,frtRoadLight,mustOut,0.313098296
d003,h0068,29LU,frtRoadLight,mustOut,0.375921787
