timestep_3,timestep_5,region_4,carrier_1,parameter,value
d004,h0081,05ES,frtRoadLight,mustOut,0.473934009
d004,h0082,05ES,frtRoadLight,mustOut,0.485453267
d004,h0083,05ES,frtRoadLight,mustOut,0.473113189
d004,h0084,05ES,frtRoadLight,mustOut,0.396229257
d004,h0085,05ES,frtRoadLight,mustOut,0.408767093
d004,h0086,05ES,frtRoadLight,mustOut,0.466272672
d004,h0087,05ES,frtRoadLight,mustOut,0.592055462
d004,h0088,05ES,frtRoadLight,mustOut,0.616954755
d004,h0089,05ES,frtRoadLight,mustOut,0.622491148
d004,h0090,05ES,frtRoadLight,mustOut,0.606947392
d004,h0091,05ES,frtRoadLight,mustOut,0.567512919
d004,h0092,05ES,frtRoadLight,mustOut,0.502353366
d004,h0093,05ES,frtRoadLight,mustOut,0.481686879
d004,h0094,05ES,frtRoadLight,mustOut,0.402530647
d004,h0095,05ES,frtRoadLight,mustOut,0.309605069
d004,h0096,05ES,frtRoadLight,mustOut,0.131282733
d001,h0001,06ES,frtRoadLight,mustOut,0.48281444
d001,h0002,06ES,frtRoadLight,mustOut,0.484989957
d001,h0003,06ES,frtRoadLight,mustOut,0.544048523
d001,h0004,06ES,frtRoadLight,mustOut,0.638230518
d001,h0005,06ES,frtRoadLight,mustOut,0.740448003
d001,h0006,06ES,frtRoadLight,mustOut,0.775615198
d001,h0007,06ES,frtRoadLight,mustOut,0.783966569
d001,h0008,06ES,frtRoadLight,mustOut,0.762330967
d001,h0009,06ES,frtRoadLight,mustOut,0.707522981
d001,h0010,06ES,frtRoadLight,mustOut,0.640498851
d001,h0011,06ES,frtRoadLight,mustOut,0.621929829
d001,h0012,06ES,frtRoadLight,mustOut,0.602724309
d001,h0013,06ES,frtRoadLight,mustOut,0.589629555
d001,h0014,06ES,frtRoadLight,mustOut,0.526125111
d001,h0015,06ES,frtRoadLight,mustOut,0.498187781
d001,h0016,06ES,frtRoadLight,mustOut,0.379359486
d001,h0017,06ES,frtRoadLight,mustOut,0.235881494
d001,h0018,06ES,frtRoadLight,mustOut,0.115461366
d001,h0019,06ES,frtRoadLight,mustOut,0.219583899
d001,h0020,06ES,frtRoadLight,mustOut,0.350655974
d001,h0021,06ES,frtRoadLight,mustOut,0.477788696
d001,h0022,06ES,frtRoadLight,mustOut,0.56542536
d001,h0023,06ES,frtRoadLight,mustOut,0.624870587
d001,h0024,06ES,frtRoadLight,mustOut,0.623023482
d002,h0025,06ES,frtRoadLight,mustOut,0.643943843
d002,h0026,06ES,frtRoadLight,mustOut,0.689580472
d002,h0027,06ES,frtRoadLight,mustOut,0.747599285
d002,h0028,06ES,frtRoadLight,mustOut,0.770006915
d002,h0029,06ES,frtRoadLight,mustOut,0.750848128
d002,h0030,06ES,frtRoadLight,mustOut,0.70870318
d002,h0031,06ES,frtRoadLight,mustOut,0.683885837
d002,h0032,06ES,frtRoadLight,mustOut,0.706719776
d002,h0033,06ES,frtRoadLight,mustOut,0.693775663
d002,h0034,06ES,frtRoadLight,mustOut,0.667251852
d002,h0035,06ES,frtRoadLight,mustOut,0.609233374
d002,h0036,06ES,frtRoadLight,mustOut,0.612357931
d002,h0037,06ES,frtRoadLight,mustOut,0.609099558
d002,h0038,06ES,frtRoadLight,mustOut,0.582847987
d002,h0039,06ES,frtRoadLight,mustOut,0.536041947
d002,h0040,06ES,frtRoadLight,mustOut,0.480414392
d002,h0041,06ES,frtRoadLight,mustOut,0.42145861
d002,h0042,06ES,frtRoadLight,mustOut,0.373521064
d002,h0043,06ES,frtRoadLight,mustOut,0.348341273
d002,h0044,06ES,frtRoadLight,mustOut,0.361789686
d002,h0045,06ES,frtRoadLight,mustOut,0.395593369
d002,h0046,06ES,frtRoadLight,mustOut,0.520435225
d002,h0047,06ES,frtRoadLight,mustOut,0.621715715
d002,h0048,06ES,frtRoadLight,mustOut,0.694349921
d003,h0049,06ES,frtRoadLight,mustOut,0.643805968
d003,h0050,06ES,frtRoadLight,mustOut,0.603185288
d003,h0051,06ES,frtRoadLight,mustOut,0.545948852
d003,h0052,06ES,frtRoadLight,mustOut,0.530683866
d003,h0053,06ES,frtRoadLight,mustOut,0.495705671
d003,h0054,06ES,frtRoadLight,mustOut,0.516862377
d003,h0055,06ES,frtRoadLight,mustOut,0.55904069
d003,h0056,06ES,frtRoadLight,mustOut,0.668383488
d003,h0057,06ES,frtRoadLight,mustOut,0.726454223
d003,h0058,06ES,frtRoadLight,mustOut,0.78160127
d003,h0059,06ES,frtRoadLight,mustOut,0.76160179
d003,h0060,06ES,frtRoadLight,mustOut,0.750778574
d003,h0061,06ES,frtRoadLight,mustOut,0.698088608
d003,h0062,06ES,frtRoadLight,mustOut,0.63927654
d003,h0063,06ES,frtRoadLight,mustOut,0.536456497
d003,h0064,06ES,frtRoadLight,mustOut,0.444256146
d003,h0065,06ES,frtRoadLight,mustOut,0.330503697
d003,h0066,06ES,frtRoadLight,mustOut,0.311020835
d003,h0067,06ES,frtRoadLight,mustOut,0.313098296
d003,h0068,06ES,frtRoadLight,mustOut,0.375921787
d003,h0069,06ES,frtRoadLight,mustOut,0.45533216
d003,h0070,06ES,frtRoadLight,mustOut,0.479683969
d003,h0071,06ES,frtRoadLight,mustOut,0.506127793
d003,h0072,06ES,frtRoadLight,mustOut,0.403019584
d004,h0073,06ES,frtRoadLight,mustOut,0.409792211
d004,h0074,06ES,frtRoadLight,mustOut,0.403616529
d004,h0075,06ES,frtRoadLight,mustOut,0.506266605
d004,h0076,06ES,frtRoadLight,mustOut,0.531634747
d004,h0077,06ES,frtRoadLight,mustOut,0.557768324
d004,h0078,06ES,frtRoadLight,mustOut,0.535455822
d004,h0079,06ES,frtRoadLight,mustOut,0.522912167
d004,h0080,06ES,frtRoadLight,mustOut,0.489946461
d004,h0081,06ES,frtRoadLight,mustOut,0.473934009
d004,h0082,06ES,frtRoadLight,mustOut,0.485453267
d004,h0083,06ES,frtRoadLight,mustOut,0.473113189
d004,h0084,06ES,frtRoadLight,mustOut,0.396229257
d004,h0085,06ES,frtRoadLight,mustOut,0.408767093
d004,h0086,06ES,frtRoadLight,mustOut,0.466272672
d004,h0087,06ES,frtRoadLight,mustOut,0.592055462
d004,h0088,06ES,frtRoadLight,mustOut,0.616954755
d004,h0089,06ES,frtRoadLight,mustOut,0.622491148
d004,h0090,06ES,frtRoadLight,mustOut,0.606947392
d004,h0091,06ES,frtRoadLight,mustOut,0.567512919
d004,h0092,06ES,frtRoadLight,mustOut,0.502353366
d004,h0093,06ES,frtRoadLight,mustOut,0.481686879
d004,h0094,06ES,frtRoadLight,mustOut,0.402530647
d004,h0095,06ES,frtRoadLight,mustOut,0.309605069
d004,h0096,06ES,frtRoadLight,mustOut,0.131282733
d001,h0001,07ES,frtRoadLight,mustOut,0.48281444
d001,h0002,07ES,frtRoadLight,mustOut,0.484989957
d001,h0003,07ES,frtRoadLight,mustOut,0.544048523
d001,h0004,07ES,frtRoadLight,mustOut,0.638230518
d001,h0005,07ES,frtRoadLight,mustOut,0.740448003
d001,h0006,07ES,frtRoadLight,mustOut,0.775615198
d001,h0007,07ES,frtRoadLight,mustOut,0.783966569
d001,h0008,07ES,frtRoadLight,mustOut,0.762330967
d001,h0009,07ES,frtRoadLight,mustOut,0.707522981
d001,h0010,07ES,frtRoadLight,mustOut,0.640498851
d001,h0011,07ES,frtRoadLight,mustOut,0.621929829
d001,h0012,07ES,frtRoadLight,mustOut,0.602724309
d001,h0013,07ES,frtRoadLight,mustOut,0.589629555
d001,h0014,07ES,frtRoadLight,mustOut,0.526125111
d001,h0015,07ES,frtRoadLight,mustOut,0.498187781
d001,h0016,07ES,frtRoadLight,mustOut,0.379359486
d001,h0017,07ES,frtRoadLight,mustOut,0.235881494
d001,h0018,07ES,frtRoadLight,mustOut,0.115461366
d001,h0019,07ES,frtRoadLight,mustOut,0.219583899
d001,h0020,07ES,frtRoadLight,mustOut,0.350655974
d001,h0021,07ES,frtRoadLight,mustOut,0.477788696
d001,h0022,07ES,frtRoadLight,mustOut,0.56542536
d001,h0023,07ES,frtRoadLight,mustOut,0.624870587
d001,h0024,07ES,frtRoadLight,mustOut,0.623023482
d002,h0025,07ES,frtRoadLight,mustOut,0.643943843
d002,h0026,07ES,frtRoadLight,mustOut,0.689580472
d002,h0027,07ES,frtRoadLight,mustOut,0.747599285
d002,h0028,07ES,frtRoadLight,mustOut,0.770006915
d002,h0029,07ES,frtRoadLight,mustOut,0.750848128
d002,h0030,07ES,frtRoadLight,mustOut,0.70870318
d002,h0031,07ES,frtRoadLight,mustOut,0.683885837
d002,h0032,07ES,frtRoadLight,mustOut,0.706719776
d002,h0033,07ES,frtRoadLight,mustOut,0.693775663
d002,h0034,07ES,frtRoadLight,mustOut,0.667251852
d002,h0035,07ES,frtRoadLight,mustOut,0.609233374
d002,h0036,07ES,frtRoadLight,mustOut,0.612357931
d002,h0037,07ES,frtRoadLight,mustOut,0.609099558
d002,h0038,07ES,frtRoadLight,mustOut,0.582847987
d002,h0039,07ES,frtRoadLight,mustOut,0.536041947
d002,h0040,07ES,frtRoadLight,mustOut,0.480414392
d002,h0041,07ES,frtRoadLight,mustOut,0.42145861
d002,h0042,07ES,frtRoadLight,mustOut,0.373521064
d002,h0043,07ES,frtRoadLight,mustOut,0.348341273
d002,h0044,07ES,frtRoadLight,mustOut,0.361789686
d002,h0045,07ES,frtRoadLight,mustOut,0.395593369
d002,h0046,07ES,frtRoadLight,mustOut,0.520435225
d002,h0047,07ES,frtRoadLight,mustOut,0.621715715
d002,h0048,07ES,frtRoadLight,mustOut,0.694349921
d003,h0049,07ES,frtRoadLight,mustOut,0.643805968
d003,h0050,07ES,frtRoadLight,mustOut,0.603185288
d003,h0051,07ES,frtRoadLight,mustOut,0.545948852
d003,h0052,07ES,frtRoadLight,mustOut,0.530683866
d003,h0053,07ES,frtRoadLight,mustOut,0.495705671
d003,h0054,07ES,frtRoadLight,mustOut,0.516862377
d003,h0055,07ES,frtRoadLight,mustOut,0.55904069
d003,h0056,07ES,frtRoadLight,mustOut,0.668383488
d003,h0057,07ES,frtRoadLight,mustOut,0.726454223
d003,h0058,07ES,frtRoadLight,mustOut,0.78160127
d003,h0059,07ES,frtRoadLight,mustOut,0.76160179
d003,h0060,07ES,frtRoadLight,mustOut,0.750778574
d003,h0061,07ES,frtRoadLight,mustOut,0.698088608
d003,h0062,07ES,frtRoadLight,mustOut,0.63927654
d003,h0063,07ES,frtRoadLight,mustOut,0.536456497
d003,h0064,07ES,frtRoadLight,mustOut,0.444256146
d003,h0065,07ES,frtRoadLight,mustOut,0.330503697
d003,h0066,07ES,frtRoadLight,mustOut,0.311020835
d003,h0067,07ES,frtRoadLight,mustOut,0.313098296
d003,h0068,07ES,frtRoadLight,mustOut,0.375921787
d003,h0069,07ES,frtRoadLight,mustOut,0.45533216
d003,h0070,07ES,frtRoadLight,mustOut,0.479683969
d003,h0071,07ES,frtRoadLight,mustOut,0.506127793
d003,h0072,07ES,frtRoadLight,mustOut,0.403019584
d004,h0073,07ES,frtRoadLight,mustOut,0.409792211
d004,h0074,07ES,frtRoadLight,mustOut,0.403616529
d004,h0075,07ES,frtRoadLight,mustOut,0.506266605
d004,h0076,07ES,frtRoadLight,mustOut,0.531634747
d004,h0077,07ES,frtRoadLight,mustOut,0.557768324
d004,h0078,07ES,frtRoadLight,mustOut,0.535455822
d004,h0079,07ES,frtRoadLight,mustOut,0.522912167
d004,h0080,07ES,frtRoadLight,mustOut,0.489946461
d004,h0081,07ES,frtRoadLight,mustOut,0.473934009
d004,h0082,07ES,frtRoadLight,mustOut,0.485453267
d004,h0083,07ES,frtRoadLight,mustOut,0.473113189
d004,h0084,07ES,frtRoadLight,mustOut,0.396229257
d004,h0085,07ES,frtRoadLight,mustOut,0.408767093
d004,h0086,07ES,frtRoadLight,mustOut,0.466272672
d004,h0087,07ES,frtRoadLight,mustOut,0.592055462
d004,h0088,07ES,frtRoadLight,mustOut,0.616954755
d004,h0089,07ES,frtRoadLight,mustOut,0.622491148
d004,h0090,07ES,frtRoadLight,mustOut,0.606947392
d004,h0091,07ES,frtRoadLight,mustOut,0.567512919
d004,h0092,07ES,frtRoadLight,mustOut,0.502353366
d004,h0093,07ES,frtRoadLight,mustOut,0.481686879
d004,h0094,07ES,frtRoadLight,mustOut,0.402530647
d004,h0095,07ES,frtRoadLight,mustOut,0.309605069
d004,h0096,07ES,frtRoadLight,mustOut,0.131282733
d001,h0001,08ES,frtRoadLight,mustOut,0.48281444
d001,h0002,08ES,frtRoadLight,mustOut,0.484989957
d001,h0003,08ES,frtRoadLight,mustOut,0.544048523
d001,h0004,08ES,frtRoadLight,mustOut,0.638230518
d001,h0005,08ES,frtRoadLight,mustOut,0.740448003
d001,h0006,08ES,frtRoadLight,mustOut,0.775615198
d001,h0007,08ES,frtRoadLight,mustOut,0.783966569
d001,h0008,08ES,frtRoadLight,mustOut,0.762330967
d001,h0009,08ES,frtRoadLight,mustOut,0.707522981
d001,h0010,08ES,frtRoadLight,mustOut,0.640498851
d001,h0011,08ES,frtRoadLight,mustOut,0.621929829
d001,h0012,08ES,frtRoadLight,mustOut,0.602724309
d001,h0013,08ES,frtRoadLight,mustOut,0.589629555
d001,h0014,08ES,frtRoadLight,mustOut,0.526125111
d001,h0015,08ES,frtRoadLight,mustOut,0.498187781
d001,h0016,08ES,frtRoadLight,mustOut,0.379359486
d001,h0017,08ES,frtRoadLight,mustOut,0.235881494
d001,h0018,08ES,frtRoadLight,mustOut,0.115461366
d001,h0019,08ES,frtRoadLight,mustOut,0.219583899
d001,h0020,08ES,frtRoadLight,mustOut,0.350655974
d001,h0021,08ES,frtRoadLight,mustOut,0.477788696
d001,h0022,08ES,frtRoadLight,mustOut,0.56542536
d001,h0023,08ES,frtRoadLight,mustOut,0.624870587
d001,h0024,08ES,frtRoadLight,mustOut,0.623023482
d002,h0025,08ES,frtRoadLight,mustOut,0.643943843
d002,h0026,08ES,frtRoadLight,mustOut,0.689580472
d002,h0027,08ES,frtRoadLight,mustOut,0.747599285
d002,h0028,08ES,frtRoadLight,mustOut,0.770006915
d002,h0029,08ES,frtRoadLight,mustOut,0.750848128
d002,h0030,08ES,frtRoadLight,mustOut,0.70870318
d002,h0031,08ES,frtRoadLight,mustOut,0.683885837
d002,h0032,08ES,frtRoadLight,mustOut,0.706719776
d002,h0033,08ES,frtRoadLight,mustOut,0.693775663
d002,h0034,08ES,frtRoadLight,mustOut,0.667251852
d002,h0035,08ES,frtRoadLight,mustOut,0.609233374
d002,h0036,08ES,frtRoadLight,mustOut,0.612357931
d002,h0037,08ES,frtRoadLight,mustOut,0.609099558
d002,h0038,08ES,frtRoadLight,mustOut,0.582847987
d002,h0039,08ES,frtRoadLight,mustOut,0.536041947
d002,h0040,08ES,frtRoadLight,mustOut,0.480414392
d002,h0041,08ES,frtRoadLight,mustOut,0.42145861
d002,h0042,08ES,frtRoadLight,mustOut,0.373521064
d002,h0043,08ES,frtRoadLight,mustOut,0.348341273
d002,h0044,08ES,frtRoadLight,mustOut,0.361789686
d002,h0045,08ES,frtRoadLight,mustOut,0.395593369
d002,h0046,08ES,frtRoadLight,mustOut,0.520435225
d002,h0047,08ES,frtRoadLight,mustOut,0.621715715
d002,h0048,08ES,frtRoadLight,mustOut,0.694349921
d003,h0049,08ES,frtRoadLight,mustOut,0.643805968
d003,h0050,08ES,frtRoadLight,mustOut,0.603185288
d003,h0051,08ES,frtRoadLight,mustOut,0.545948852
d003,h0052,08ES,frtRoadLight,mustOut,0.530683866
d003,h0053,08ES,frtRoadLight,mustOut,0.495705671
d003,h0054,08ES,frtRoadLight,mustOut,0.516862377
d003,h0055,08ES,frtRoadLight,mustOut,0.55904069
d003,h0056,08ES,frtRoadLight,mustOut,0.668383488
d003,h0057,08ES,frtRoadLight,mustOut,0.726454223
d003,h0058,08ES,frtRoadLight,mustOut,0.78160127
d003,h0059,08ES,frtRoadLight,mustOut,0.76160179
d003,h0060,08ES,frtRoadLight,mustOut,0.750778574
d003,h0061,08ES,frtRoadLight,mustOut,0.698088608
d003,h0062,08ES,frtRoadLight,mustOut,0.63927654
d003,h0063,08ES,frtRoadLight,mustOut,0.536456497
d003,h0064,08ES,frtRoadLight,mustOut,0.444256146
d003,h0065,08ES,frtRoadLight,mustOut,0.330503697
d003,h0066,08ES,frtRoadLight,mustOut,0.311020835
d003,h0067,08ES,frtRoadLight,mustOut,0.313098296
d003,h0068,08ES,frtRoadLight,mustOut,0.375921787
d003,h0069,08ES,frtRoadLight,mustOut,0.45533216
d003,h0070,08ES,frtRoadLight,mustOut,0.479683969
d003,h0071,08ES,frtRoadLight,mustOut,0.506127793
d003,h0072,08ES,frtRoadLight,mustOut,0.403019584
d004,h0073,08ES,frtRoadLight,mustOut,0.409792211
d004,h0074,08ES,frtRoadLight,mustOut,0.403616529
d004,h0075,08ES,frtRoadLight,mustOut,0.506266605
d004,h0076,08ES,frtRoadLight,mustOut,0.531634747
d004,h0077,08ES,frtRoadLight,mustOut,0.557768324
d004,h0078,08ES,frtRoadLight,mustOut,0.535455822
d004,h0079,08ES,frtRoadLight,mustOut,0.522912167
d004,h0080,08ES,frtRoadLight,mustOut,0.489946461
d004,h0081,08ES,frtRoadLight,mustOut,0.473934009
d004,h0082,08ES,frtRoadLight,mustOut,0.485453267
d004,h0083,08ES,frtRoadLight,mustOut,0.473113189
d004,h0084,08ES,frtRoadLight,mustOut,0.396229257
d004,h0085,08ES,frtRoadLight,mustOut,0.408767093
d004,h0086,08ES,frtRoadLight,mustOut,0.466272672
d004,h0087,08ES,frtRoadLight,mustOut,0.592055462
d004,h0088,08ES,frtRoadLight,mustOut,0.616954755
d004,h0089,08ES,frtRoadLight,mustOut,0.622491148
d004,h0090,08ES,frtRoadLight,mustOut,0.606947392
d004,h0091,08ES,frtRoadLight,mustOut,0.567512919
d004,h0092,08ES,frtRoadLight,mustOut,0.502353366
d004,h0093,08ES,frtRoadLight,mustOut,0.481686879
d004,h0094,08ES,frtRoadLight,mustOut,0.402530647
d004,h0095,08ES,frtRoadLight,mustOut,0.309605069
d004,h0096,08ES,frtRoadLight,mustOut,0.131282733
d001,h0001,09ES,frtRoadLight,mustOut,0.48281444
d001,h0002,09ES,frtRoadLight,mustOut,0.484989957
d001,h0003,09ES,frtRoadLight,mustOut,0.544048523
d001,h0004,09ES,frtRoadLight,mustOut,0.638230518
d001,h0005,09ES,frtRoadLight,mustOut,0.740448003
d001,h0006,09ES,frtRoadLight,mustOut,0.775615198
d001,h0007,09ES,frtRoadLight,mustOut,0.783966569
d001,h0008,09ES,frtRoadLight,mustOut,0.762330967
d001,h0009,09ES,frtRoadLight,mustOut,0.707522981
d001,h0010,09ES,frtRoadLight,mustOut,0.640498851
d001,h0011,09ES,frtRoadLight,mustOut,0.621929829
d001,h0012,09ES,frtRoadLight,mustOut,0.602724309
d001,h0013,09ES,frtRoadLight,mustOut,0.589629555
d001,h0014,09ES,frtRoadLight,mustOut,0.526125111
d001,h0015,09ES,frtRoadLight,mustOut,0.498187781
d001,h0016,09ES,frtRoadLight,mustOut,0.379359486
d001,h0017,09ES,frtRoadLight,mustOut,0.235881494
d001,h0018,09ES,frtRoadLight,mustOut,0.115461366
d001,h0019,09ES,frtRoadLight,mustOut,0.219583899
d001,h0020,09ES,frtRoadLight,mustOut,0.350655974
d001,h0021,09ES,frtRoadLight,mustOut,0.477788696
d001,h0022,09ES,frtRoadLight,mustOut,0.56542536
d001,h0023,09ES,frtRoadLight,mustOut,0.624870587
d001,h0024,09ES,frtRoadLight,mustOut,0.623023482
d002,h0025,09ES,frtRoadLight,mustOut,0.643943843
d002,h0026,09ES,frtRoadLight,mustOut,0.689580472
d002,h0027,09ES,frtRoadLight,mustOut,0.747599285
d002,h0028,09ES,frtRoadLight,mustOut,0.770006915
d002,h0029,09ES,frtRoadLight,mustOut,0.750848128
d002,h0030,09ES,frtRoadLight,mustOut,0.70870318
d002,h0031,09ES,frtRoadLight,mustOut,0.683885837
d002,h0032,09ES,frtRoadLight,mustOut,0.706719776
d002,h0033,09ES,frtRoadLight,mustOut,0.693775663
d002,h0034,09ES,frtRoadLight,mustOut,0.667251852
d002,h0035,09ES,frtRoadLight,mustOut,0.609233374
d002,h0036,09ES,frtRoadLight,mustOut,0.612357931
d002,h0037,09ES,frtRoadLight,mustOut,0.609099558
d002,h0038,09ES,frtRoadLight,mustOut,0.582847987
d002,h0039,09ES,frtRoadLight,mustOut,0.536041947
d002,h0040,09ES,frtRoadLight,mustOut,0.480414392
d002,h0041,09ES,frtRoadLight,mustOut,0.42145861
d002,h0042,09ES,frtRoadLight,mustOut,0.373521064
d002,h0043,09ES,frtRoadLight,mustOut,0.348341273
d002,h0044,09ES,frtRoadLight,mustOut,0.361789686
d002,h0045,09ES,frtRoadLight,mustOut,0.395593369
d002,h0046,09ES,frtRoadLight,mustOut,0.520435225
d002,h0047,09ES,frtRoadLight,mustOut,0.621715715
d002,h0048,09ES,frtRoadLight,mustOut,0.694349921
d003,h0049,09ES,frtRoadLight,mustOut,0.643805968
d003,h0050,09ES,frtRoadLight,mustOut,0.603185288
d003,h0051,09ES,frtRoadLight,mustOut,0.545948852
d003,h0052,09ES,frtRoadLight,mustOut,0.530683866
d003,h0053,09ES,frtRoadLight,mustOut,0.495705671
d003,h0054,09ES,frtRoadLight,mustOut,0.516862377
d003,h0055,09ES,frtRoadLight,mustOut,0.55904069
d003,h0056,09ES,frtRoadLight,mustOut,0.668383488
d003,h0057,09ES,frtRoadLight,mustOut,0.726454223
d003,h0058,09ES,frtRoadLight,mustOut,0.78160127
d003,h0059,09ES,frtRoadLight,mustOut,0.76160179
d003,h0060,09ES,frtRoadLight,mustOut,0.750778574
d003,h0061,09ES,frtRoadLight,mustOut,0.698088608
d003,h0062,09ES,frtRoadLight,mustOut,0.63927654
d003,h0063,09ES,frtRoadLight,mustOut,0.536456497
d003,h0064,09ES,frtRoadLight,mustOut,0.444256146
d003,h0065,09ES,frtRoadLight,mustOut,0.330503697
d003,h0066,09ES,frtRoadLight,mustOut,0.311020835
d003,h0067,09ES,frtRoadLight,mustOut,0.313098296
d003,h0068,09ES,frtRoadLight,mustOut,0.375921787
d003,h0069,09ES,frtRoadLight,mustOut,0.45533216
d003,h0070,09ES,frtRoadLight,mustOut,0.479683969
d003,h0071,09ES,frtRoadLight,mustOut,0.506127793
d003,h0072,09ES,frtRoadLight,mustOut,0.403019584
d004,h0073,09ES,frtRoadLight,mustOut,0.409792211
d004,h0074,09ES,frtRoadLight,mustOut,0.403616529
d004,h0075,09ES,frtRoadLight,mustOut,0.506266605
d004,h0076,09ES,frtRoadLight,mustOut,0.531634747
d004,h0077,09ES,frtRoadLight,mustOut,0.557768324
d004,h0078,09ES,frtRoadLight,mustOut,0.535455822
d004,h0079,09ES,frtRoadLight,mustOut,0.522912167
d004,h0080,09ES,frtRoadLight,mustOut,0.489946461
d004,h0081,09ES,frtRoadLight,mustOut,0.473934009
d004,h0082,09ES,frtRoadLight,mustOut,0.485453267
d004,h0083,09ES,frtRoadLight,mustOut,0.473113189
d004,h0084,09ES,frtRoadLight,mustOut,0.396229257
d004,h0085,09ES,frtRoadLight,mustOut,0.408767093
d004,h0086,09ES,frtRoadLight,mustOut,0.466272672
d004,h0087,09ES,frtRoadLight,mustOut,0.592055462
d004,h0088,09ES,frtRoadLight,mustOut,0.616954755
d004,h0089,09ES,frtRoadLight,mustOut,0.622491148
d004,h0090,09ES,frtRoadLight,mustOut,0.606947392
d004,h0091,09ES,frtRoadLight,mustOut,0.567512919
d004,h0092,09ES,frtRoadLight,mustOut,0.502353366
d004,h0093,09ES,frtRoadLight,mustOut,0.481686879
d004,h0094,09ES,frtRoadLight,mustOut,0.402530647
d004,h0095,09ES,frtRoadLight,mustOut,0.309605069
d004,h0096,09ES,frtRoadLight,mustOut,0.131282733
d001,h0001,10ES,frtRoadLight,mustOut,0.48281444
d001,h0002,10ES,frtRoadLight,mustOut,0.484989957
d001,h0003,10ES,frtRoadLight,mustOut,0.544048523
d001,h0004,10ES,frtRoadLight,mustOut,0.638230518
d001,h0005,10ES,frtRoadLight,mustOut,0.740448003
d001,h0006,10ES,frtRoadLight,mustOut,0.775615198
d001,h0007,10ES,frtRoadLight,mustOut,0.783966569
d001,h0008,10ES,frtRoadLight,mustOut,0.762330967
d001,h0009,10ES,frtRoadLight,mustOut,0.707522981
d001,h0010,10ES,frtRoadLight,mustOut,0.640498851
d001,h0011,10ES,frtRoadLight,mustOut,0.621929829
d001,h0012,10ES,frtRoadLight,mustOut,0.602724309
d001,h0013,10ES,frtRoadLight,mustOut,0.589629555
d001,h0014,10ES,frtRoadLight,mustOut,0.526125111
d001,h0015,10ES,frtRoadLight,mustOut,0.498187781
d001,h0016,10ES,frtRoadLight,mustOut,0.379359486
d001,h0017,10ES,frtRoadLight,mustOut,0.235881494
d001,h0018,10ES,frtRoadLight,mustOut,0.115461366
d001,h0019,10ES,frtRoadLight,mustOut,0.219583899
d001,h0020,10ES,frtRoadLight,mustOut,0.350655974
d001,h0021,10ES,frtRoadLight,mustOut,0.477788696
d001,h0022,10ES,frtRoadLight,mustOut,0.56542536
d001,h0023,10ES,frtRoadLight,mustOut,0.624870587
d001,h0024,10ES,frtRoadLight,mustOut,0.623023482
d002,h0025,10ES,frtRoadLight,mustOut,0.643943843
d002,h0026,10ES,frtRoadLight,mustOut,0.689580472
d002,h0027,10ES,frtRoadLight,mustOut,0.747599285
d002,h0028,10ES,frtRoadLight,mustOut,0.770006915
d002,h0029,10ES,frtRoadLight,mustOut,0.750848128
d002,h0030,10ES,frtRoadLight,mustOut,0.70870318
d002,h0031,10ES,frtRoadLight,mustOut,0.683885837
d002,h0032,10ES,frtRoadLight,mustOut,0.706719776
d002,h0033,10ES,frtRoadLight,mustOut,0.693775663
d002,h0034,10ES,frtRoadLight,mustOut,0.667251852
d002,h0035,10ES,frtRoadLight,mustOut,0.609233374
d002,h0036,10ES,frtRoadLight,mustOut,0.612357931
d002,h0037,10ES,frtRoadLight,mustOut,0.609099558
d002,h0038,10ES,frtRoadLight,mustOut,0.582847987
d002,h0039,10ES,frtRoadLight,mustOut,0.536041947
d002,h0040,10ES,frtRoadLight,mustOut,0.480414392
d002,h0041,10ES,frtRoadLight,mustOut,0.42145861
d002,h0042,10ES,frtRoadLight,mustOut,0.373521064
d002,h0043,10ES,frtRoadLight,mustOut,0.348341273
d002,h0044,10ES,frtRoadLight,mustOut,0.361789686
d002,h0045,10ES,frtRoadLight,mustOut,0.395593369
d002,h0046,10ES,frtRoadLight,mustOut,0.520435225
d002,h0047,10ES,frtRoadLight,mustOut,0.621715715
d002,h0048,10ES,frtRoadLight,mustOut,0.694349921
d003,h0049,10ES,frtRoadLight,mustOut,0.643805968
d003,h0050,10ES,frtRoadLight,mustOut,0.603185288
d003,h0051,10ES,frtRoadLight,mustOut,0.545948852
d003,h0052,10ES,frtRoadLight,mustOut,0.530683866
d003,h0053,10ES,frtRoadLight,mustOut,0.495705671
d003,h0054,10ES,frtRoadLight,mustOut,0.516862377
d003,h0055,10ES,frtRoadLight,mustOut,0.55904069
