timestep_2,region_4,technology_3,carrier_1,parameter,value
,53IT,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,53IT,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,53IT,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,53IT,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,53IT,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,53IT,gasPlantStock_a,districtHeat,ratioConvOutFix,0.172
,53IT,gasPlantStock_b,districtHeat,ratioConvOutFix,0.209
,53IT,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,53IT,wastePlantStock,districtHeat,ratioConvOutFix,0.027
,54IT,bioPlantStock,districtHeat,ratioConvOutFix,0.255
,54IT,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.01
,54IT,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,54IT,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,54IT,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,54IT,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,54IT,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,54IT,gasPlantStock_a,districtHeat,ratioConvOutFix,0.169
,54IT,gasPlantStock_b,districtHeat,ratioConvOutFix,0.192
,54IT,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,54IT,wastePlantStock,districtHeat,ratioConvOutFix,0.027
,55IT,bioPlantStock,districtHeat,ratioConvOutFix,0.25
,55IT,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.01
,55IT,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,55IT,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,55IT,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,55IT,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,55IT,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,55IT,gasPlantStock_a,districtHeat,ratioConvOutFix,0.165
,55IT,gasPlantStock_b,districtHeat,ratioConvOutFix,0.172
,55IT,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,55IT,wastePlantStock,districtHeat,ratioConvOutFix,0.027
,56IT,bioPlantStock,districtHeat,ratioConvOutFix,0.255
,56IT,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,56IT,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,56IT,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,56IT,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,56IT,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,56IT,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,56IT,gasPlantStock_a,districtHeat,ratioConvOutFix,0.167
,56IT,gasPlantStock_b,districtHeat,ratioConvOutFix,0.18
,56IT,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,56IT,wastePlantStock,districtHeat,ratioConvOutFix,0.027
,98IT,bioPlantStock,districtHeat,ratioConvOutFix,0.251
,98IT,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.01
,98IT,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,98IT,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,98IT,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,98IT,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,98IT,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,98IT,gasPlantStock_a,districtHeat,ratioConvOutFix,0.167
,98IT,gasPlantStock_b,districtHeat,ratioConvOutFix,0.183
,98IT,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,98IT,wastePlantStock,districtHeat,ratioConvOutFix,0.027
,77LT,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,77LT,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,77LT,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,77LT,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,77LT,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,77LT,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,77LT,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,77LT,gasPlantStock_a,districtHeat,ratioConvOutFix,0.356
,77LT,gasPlantStock_b,districtHeat,ratioConvOutFix,0.469
,77LT,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,77LT,wastePlantStock,districtHeat,ratioConvOutFix,0.483
,29LU,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,29LU,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,29LU,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,29LU,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,29LU,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,29LU,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,29LU,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,29LU,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,29LU,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,29LU,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,29LU,wastePlantStock,districtHeat,ratioConvOutFix,0
,78LV,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,78LV,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,78LV,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,78LV,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,78LV,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,78LV,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,78LV,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,78LV,gasPlantStock_a,districtHeat,ratioConvOutFix,0.37
,78LV,gasPlantStock_b,districtHeat,ratioConvOutFix,0.428
,78LV,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,78LV,wastePlantStock,districtHeat,ratioConvOutFix,0
,64ME,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,64ME,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,64ME,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,64ME,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,64ME,lignitePlantStock_a,districtHeat,ratioConvOutFix,0.123
,64ME,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,64ME,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,64ME,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,64ME,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,64ME,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,64ME,wastePlantStock,districtHeat,ratioConvOutFix,0
,67MK,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,67MK,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,67MK,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,67MK,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,67MK,lignitePlantStock_a,districtHeat,ratioConvOutFix,0.058
,67MK,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,67MK,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,67MK,gasPlantStock_a,districtHeat,ratioConvOutFix,0.349
,67MK,gasPlantStock_b,districtHeat,ratioConvOutFix,0.559
,67MK,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0.079
,67MK,wastePlantStock,districtHeat,ratioConvOutFix,0
,30NL,bioPlantStock,districtHeat,ratioConvOutFix,0.456
,30NL,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.013
,30NL,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,30NL,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,30NL,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,30NL,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,30NL,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,30NL,gasPlantStock_a,districtHeat,ratioConvOutFix,0.285
,30NL,gasPlantStock_b,districtHeat,ratioConvOutFix,0.529
,30NL,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,30NL,wastePlantStock,districtHeat,ratioConvOutFix,0
,79NO,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,79NO,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,79NO,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,79NO,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,79NO,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,79NO,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,79NO,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,79NO,gasPlantStock_a,districtHeat,ratioConvOutFix,0.365
,79NO,gasPlantStock_b,districtHeat,ratioConvOutFix,0.553
,79NO,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,79NO,wastePlantStock,districtHeat,ratioConvOutFix,0
,80NO,bioPlantStock,districtHeat,ratioConvOutFix,0
,80NO,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,80NO,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,80NO,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,80NO,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,80NO,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,80NO,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,80NO,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,80NO,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,80NO,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,80NO,wastePlantStock,districtHeat,ratioConvOutFix,0
,81NO,bioPlantStock,districtHeat,ratioConvOutFix,0
,81NO,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,81NO,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,81NO,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,81NO,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,81NO,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,81NO,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,81NO,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,81NO,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,81NO,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,81NO,wastePlantStock,districtHeat,ratioConvOutFix,0
,82NO,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,82NO,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,82NO,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,82NO,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,82NO,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,82NO,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,82NO,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,82NO,gasPlantStock_a,districtHeat,ratioConvOutFix,0.365
,82NO,gasPlantStock_b,districtHeat,ratioConvOutFix,0.553
,82NO,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,82NO,wastePlantStock,districtHeat,ratioConvOutFix,0
,83NO,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,83NO,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,83NO,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,83NO,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,83NO,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,83NO,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,83NO,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,83NO,gasPlantStock_a,districtHeat,ratioConvOutFix,0.365
,83NO,gasPlantStock_b,districtHeat,ratioConvOutFix,0.553
,83NO,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,83NO,wastePlantStock,districtHeat,ratioConvOutFix,0
,84NO,bioPlantStock,districtHeat,ratioConvOutFix,0
,84NO,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,84NO,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,84NO,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,84NO,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,84NO,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,84NO,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,84NO,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,84NO,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,84NO,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,84NO,wastePlantStock,districtHeat,ratioConvOutFix,0
,85NO,bioPlantStock,districtHeat,ratioConvOutFix,0
,85NO,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,85NO,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,85NO,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,85NO,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,85NO,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,85NO,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,85NO,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,85NO,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,85NO,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,85NO,wastePlantStock,districtHeat,ratioConvOutFix,0
,41PL,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,41PL,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.261
,41PL,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,41PL,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,41PL,lignitePlantStock_a,districtHeat,ratioConvOutFix,0.44
,41PL,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,41PL,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,41PL,gasPlantStock_a,districtHeat,ratioConvOutFix,0.403
,41PL,gasPlantStock_b,districtHeat,ratioConvOutFix,0.56
,41PL,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,41PL,wastePlantStock,districtHeat,ratioConvOutFix,0
,42PL,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,42PL,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.253
,42PL,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,42PL,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,42PL,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,42PL,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,42PL,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,42PL,gasPlantStock_a,districtHeat,ratioConvOutFix,0.403
,42PL,gasPlantStock_b,districtHeat,ratioConvOutFix,0.56
,42PL,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,42PL,wastePlantStock,districtHeat,ratioConvOutFix,0
,43PL,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,43PL,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.253
,43PL,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,43PL,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,43PL,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,43PL,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,43PL,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,43PL,gasPlantStock_a,districtHeat,ratioConvOutFix,0.403
,43PL,gasPlantStock_b,districtHeat,ratioConvOutFix,0.56
,43PL,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,43PL,wastePlantStock,districtHeat,ratioConvOutFix,0
,44PL,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,44PL,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.26
,44PL,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,44PL,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,44PL,lignitePlantStock_a,districtHeat,ratioConvOutFix,0.44
,44PL,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,44PL,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,44PL,gasPlantStock_a,districtHeat,ratioConvOutFix,0.403
,44PL,gasPlantStock_b,districtHeat,ratioConvOutFix,0.56
,44PL,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,44PL,wastePlantStock,districtHeat,ratioConvOutFix,0
,45PL,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,45PL,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.275
,45PL,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,45PL,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,45PL,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,45PL,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,45PL,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,45PL,gasPlantStock_a,districtHeat,ratioConvOutFix,0.403
,45PL,gasPlantStock_b,districtHeat,ratioConvOutFix,0.56
,45PL,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,45PL,wastePlantStock,districtHeat,ratioConvOutFix,0
,12PT,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,12PT,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,12PT,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,12PT,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,12PT,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,12PT,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,12PT,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,12PT,gasPlantStock_a,districtHeat,ratioConvOutFix,0.063
,12PT,gasPlantStock_b,districtHeat,ratioConvOutFix,0.084
,12PT,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,12PT,wastePlantStock,districtHeat,ratioConvOutFix,0
,13PT,bioPlantStock,districtHeat,ratioConvOutFix,0.315
,13PT,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,13PT,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,13PT,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,13PT,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,13PT,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,13PT,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,13PT,gasPlantStock_a,districtHeat,ratioConvOutFix,0.06
,13PT,gasPlantStock_b,districtHeat,ratioConvOutFix,0.065
,13PT,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,13PT,wastePlantStock,districtHeat,ratioConvOutFix,0
,59RO,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,59RO,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,59RO,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,59RO,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,59RO,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,59RO,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,59RO,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,59RO,gasPlantStock_a,districtHeat,ratioConvOutFix,0.357
,59RO,gasPlantStock_b,districtHeat,ratioConvOutFix,0.534
,59RO,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,59RO,wastePlantStock,districtHeat,ratioConvOutFix,0
,60RO,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,60RO,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.478
,60RO,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,60RO,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,60RO,lignitePlantStock_a,districtHeat,ratioConvOutFix,0.101
,60RO,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,60RO,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,60RO,gasPlantStock_a,districtHeat,ratioConvOutFix,0.357
,60RO,gasPlantStock_b,districtHeat,ratioConvOutFix,0.48
,60RO,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,60RO,wastePlantStock,districtHeat,ratioConvOutFix,0
,61RO,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,61RO,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.509
,61RO,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,61RO,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,61RO,lignitePlantStock_a,districtHeat,ratioConvOutFix,0.101
,61RO,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,61RO,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,61RO,gasPlantStock_a,districtHeat,ratioConvOutFix,0.357
,61RO,gasPlantStock_b,districtHeat,ratioConvOutFix,0.471
,61RO,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,61RO,wastePlantStock,districtHeat,ratioConvOutFix,0
,65RS,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,65RS,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,65RS,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,65RS,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,65RS,lignitePlantStock_a,districtHeat,ratioConvOutFix,0.028
,65RS,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,65RS,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,65RS,gasPlantStock_a,districtHeat,ratioConvOutFix,0.349
,65RS,gasPlantStock_b,districtHeat,ratioConvOutFix,0.524
,65RS,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,65RS,wastePlantStock,districtHeat,ratioConvOutFix,0
,86SE,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,86SE,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,86SE,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,86SE,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,86SE,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,86SE,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,86SE,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,86SE,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,86SE,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,86SE,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,86SE,wastePlantStock,districtHeat,ratioConvOutFix,0.57
,87SE,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,87SE,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.527
,87SE,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,87SE,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,87SE,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,87SE,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,87SE,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,87SE,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,87SE,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,87SE,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,87SE,wastePlantStock,districtHeat,ratioConvOutFix,0.57
,88SE,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,88SE,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,88SE,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,88SE,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,88SE,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,88SE,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,88SE,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,88SE,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,88SE,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,88SE,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,88SE,wastePlantStock,districtHeat,ratioConvOutFix,0.57
,89SE,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,89SE,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,89SE,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,89SE,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,89SE,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,89SE,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,89SE,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,89SE,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,89SE,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,89SE,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,89SE,wastePlantStock,districtHeat,ratioConvOutFix,0.57
,57SI,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,57SI,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.489
,57SI,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,57SI,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,57SI,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,57SI,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,57SI,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,57SI,gasPlantStock_a,districtHeat,ratioConvOutFix,0.264
,57SI,gasPlantStock_b,districtHeat,ratioConvOutFix,0.39
,57SI,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,57SI,wastePlantStock,districtHeat,ratioConvOutFix,0
,46SK,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,46SK,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.502
,46SK,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,46SK,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,46SK,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,46SK,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,46SK,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,46SK,gasPlantStock_a,districtHeat,ratioConvOutFix,0.377
,46SK,gasPlantStock_b,districtHeat,ratioConvOutFix,0.581
,46SK,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,46SK,wastePlantStock,districtHeat,ratioConvOutFix,0
,90UK,bioPlantStock,districtHeat,ratioConvOutFix,0.075
,90UK,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,90UK,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,90UK,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,90UK,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,90UK,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,90UK,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
