timestep_2,region_4,technology_3,carrier_1,parameter,value
,38DK,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,38DK,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,38DK,gasPlantStock_a,districtHeat,ratioConvOutFix,0.453
,38DK,gasPlantStock_b,districtHeat,ratioConvOutFix,0.547
,38DK,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,38DK,wastePlantStock,districtHeat,ratioConvOutFix,0
,72DK,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,72DK,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.548
,72DK,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,72DK,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,72DK,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,72DK,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,72DK,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,72DK,gasPlantStock_a,districtHeat,ratioConvOutFix,0.453
,72DK,gasPlantStock_b,districtHeat,ratioConvOutFix,0.547
,72DK,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,72DK,wastePlantStock,districtHeat,ratioConvOutFix,0
,73EE,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,73EE,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,73EE,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,73EE,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,73EE,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,73EE,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,73EE,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,73EE,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,73EE,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,73EE,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0.073
,73EE,wastePlantStock,districtHeat,ratioConvOutFix,0
,01ES,bioPlantStock,districtHeat,ratioConvOutFix,0.027
,01ES,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,01ES,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,01ES,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,01ES,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,01ES,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,01ES,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,01ES,gasPlantStock_a,districtHeat,ratioConvOutFix,0.008
,01ES,gasPlantStock_b,districtHeat,ratioConvOutFix,0.01
,01ES,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,01ES,wastePlantStock,districtHeat,ratioConvOutFix,0
,02ES,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,02ES,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.001
,02ES,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,02ES,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,02ES,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,02ES,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,02ES,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,02ES,gasPlantStock_a,districtHeat,ratioConvOutFix,0.009
,02ES,gasPlantStock_b,districtHeat,ratioConvOutFix,0.118
,02ES,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,02ES,wastePlantStock,districtHeat,ratioConvOutFix,0
,03ES,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,03ES,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.001
,03ES,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,03ES,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,03ES,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,03ES,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,03ES,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,03ES,gasPlantStock_a,districtHeat,ratioConvOutFix,0.009
,03ES,gasPlantStock_b,districtHeat,ratioConvOutFix,0.031
,03ES,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,03ES,wastePlantStock,districtHeat,ratioConvOutFix,0
,04ES,bioPlantStock,districtHeat,ratioConvOutFix,0.137
,04ES,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,04ES,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,04ES,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,04ES,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,04ES,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,04ES,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,04ES,gasPlantStock_a,districtHeat,ratioConvOutFix,0.008
,04ES,gasPlantStock_b,districtHeat,ratioConvOutFix,0.017
,04ES,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,04ES,wastePlantStock,districtHeat,ratioConvOutFix,0
,05ES,bioPlantStock,districtHeat,ratioConvOutFix,0.025
,05ES,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,05ES,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,05ES,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,05ES,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,05ES,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,05ES,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,05ES,gasPlantStock_a,districtHeat,ratioConvOutFix,0.008
,05ES,gasPlantStock_b,districtHeat,ratioConvOutFix,0.009
,05ES,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,05ES,wastePlantStock,districtHeat,ratioConvOutFix,0
,06ES,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,06ES,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,06ES,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,06ES,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,06ES,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,06ES,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,06ES,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,06ES,gasPlantStock_a,districtHeat,ratioConvOutFix,0.009
,06ES,gasPlantStock_b,districtHeat,ratioConvOutFix,0.032
,06ES,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,06ES,wastePlantStock,districtHeat,ratioConvOutFix,0
,07ES,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,07ES,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,07ES,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,07ES,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,07ES,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,07ES,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,07ES,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,07ES,gasPlantStock_a,districtHeat,ratioConvOutFix,0.009
,07ES,gasPlantStock_b,districtHeat,ratioConvOutFix,0.025
,07ES,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,07ES,wastePlantStock,districtHeat,ratioConvOutFix,0
,08ES,bioPlantStock,districtHeat,ratioConvOutFix,0.024
,08ES,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,08ES,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,08ES,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,08ES,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,08ES,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,08ES,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,08ES,gasPlantStock_a,districtHeat,ratioConvOutFix,0.008
,08ES,gasPlantStock_b,districtHeat,ratioConvOutFix,0.009
,08ES,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,08ES,wastePlantStock,districtHeat,ratioConvOutFix,0
,09ES,bioPlantStock,districtHeat,ratioConvOutFix,0.021
,09ES,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.001
,09ES,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,09ES,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,09ES,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,09ES,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,09ES,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,09ES,gasPlantStock_a,districtHeat,ratioConvOutFix,0.008
,09ES,gasPlantStock_b,districtHeat,ratioConvOutFix,0.008
,09ES,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,09ES,wastePlantStock,districtHeat,ratioConvOutFix,0
,10ES,bioPlantStock,districtHeat,ratioConvOutFix,0.019
,10ES,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.001
,10ES,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,10ES,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,10ES,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,10ES,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,10ES,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,10ES,gasPlantStock_a,districtHeat,ratioConvOutFix,0.007
,10ES,gasPlantStock_b,districtHeat,ratioConvOutFix,0.008
,10ES,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,10ES,wastePlantStock,districtHeat,ratioConvOutFix,0
,11ES,bioPlantStock,districtHeat,ratioConvOutFix,0.347
,11ES,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,11ES,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,11ES,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,11ES,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,11ES,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,11ES,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,11ES,gasPlantStock_a,districtHeat,ratioConvOutFix,0.008
,11ES,gasPlantStock_b,districtHeat,ratioConvOutFix,0.019
,11ES,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,11ES,wastePlantStock,districtHeat,ratioConvOutFix,0
,74FI,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,74FI,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.547
,74FI,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,74FI,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,74FI,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,74FI,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,74FI,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,74FI,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,74FI,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,74FI,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,74FI,wastePlantStock,districtHeat,ratioConvOutFix,0
,75FI,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,75FI,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.547
,75FI,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,75FI,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,75FI,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,75FI,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,75FI,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,75FI,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,75FI,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,75FI,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,75FI,wastePlantStock,districtHeat,ratioConvOutFix,0
,14FR,bioPlantStock,districtHeat,ratioConvOutFix,0.539
,14FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,14FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,14FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,14FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,14FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,14FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,14FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.254
,14FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.387
,14FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,14FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,15FR,bioPlantStock,districtHeat,ratioConvOutFix,0.505
,15FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,15FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,15FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,15FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,15FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,15FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,15FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0
,15FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0
,15FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,15FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,16FR,bioPlantStock,districtHeat,ratioConvOutFix,0.504
,16FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,16FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,16FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,16FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,16FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,16FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,16FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.296
,16FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.556
,16FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,16FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,17FR,bioPlantStock,districtHeat,ratioConvOutFix,0.545
,17FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,17FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,17FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,17FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,17FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,17FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,17FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.358
,17FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.556
,17FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,17FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,18FR,bioPlantStock,districtHeat,ratioConvOutFix,0.504
,18FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,18FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,18FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,18FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,18FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,18FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,18FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.24
,18FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.283
,18FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,18FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,19FR,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,19FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,19FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,19FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,19FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,19FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,19FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,19FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.282
,19FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.556
,19FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,19FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,20FR,bioPlantStock,districtHeat,ratioConvOutFix,0.519
,20FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.039
,20FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,20FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,20FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,20FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,20FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,20FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.264
,20FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.514
,20FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,20FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,21FR,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,21FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.039
,21FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,21FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,21FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,21FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,21FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,21FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.296
,21FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.556
,21FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,21FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,22FR,bioPlantStock,districtHeat,ratioConvOutFix,0.489
,22FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,22FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,22FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,22FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,22FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,22FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,22FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.235
,22FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.258
,22FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,22FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,23FR,bioPlantStock,districtHeat,ratioConvOutFix,0.57
,23FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,23FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,23FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,23FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,23FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,23FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,23FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.277
,23FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.556
,23FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,23FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,24FR,bioPlantStock,districtHeat,ratioConvOutFix,0.52
,24FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,24FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,24FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,24FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,24FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,24FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,24FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.239
,24FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.279
,24FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,24FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,25FR,bioPlantStock,districtHeat,ratioConvOutFix,0.519
,25FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.039
,25FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,25FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,25FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,25FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,25FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,25FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.251
,25FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.364
,25FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,25FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,26FR,bioPlantStock,districtHeat,ratioConvOutFix,0.512
,26FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.039
,26FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,26FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,26FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,26FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,26FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,26FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.239
,26FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.276
,26FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,26FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,27FR,bioPlantStock,districtHeat,ratioConvOutFix,0.525
,27FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,27FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,27FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,27FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,27FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,27FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,27FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.26
,27FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.453
,27FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,27FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,99FR,bioPlantStock,districtHeat,ratioConvOutFix,0.48
,99FR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,99FR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,99FR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,99FR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,99FR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,99FR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,99FR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.23
,99FR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.234
,99FR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,99FR,wastePlantStock,districtHeat,ratioConvOutFix,0
,68GR,bioPlantStock,districtHeat,ratioConvOutFix,0.005
,68GR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,68GR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,68GR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,68GR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0.005
,68GR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,68GR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,68GR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.019
,68GR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.022
,68GR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,68GR,wastePlantStock,districtHeat,ratioConvOutFix,0
,69GR,bioPlantStock,districtHeat,ratioConvOutFix,0.004
,69GR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,69GR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,69GR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,69GR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0.005
,69GR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,69GR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,69GR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.018
,69GR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.019
,69GR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,69GR,wastePlantStock,districtHeat,ratioConvOutFix,0
,62HR,bioPlantStock,districtHeat,ratioConvOutFix,0.302
,62HR,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.032
,62HR,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,62HR,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,62HR,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,62HR,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,62HR,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,62HR,gasPlantStock_a,districtHeat,ratioConvOutFix,0.242
,62HR,gasPlantStock_b,districtHeat,ratioConvOutFix,0.266
,62HR,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,62HR,wastePlantStock,districtHeat,ratioConvOutFix,0
,58HU,bioPlantStock,districtHeat,ratioConvOutFix,0.562
,58HU,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.489
,58HU,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,58HU,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,58HU,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,58HU,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,58HU,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,58HU,gasPlantStock_a,districtHeat,ratioConvOutFix,0.404
,58HU,gasPlantStock_b,districtHeat,ratioConvOutFix,0.49
,58HU,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,58HU,wastePlantStock,districtHeat,ratioConvOutFix,0
,96IE,bioPlantStock,districtHeat,ratioConvOutFix,0.045
,96IE,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0
,96IE,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,96IE,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,96IE,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,96IE,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,96IE,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,96IE,gasPlantStock_a,districtHeat,ratioConvOutFix,0.015
,96IE,gasPlantStock_b,districtHeat,ratioConvOutFix,0.017
,96IE,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,96IE,wastePlantStock,districtHeat,ratioConvOutFix,0
,52IT,bioPlantStock,districtHeat,ratioConvOutFix,0.252
,52IT,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.01
,52IT,hardcoalPlantStock_b,districtHeat,ratioConvOutFix,0
,52IT,hardcoalPlantStock_c,districtHeat,ratioConvOutFix,0
,52IT,lignitePlantStock_a,districtHeat,ratioConvOutFix,0
,52IT,lignitePlantStock_b,districtHeat,ratioConvOutFix,0
,52IT,lignitePlantStock_c,districtHeat,ratioConvOutFix,0
,52IT,gasPlantStock_a,districtHeat,ratioConvOutFix,0.17
,52IT,gasPlantStock_b,districtHeat,ratioConvOutFix,0.198
,52IT,oilLiquidPlantStock,districtHeat,ratioConvOutFix,0
,52IT,wastePlantStock,districtHeat,ratioConvOutFix,0.027
,53IT,bioPlantStock,districtHeat,ratioConvOutFix,0.249
,53IT,hardcoalPlantStock_a,districtHeat,ratioConvOutFix,0.01
